lote_interno,coste_componente_unitario,componente
2006-052,4.636,MAT180
2007-069,4.636,MAT180
2010-021,4.636,MAT180
2010-031,4.636,MAT180
2012-055,4.636,MAT180
2103-010,4.636,MAT180
2104-044,4.636,MAT180
2105-078,4.636,MAT180
1909-040,10.37,MAT181
1910-120,10.37,MAT181
2011-004,10.37,MAT181
2202-140,10.74,MAT181
2203-095,10.74,MAT181
2204-015,10.74,MAT181
2206-086,10.74,MAT181
2207-117,11.42,MAT181
1906-007,4.1,MAT182
1911-042,4.1,MAT182
1912-046,4.95,MAT182
2002-065,4.1,MAT182
1902-012,0.0205,MAT183
1903-052,0.0205,MAT183
1905-043,0.0205,MAT183
1906-063,0.0205,MAT183
1907-064,0.0205,MAT183
1908-068,0.0205,MAT183
1909-099,0.0205,MAT183
1911-052,0.0205,MAT183
1911-068,0.0205,MAT183
2001-002,0.0205,MAT183
2002-053,0.0205,MAT183
2003-043,0.0205,MAT183
2007-072,0.0205,MAT183
2009-022,0.0205,MAT183
2010-024,0.0205,MAT183
2011-024,0.0205,MAT183
2104-029,0.0205,MAT183
2106-090,0.0205,MAT183
2107-041,0.0205,MAT183
2108-045,0.0205,MAT183
2109-071,0.0205,MAT183
2110-091,0.0205,MAT183
2111-176,0.0205,MAT183
2112-105,0.0205,MAT183
2203-065,0.0205,MAT183
2204-017,0.0205,MAT183
2204-105,0.0205,MAT183
2205-129,0.0205,MAT183
2208-033,0.0205,MAT183
2209-012,0.0205,MAT183
2209-117,0.0205,MAT183
2210-117,0.0205,MAT183
2212-009,0.0205,MAT183
2301-024,0.0205,MAT183
2302-023,0.0205,MAT183
2303-040,0.0205,MAT183
2305-067,0.0205,MAT183
2306-085,0.0205,MAT183
2308-024,0.0205,MAT183
2309-114,0.0205,MAT183
2312-012,0.0205,MAT183
2403-018,0.0205,MAT183
2403-052,0.0205,MAT183
2406-022,0.0205,MAT183
2406-077,0.0205,MAT183
2409-046,0.0205,MAT183
2409-062,0.0205,MAT183
2502-053,0.0205,MAT183
2503-081,0.0205,MAT183
2402-030,0.020499999999999997,MAT183
2402-036,0.020499999999999997,MAT183
2412-045,0.020499999999999997,MAT183
1903-049,3.45,MAT185
1904-048,3.45,MAT185
1905-005,3.45,MAT185
1911-023,4.8,MAT185
1911-086,4.8,MAT185
2001-051,4.8,MAT185
2005-021,0.0,MAT185
2007-033,4.8,MAT185
2107-017,4.8,MAT185
2304-089,2.04,MAT185
2404-095,3.45,MAT185
1903-050,2.3546,MAT186
1904-076,2.33,MAT186
1911-051,2.23,MAT186
1911-085,2.025,MAT186
2001-007,2.298,MAT186
2002-021,2.038,MAT186
2003-024,2.25,MAT186
2006-029,2.25,MAT186
2007-034,2.25,MAT186
2008-042,2.25,MAT186
2010-035,2.25,MAT186
2011-005,2.25,MAT186
2011-062,2.25,MAT186
2011-070,2.25,MAT186
2101-007,2.25,MAT186
2102-017,2.5568,MAT186
2103-025,2.75,MAT186
2104-009,2.9773,MAT186
2104-034,2.9773,MAT186
2104-054,2.9773,MAT186
2105-009,2.9773,MAT186
2105-032,2.9773,MAT186
2105-069,2.9773,MAT186
2105-072,2.9773,MAT186
2106-045,3.5568,MAT186
1904-024,3.95,MAT187
1905-077,3.95,MAT187
1907-002,3.5,MAT187
1907-077,3.5,MAT187
1909-048,3.95,MAT187
1910-047,3.5,MAT187
1911-060,3.5,MAT187
1912-070,3.5,MAT187
2001-065,3.5,MAT187
2003-044,3.5,MAT187
2105-057,3.5,MAT187
2108-024,3.45,MAT187
2109-066,3.45,MAT187
2111-013,3.45,MAT187
2112-108,3.45,MAT187
2202-099,3.2,MAT187
2204-009,3.45,MAT187
2205-076,3.05,MAT187
2208-083,3.05,MAT187
2211-048,3.05,MAT187
2302-100,3.45,MAT187
2305-130,3.45,MAT187
2307-057,3.45,MAT187
2310-068,3.45,MAT187
2310-102,3.45,MAT187
2312-046,3.45,MAT187
2401-058,3.45,MAT187
2402-064,3.45,MAT187
2404-071,3.45,MAT187
2405-087,3.45,MAT187
2408-068,3.45,MAT187
2411-108,3.45,MAT187
2412-070,3.45,MAT187
2501-058,3.45,MAT187
2502-064,3.45,MAT187
1910-078,3.4361111111111113,MAT187
2003-045,3.4621141975308642,MAT187
1904-044,0.8983,MAT188
1904-080,1.259,MAT188
1906-037,1.259,MAT188
2001-014,1.0702,MAT188
2002-020,1.0702,MAT188
2003-009,1.259,MAT188
1904-040,1.65,MAT189
1904-072,1.65,MAT189
1906-001,1.65,MAT189
1906-032,1.65,MAT189
2001-018,1.65,MAT189
2305-021,1.337,MAT190
2305-126,1.337,MAT190
2306-094,1.337,MAT190
2310-071,1.337,MAT190
2311-093,1.337,MAT190
2312-015,1.337,MAT190
2402-028,1.337,MAT190
2402-112,1.337,MAT190
2403-016,1.337,MAT190
2404-019,1.337,MAT190
2404-084,1.337,MAT190
2405-001,1.337,MAT190
2407-055,1.34,MAT190
2408-034,1.337,MAT190
2409-113,1.337,MAT190
2410-117,1.337,MAT190
2412-011,1.337,MAT190
2502-045,1.337,MAT190
2503-053,1.337,MAT190
2503-092,1.34,MAT190
1904-079,1.3383906666666665,MAT190
1906-050,1.3383906666666665,MAT190
2001-011,1.3396222933333335,MAT190
2008-050,1.3388071850666665,MAT190
1906-041,1.3375504504888889,MAT190
1905-008,1.3375504504888889,MAT190
1904-050,6.7444,MAT191
1904-078,6.74,MAT191
1906-036,6.07,MAT191
2002-029,6.1222,MAT191
2003-038,5.5666,MAT191
1904-065,5.48,MAT192
1904-066,17.1935,MAT193
1907-029,0.0,MAT195
1908-061,0.0,MAT195
1909-002,1.0,MAT195
1909-080,1.0,MAT195
1910-032,0.0,MAT195
1910-045,1.0,MAT195
1910-124,1.0,MAT195
1912-002,1.0,MAT195
1912-079,1.0,MAT195
2001-037,0.0,MAT195
2001-068,1.0,MAT195
2002-033,1.0,MAT195
2003-019,1.0,MAT195
2005-017,1.0,MAT195
2006-039,0.0,MAT195
2007-030,1.0,MAT195
2008-005,0.0,MAT195
2008-043,1.0,MAT195
2009-008,1.0,MAT195
2010-041,1.0,MAT195
2102-020,1.0,MAT195
2102-061,1.0,MAT195
2104-012,1.0,MAT195
2104-073,0.0,MAT195
2105-092,0.0,MAT195
1906-074,0.088,MAT196
2003-027,0.147,MAT196
2004-021,0.088,MAT196
2010-006,0.088,MAT196
2106-022,0.096,MAT196
2108-080,0.096,MAT196
2202-034,0.126,MAT196
2206-098,0.126,MAT196
2303-011,0.126,MAT196
2311-040,0.1441,MAT196
2404-052,0.1441,MAT196
2409-064,0.1441,MAT196
2502-010,0.1411,MAT196
1906-042,8.5096,MAT197
1909-010,0.5592,MAT197
1910-002,0.4904,MAT197
1912-074,7.0842,MAT197
2106-049,8.0,MAT197
2111-140,6.5,MAT197
2203-081,6.5,MAT197
2205-074,6.5,MAT197
2207-006,6.5,MAT197
1906-075,23.8,MAT198
1910-054,5.754,MAT222
2003-004,4.9,MAT222
2103-053,4.9,MAT222
2106-102,4.77,MAT222
2108-058,4.77,MAT222
2201-047,5.606,MAT222
2203-134,5.606,MAT222
2206-060,5.606,MAT222
2207-130,5.606,MAT222
2306-075,5.606,MAT222
2405-022,6.475,MAT222
2408-097,6.475,MAT222
2411-018,6.475,MAT222
1908-020,1.65,MAT226
1911-038,1.65,MAT226
1912-054,1.65,MAT226
2002-010,1.65,MAT226
2002-022,1.65,MAT226
2003-001,1.65,MAT226
2003-030,1.65,MAT226
2008-058,1.65,MAT226
2010-039,1.65,MAT226
1909-028,3.45,MAT227
1909-091,3.45,MAT227
1911-029,3.15,MAT227
1912-048,3.15,MAT227
2002-023,3.3,MAT227
1910-029,2.4,MAT228
1911-026,2.4,MAT228
1911-087,2.4,MAT228
1912-010,2.4,MAT228
1912-038,2.4,MAT228
1912-069,2.4,MAT228
1912-096,2.4,MAT228
2001-064,2.4,MAT228
2002-008,2.4,MAT228
2002-064,2.4,MAT228
2003-020,2.6,MAT228
2010-004,2.4,MAT228
2011-047,2.4,MAT228
2012-061,2.4,MAT228
2103-032,3.1,MAT228
2104-042,3.1,MAT228
2106-040,3.1,MAT228
2106-057,3.1,MAT228
2107-111,3.1,MAT228
2110-007,3.1,MAT228
2110-090,3.1,MAT228
2111-014,3.1,MAT228
2111-165,3.3,MAT228
2202-041,3.3,MAT228
2204-025,4.6,MAT228
2204-077,4.6,MAT228
2205-114,4.6,MAT228
2207-042,4.6,MAT228
2209-045,4.6,MAT228
2210-115,4.6,MAT228
2301-058,4.6,MAT228
2305-053,4.6,MAT228
2306-100,4.6,MAT228
2308-045,4.6,MAT228
2311-010,4.6,MAT228
2401-059,4.6,MAT228
2402-110,4.6,MAT228
2404-033,4.6,MAT228
2405-007,4.6,MAT228
2406-027,4.95,MAT228
2409-127,4.95,MAT228
2501-059,4.95,MAT228
1911-031,18.605,MAT229
1911-076,18.605,MAT229
2007-049,18.605,MAT229
2009-017,18.605,MAT229
2104-010,18.605,MAT229
2105-077,18.605,MAT229
2107-039,18.605,MAT229
2108-083,18.605,MAT229
2109-095,18.605,MAT229
2112-019,18.605,MAT229
2112-090,18.605,MAT229
2202-028,18.605,MAT229
2205-036,18.67,MAT229
2205-145,18.67,MAT229
2206-001,18.67,MAT229
2207-131,18.67,MAT229
2210-122,18.67,MAT229
2211-122,18.67,MAT229
2304-055,18.67,MAT229
2306-119,18.67,MAT229
2307-095,18.67,MAT229
2308-068,18.67,MAT229
2309-103,18.67,MAT229
2311-064,18.67,MAT229
2401-009,18.67,MAT229
2403-106,18.67,MAT229
2404-089,18.67,MAT229
2405-128,18.67,MAT229
2407-056,18.67,MAT229
2409-017,18.67,MAT229
2412-065,18.67,MAT229
2502-090,18.67,MAT229
2001-061,15.2,MAT230
2006-005,15.2,MAT230
2009-051,15.2,MAT230
2104-071,15.2,MAT230
2106-063,15.2,MAT230
2109-024,15.2,MAT230
2112-046,15.2,MAT230
2203-121,13.8,MAT230
2204-100,13.8,MAT230
2205-061,13.8,MAT230
2207-065,15.4,MAT230
2208-069,15.4,MAT230
2211-090,16.7,MAT230
2212-020,17.5,MAT230
2301-071,17.5,MAT230
2303-004,17.5,MAT230
2305-107,17.5,MAT230
2307-058,17.5,MAT230
2002-040,0.251,MAT231
2109-098,0.275,MAT231
2002-015,1.08,MAT232
2002-032,1.8,MAT232
2002-039,1.8,MAT232
2006-013,3.307,MAT233
2104-062,3.307,MAT233
2105-027,3.307,MAT233
2107-010,3.307,MAT233
2110-042,4.057,MAT233
2110-125,4.057,MAT233
2111-156,4.207,MAT233
2202-056,4.657,MAT233
2202-117,4.657,MAT233
2204-094,5.707,MAT233
2206-057,5.707,MAT233
2206-122,5.707,MAT233
2209-068,5.707,MAT233
2211-114,5.857,MAT233
2301-087,5.857,MAT233
2307-082,5.857,MAT233
2309-027,5.857,MAT233
2309-059,5.857,MAT233
2410-008,6.2,MAT233
2011-007,6.2,MAT234
2109-023,7.1,MAT234
2109-156,6.8,MAT234
2110-045,6.8,MAT234
2110-066,7.1,MAT234
2110-109,6.8,MAT234
2110-110,7.1,MAT234
2111-061,6.8,MAT234
2111-077,7.1,MAT234
2111-116,7.2,MAT234
2111-129,6.9,MAT234
2111-175,7.1,MAT234
2112-032,7.2,MAT234
2112-064,7.1,MAT234
2201-101,7.1,MAT234
2203-023,7.1,MAT234
2203-101,7.1,MAT234
2203-108,7.1,MAT234
2203-126,8.5,MAT234
2204-071,8.5,MAT234
2204-074,8.5,MAT234
2204-111,7.4,MAT234
2205-066,7.4,MAT234
2205-082,8.5,MAT234
2208-015,7.85,MAT234
2208-055,7.85,MAT234
2208-101,7.85,MAT234
2209-051,7.85,MAT234
2209-081,7.85,MAT234
2209-099,7.85,MAT234
2209-108,7.85,MAT234
2209-126,7.85,MAT234
2209-134,7.8,MAT234
2210-004,8.25,MAT234
2210-032,8.25,MAT234
2210-047,8.25,MAT234
2210-058,7.8,MAT234
2210-084,7.8,MAT234
2210-131,8.25,MAT234
2210-133,7.8,MAT234
2211-006,8.25,MAT234
2211-019,7.85,MAT234
2211-026,8.25,MAT234
2211-054,7.85,MAT234
2211-088,8.25,MAT234
2211-125,7.85,MAT234
2211-132,8.25,MAT234
2212-023,7.85,MAT234
2301-004,7.85,MAT234
2301-083,7.85,MAT234
2302-007,7.85,MAT234
2302-012,7.85,MAT234
2302-040,7.85,MAT234
2302-048,7.85,MAT234
2302-051,7.85,MAT234
2303-016,7.85,MAT234
2303-018,7.85,MAT234
2303-019,7.85,MAT234
2303-089,7.85,MAT234
2304-020,7.85,MAT234
2304-032,8.6,MAT234
2305-028,7.85,MAT234
2305-031,9.0,MAT234
2305-044,7.9,MAT234
2305-131,9.0,MAT234
2306-028,7.9,MAT234
2306-091,9.4,MAT234
2306-139,9.4,MAT234
2312-067,9.0,MAT234
2411-083,9.5,MAT234
2304-073,7.8542253521126755,MAT234
2302-103,7.824003173973418,MAT234
2006-031,14.4,MAT235
2007-062,10.0,MAT235
2008-051,11.5,MAT235
2010-046,11.0,MAT235
2104-072,15.6,MAT235
2105-116,15.2,MAT235
2107-001,12.95,MAT235
2108-065,11.85,MAT235
2112-038,14.25,MAT235
2101-015,2.42,MAT237
2102-022,2.0498,MAT237
2102-032,1.152,MAT237
2004-009,0.65,MAT239
2005-034,0.7,MAT239
2006-026,0.7,MAT239
2006-046,0.7,MAT239
2008-015,0.7,MAT239
2011-064,0.7,MAT239
2101-025,0.7,MAT239
2102-010,0.7,MAT239
2103-022,0.7,MAT239
2104-002,0.7,MAT239
2105-108,0.7,MAT239
2106-092,0.7,MAT239
2107-069,0.7,MAT239
2107-102,0.7,MAT239
2109-012,0.7,MAT239
2109-138,0.7,MAT239
2109-160,0.7,MAT239
2110-138,0.7,MAT239
2112-034,0.763,MAT239
2201-013,0.763,MAT239
2201-106,0.763,MAT239
2204-049,0.613,MAT239
2208-029,0.613,MAT239
2210-099,0.613,MAT239
2304-046,0.716,MAT239
2306-135,0.716,MAT239
2309-064,0.716,MAT239
2311-114,0.716,MAT239
2402-047,0.716,MAT239
2405-051,0.716,MAT239
2406-054,0.716,MAT239
2409-026,0.716,MAT239
2410-111,0.716,MAT239
2412-085,0.716,MAT239
2502-108,0.716,MAT239
2503-083,0.716,MAT239
2202-024,0.7019444444444445,MAT239
2202-060,0.7019444444444445,MAT239
2004-011,0.68,MAT240
2005-035,0.8,MAT240
2006-025,0.8,MAT240
2006-045,0.8,MAT240
2008-016,0.8,MAT240
2004-007,0.79,MAT241
2005-037,1.02,MAT241
2006-024,1.02,MAT241
2006-047,1.0096,MAT241
2007-017,1.02,MAT241
2008-012,1.02,MAT241
2009-050,1.02,MAT241
2011-039,1.02,MAT241
2011-046,1.06,MAT241
2011-080,0.79,MAT241
2101-022,0.79,MAT241
2102-014,0.79,MAT241
2102-057,0.792,MAT241
2103-029,0.792,MAT241
2104-005,0.792,MAT241
2105-017,0.92,MAT241
2105-044,0.788,MAT241
2105-096,0.788,MAT241
2106-081,0.792,MAT241
2107-063,0.792,MAT241
2107-107,0.792,MAT241
2109-006,0.792,MAT241
2109-121,0.792,MAT241
2109-183,0.792,MAT241
2110-131,0.792,MAT241
2111-084,0.792,MAT241
2111-153,0.792,MAT241
2112-007,0.792,MAT241
2112-095,0.792,MAT241
2112-149,0.792,MAT241
2112-173,0.792,MAT241
2201-075,0.792,MAT241
2201-088,0.792,MAT241
2201-103,0.792,MAT241
2201-112,0.792,MAT241
2202-019,0.792,MAT241
2202-090,0.792,MAT241
2203-104,0.792,MAT241
2204-038,0.792,MAT241
2205-015,0.792,MAT241
2206-010,0.792,MAT241
2206-121,0.792,MAT241
2207-090,0.792,MAT241
2208-123,0.92,MAT241
2209-087,0.92,MAT241
2210-048,0.92,MAT241
2211-044,0.92,MAT241
2212-047,0.92,MAT241
2302-002,0.92,MAT241
2302-095,0.92,MAT241
2303-051,1.14,MAT241
2304-002,1.14,MAT241
2304-074,1.14,MAT241
2305-011,1.14,MAT241
2305-076,1.14,MAT241
2306-001,1.14,MAT241
2306-117,1.14,MAT241
2307-054,1.14,MAT241
2307-111,1.14,MAT241
2308-050,1.14,MAT241
2309-044,1.14,MAT241
2309-097,1.14,MAT241
2310-048,1.14,MAT241
2311-095,1.14,MAT241
2312-102,1.14,MAT241
2401-072,1.14,MAT241
2402-015,1.14,MAT241
2402-057,1.14,MAT241
2403-005,1.14,MAT241
2403-077,1.14,MAT241
2404-085,1.14,MAT241
2405-031,1.14,MAT241
2405-124,1.14,MAT241
2406-044,1.3,MAT241
2407-016,1.3,MAT241
2407-118,1.074,MAT241
2409-027,1.074,MAT241
2410-112,1.074,MAT241
2412-086,1.074,MAT241
2502-021,1.074,MAT241
2503-084,1.074,MAT241
2005-016,0.9595753086419753,MAT241
2011-029,1.94,MAT242
2011-078,1.94,MAT242
2102-056,1.94,MAT242
2103-027,1.94,MAT242
2104-004,1.94,MAT242
2105-016,1.94,MAT242
2105-053,1.9416,MAT242
2105-095,1.94,MAT242
2107-062,1.94,MAT242
2107-105,1.94,MAT242
2109-005,1.94,MAT242
2109-120,1.94,MAT242
2110-132,1.94,MAT242
2111-082,1.94,MAT242
2111-151,1.94,MAT242
2112-004,1.94,MAT242
2112-096,1.94,MAT242
2112-171,1.94,MAT242
2201-073,1.94,MAT242
2201-099,1.94,MAT242
2201-110,1.94,MAT242
2202-021,1.94,MAT242
2202-093,1.94,MAT242
2204-037,1.94,MAT242
2205-014,1.94,MAT242
2206-008,1.94,MAT242
2206-120,1.94,MAT242
2207-091,1.94,MAT242
2209-088,1.988,MAT242
2210-049,1.988,MAT242
2212-057,1.988,MAT242
2302-003,1.988,MAT242
2302-096,1.988,MAT242
2304-003,1.988,MAT242
2304-075,1.988,MAT242
2305-077,1.988,MAT242
2306-116,1.98,MAT242
2307-055,1.988,MAT242
2307-112,1.988,MAT242
2308-058,1.988,MAT242
2309-045,1.988,MAT242
2309-098,1.988,MAT242
2310-049,1.988,MAT242
2311-096,1.988,MAT242
2312-103,1.988,MAT242
2401-076,1.988,MAT242
2402-012,1.988,MAT242
2402-055,1.984,MAT242
2403-006,1.988,MAT242
2403-073,1.988,MAT242
2405-077,1.988,MAT242
2407-078,1.988,MAT242
2408-026,1.988,MAT242
2409-093,1.988,MAT242
2410-053,1.988,MAT242
2411-068,1.988,MAT242
2501-034,1.988,MAT242
2502-109,1.988,MAT242
2005-036,1.9609254237288134,MAT242
2006-023,1.9609254237288134,MAT242
2006-048,1.9609254237288134,MAT242
2007-018,1.9609254237288134,MAT242
2010-010,1.9609254237288134,MAT242
2004-010,1.9643528114070488,MAT242
2004-008,1.798,MAT243
2006-008,1.8,MAT243
2007-061,1.8,MAT243
2011-012,1.8,MAT243
2011-083,1.8,MAT243
2109-047,1.8,MAT243
2109-137,1.8,MAT243
2110-009,1.8,MAT243
2110-139,1.8,MAT243
2111-100,1.913,MAT243
2112-089,1.913,MAT243
2112-147,1.913,MAT243
2202-151,1.798,MAT243
2203-109,1.8,MAT243
2004-020,5.7,MAT244
2005-027,5.7,MAT244
2005-031,5.7,MAT244
2008-022,5.7,MAT244
2011-071,5.7,MAT244
2101-004,5.7,MAT244
2102-016,5.7,MAT244
2102-049,5.7,MAT244
2104-036,6.59,MAT244
2105-058,6.59,MAT244
2106-067,6.7,MAT244
2107-025,6.59,MAT244
2004-015,7.94,MAT245
2004-016,0.0,MAT245
2006-043,7.938,MAT245
2008-024,7.93,MAT245
2008-025,7.938,MAT245
2004-014,4.48,MAT246
2011-060,4.48,MAT246
2012-015,4.48,MAT246
2102-040,4.48,MAT246
2104-048,4.576,MAT246
2105-084,3.67,MAT246
2106-024,4.022,MAT246
2110-015,3.67,MAT246
2202-084,3.67,MAT246
2206-063,3.67,MAT246
2209-112,3.67,MAT246
2004-017,4.078909090909091,MAT246
2004-018,0.9,MAT247
2005-018,1.3,MAT247
2005-019,1.3,MAT247
2006-010,1.3,MAT247
2006-018,1.2,MAT247
2007-054,1.45,MAT247
2011-042,1.65,MAT247
2102-035,1.0,MAT247
2105-007,1.2,MAT247
2109-080,1.7,MAT247
2004-003,4.94,MAT248
2005-014,4.94,MAT248
2006-016,4.66,MAT248
2011-032,3.7,MAT248
2011-054,3.7,MAT248
2109-064,3.7,MAT248
2109-165,3.7,MAT248
2110-020,3.7,MAT248
2111-068,3.7,MAT248
2203-119,4.88,MAT248
2205-004,5.8512,MAT248
2205-019,5.85,MAT248
2004-006,3.78,MAT249
2005-013,2.59,MAT249
2006-017,2.59,MAT249
2011-031,2.55,MAT249
2011-053,2.55,MAT249
2004-004,3.88,MAT250
2006-014,3.92,MAT250
2007-066,3.92,MAT250
2004-019,4.2,MAT251
2006-012,4.3,MAT251
2007-055,3.75,MAT251
2102-036,4.0,MAT251
2102-055,4.0,MAT251
2104-037,4.0,MAT251
2105-005,4.0,MAT251
2105-125,4.0,MAT251
2109-068,4.0,MAT251
2109-144,3.5,MAT251
2004-013,0.7,MAT252
2005-024,0.7,MAT252
2006-007,0.7,MAT252
2006-019,0.7,MAT252
2007-052,0.7,MAT252
2008-009,0.7,MAT252
2004-012,1.28,MAT253
2006-040,0.0,MAT255
2006-050,4.636,MAT255
2009-027,4.636,MAT255
2006-042,14.628,MAT256
2007-071,29.256,MAT256
2010-022,29.256,MAT256
2011-077,29.256,MAT256
2012-025,29.256,MAT256
2101-017,26.0,MAT256
2103-011,26.0,MAT256
2104-045,26.0,MAT256
2011-028,3.6,MAT257
2104-055,3.6,MAT257
2105-018,3.6,MAT257
2105-041,3.6,MAT257
2107-007,3.6,MAT257
2109-008,3.6,MAT257
2109-058,3.6,MAT257
2109-075,3.6,MAT257
2109-184,3.6,MAT257
2110-059,3.6,MAT257
2110-134,3.6,MAT257
2111-029,3.6,MAT257
2111-086,3.6,MAT257
2111-094,3.6,MAT257
2111-123,3.6,MAT257
2112-154,3.6,MAT257
2112-179,3.6,MAT257
2201-034,3.6,MAT257
2201-064,3.6,MAT257
2202-087,3.6,MAT257
2202-125,3.6,MAT257
2202-138,3.6,MAT257
2203-106,3.6,MAT257
2203-153,3.6,MAT257
2204-099,3.6,MAT257
2205-056,3.6,MAT257
2207-032,3.6,MAT257
2208-078,3.6,MAT257
2208-124,3.6,MAT257
2210-128,3.6,MAT257
2211-091,3.6,MAT257
2212-048,3.6,MAT257
2302-004,3.6,MAT257
2304-022,3.6,MAT257
2304-076,3.6,MAT257
2305-012,3.6,MAT257
2305-078,3.6,MAT257
2306-002,3.6,MAT257
2306-056,3.6,MAT257
2307-019,3.6,MAT257
2308-051,3.6,MAT257
2310-025,3.6,MAT257
2311-023,3.6,MAT257
2311-079,3.6,MAT257
2312-050,3.6,MAT257
2406-045,3.6,MAT257
2407-077,3.6,MAT257
2408-083,3.6,MAT257
2109-123,3.6000000000000005,MAT257
2006-022,3.6,MAT257
2007-015,3.6,MAT257
2007-040,3.6,MAT257
2008-014,3.6,MAT257
2009-043,3.6,MAT257
2007-005,5.89,MAT258
2007-039,5.89,MAT258
2008-013,5.89,MAT258
2009-042,5.89,MAT258
2103-008,5.5106,MAT258
2104-026,2.6979,MAT258
2108-087,5.3958,MAT258
2006-030,1.95,MAT259
2007-028,1.95,MAT259
2010-042,1.95,MAT259
2006-037,10.5,MAT260
2007-016,10.5,MAT260
2103-056,10.2,MAT260
2202-072,13.9,MAT260
2203-107,10.9,MAT260
2006-035,14.5,MAT261
2010-002,15.5,MAT261
2105-006,16.0,MAT261
2106-106,16.0,MAT261
2109-081,16.0,MAT261
2110-129,17.204,MAT261
2202-108,16.0,MAT261
2204-097,16.0,MAT261
2206-126,16.0,MAT261
2210-079,17.0,MAT261
2006-044,7.126,MAT262
2007-076,6.832,MAT262
2008-026,7.126,MAT262
2010-036,7.126,MAT262
2011-058,7.126,MAT262
2012-014,7.126,MAT262
2102-015,7.126,MAT262
2103-021,7.126,MAT262
2104-020,7.126,MAT262
2104-074,7.2787,MAT262
2105-086,5.859,MAT262
2106-030,5.859,MAT262
2106-100,5.859,MAT262
2108-056,5.859,MAT262
2109-020,5.859,MAT262
2109-176,5.859,MAT262
2110-081,5.859,MAT262
2111-036,5.859,MAT262
2111-145,6.959,MAT262
2112-028,6.959,MAT262
2112-124,6.959,MAT262
2201-046,6.959,MAT262
2201-119,6.959,MAT262
2202-049,6.959,MAT262
2202-085,6.959,MAT262
2203-014,6.959,MAT262
2203-148,6.959,MAT262
2205-044,6.959,MAT262
2206-059,6.959,MAT262
2206-127,6.959,MAT262
2207-110,6.959,MAT262
2207-128,6.959,MAT262
2208-002,6.959,MAT262
2208-074,6.959,MAT262
2208-113,6.959,MAT262
2209-110,6.629,MAT262
2210-087,6.629,MAT262
2212-044,6.629,MAT262
2302-060,6.629,MAT262
2304-023,6.629,MAT262
2305-016,6.629,MAT262
2305-097,6.629,MAT262
2306-078,6.629,MAT262
2307-074,6.629,MAT262
2308-066,6.629,MAT262
2309-070,6.629,MAT262
2310-015,6.629,MAT262
2311-008,6.629,MAT262
2311-101,6.629,MAT262
2312-062,6.629,MAT262
2401-084,6.629,MAT262
2402-061,6.629,MAT262
2403-104,6.629,MAT262
2404-014,6.629,MAT262
2405-021,6.629,MAT262
2406-010,6.629,MAT262
2407-011,6.629,MAT262
2407-094,6.629,MAT262
2408-001,6.629,MAT262
2408-096,6.629,MAT262
2409-120,6.629,MAT262
2410-057,6.629,MAT262
2411-075,6.629,MAT262
2412-036,6.629,MAT262
2501-002,6.629,MAT262
2501-074,6.629,MAT262
2503-008,6.629,MAT262
2503-015,6.629,MAT262
2503-147,6.629,MAT262
2504-038,6.629,MAT262
2006-038,1.7727,MAT263
2007-029,0.0,MAT263
2007-048,4.25,MAT263
2102-050,4.25,MAT263
2006-034,1.274,MAT264
2008-011,1.274,MAT264
2007-022,3.0,MAT265
2010-011,3.0,MAT265
2011-082,3.0,MAT265
2102-048,3.0,MAT265
2105-014,3.0,MAT265
2107-021,3.0,MAT265
2109-067,3.0,MAT265
2109-158,3.0,MAT265
2110-118,3.0,MAT265
2112-113,3.0,MAT265
2201-124,3.0,MAT265
2203-117,3.0,MAT265
2204-053,3.0,MAT265
2205-103,3.0,MAT265
2206-132,3.0,MAT265
2207-123,3.0,MAT265
2209-074,3.0,MAT265
2211-089,3.0,MAT265
2212-072,3.0,MAT265
2210-080,3.0000011046248787,MAT265
2202-109,3.000000289933094,MAT265
2304-031,3.000000066407522,MAT265
2007-075,0.231,MAT266
2101-013,0.231,MAT266
2105-051,0.231,MAT266
2008-020,0.0412,MAT267
2009-044,6.2,MAT268
2106-068,5.45,MAT268
2107-047,5.45,MAT268
2109-086,5.45,MAT268
2111-187,5.45,MAT268
2111-188,5.45,MAT268
2201-004,5.45,MAT268
2201-061,5.45,MAT268
2203-010,6.8467,MAT268
2204-075,6.94,MAT268
2208-095,8.84,MAT268
2211-038,10.05,MAT268
2306-097,10.73,MAT268
2309-089,9.5,MAT268
2312-044,10.19,MAT268
2412-059,9.25,MAT268
2011-066,6.1992,MAT269
2103-019,6.1995,MAT269
2103-052,6.1992,MAT269
2105-015,5.9662,MAT269
2106-007,5.9656,MAT269
2107-077,5.9656,MAT269
2108-063,5.9656,MAT269
2109-013,5.9656,MAT269
2111-058,5.9656,MAT269
2112-059,7.8,MAT269
2202-012,7.8,MAT269
2203-049,7.8,MAT269
2203-147,7.3985,MAT269
2205-090,7.3986,MAT269
2206-093,7.0459,MAT269
2208-044,7.05,MAT269
2210-035,6.9444,MAT269
2211-079,7.0493,MAT269
2301-012,6.9092,MAT269
2302-086,6.6093,MAT269
2304-087,6.155,MAT269
2306-088,5.3,MAT269
2307-068,5.3,MAT269
2308-088,5.3,MAT269
2310-079,5.3,MAT269
2311-120,5.3,MAT269
2401-067,5.2,MAT269
2403-031,5.2,MAT269
2404-070,5.2,MAT269
2405-061,5.2,MAT269
2406-071,5.2,MAT269
