articulo,lote_proveedor,lote_interno,linea
MAT228,030523,2305-053,PRODUCTO ACABADO
MAT324,131022,2305-054,PRODUCTO ACABADO
MAUX001,ALB-2231066,2305-055,PRODUCTO ACABADO
MAT056,35,2305-056,PRODUCTO ACABADO
MAT021,212523,2305-058,PRODUCTO ACABADO
MAT344,120523,2305-059,PRODUCTO ACABADO
MAT160,32622,2305-060,PRODUCTO ACABADO
MAUX043,47XP3C2KB,2305-061,PRODUCTO ACABADO
MAT355,ALB-80255170,2305-062,PRODUCTO ACABADO
MAT048,ALB-7321031,2305-063,PRODUCTO ACABADO
VAR420,ALB-S230207284,2305-064,PRODUCTO ACABADO
MAT166,1123044010,2305-065,PRODUCTO ACABADO
MAT340,55110-55162,2305-066,PRODUCTO ACABADO
MAT026,73019,2305-068,PRODUCTO ACABADO
VAR444,1071534769-1,2305-069,PRODUCTO ACABADO
MAT359,149328,2305-070,PRODUCTO ACABADO
MAT320,149741,2305-071,PRODUCTO ACABADO
MAT154,2304106,2305-072,PRODUCTO ACABADO
MAUX021,ALB-11453RIB23,2305-073,PRODUCTO ACABADO
MAUX020,ALB-11453RIB23,2305-074,PRODUCTO ACABADO
MAT161,129707,2305-075,PRODUCTO ACABADO
MAT241,3122,2305-076,PRODUCTO ACABADO
MAT242,2298-2,2305-077,PRODUCTO ACABADO
MAT257,230113-230425,2305-078,PRODUCTO ACABADO
MAT287,42842045,2305-079,PRODUCTO ACABADO
MAT297,PR022322,2305-080,PRODUCTO ACABADO
MAT333,2180-1,2305-081,PRODUCTO ACABADO
MAT348,1176,2305-082,PRODUCTO ACABADO
MAT371,058DOP23,2305-083,PRODUCTO ACABADO
MAT042,26-3,2305-084,PRODUCTO ACABADO
MAT334,34-2,2305-085,PRODUCTO ACABADO
MAT021,213123,2305-086,PRODUCTO ACABADO
VAR444,1071639224,2305-089,PRODUCTO ACABADO
MAT174,ES190523,2305-090,PRODUCTO ACABADO
MAT337,16052323,2305-091,PRODUCTO ACABADO
MAT035,ALB-VE/353,2305-092,PRODUCTO ACABADO
MAT137,230711001,2305-093,PRODUCTO ACABADO
MAT013,4029585-2,2305-094,PRODUCTO ACABADO
MAT307,J0109014,2305-095,PRODUCTO ACABADO
MAT358,J0516470,2305-096,PRODUCTO ACABADO
MAT262,J0315119-2,2305-097,PRODUCTO ACABADO
MAT271,J0522726,2305-098,PRODUCTO ACABADO
MAUX021,ALB-12100RIB23,2305-099,PRODUCTO ACABADO
MAUX020,ALB-12100RIB23,2305-100,PRODUCTO ACABADO
MAT318,220523,2305-101,PRODUCTO ACABADO
MAT149,ALB-AC23210183,2305-102,PRODUCTO ACABADO
MAT038,ES11/1443P,2305-103,PRODUCTO ACABADO
MAT132,250423,2305-104,PRODUCTO ACABADO
MAT178,ALB-9586,2305-105,PRODUCTO ACABADO
MAT158,3201,2305-106,PRODUCTO ACABADO
MAT230,040332,2305-107,PRODUCTO ACABADO
VAR444,1071735708,2305-108,PRODUCTO ACABADO
MAT147,62167-2,2305-109,PRODUCTO ACABADO
VAR119,0902/2023,2305-110,PRODUCTO ACABADO
MAT313,02072022-3,2305-111,PRODUCTO ACABADO
MAT312,09022025,2305-112,PRODUCTO ACABADO
MAT373,ALB-FC128538,2305-113,PRODUCTO ACABADO
MAT040,23145006,2305-114,PRODUCTO ACABADO
MAT277,3065,2305-115,PRODUCTO ACABADO
MAT379,230526,2305-117,PRODUCTO ACABADO
MAUX021,ALB-12711RIB23,2305-118,PRODUCTO ACABADO
MAUX020,ALB-12711RIB23,2305-119,PRODUCTO ACABADO
VAR121,1-1,2305-120,PRODUCTO ACABADO
MAT344,290523,2305-121,PRODUCTO ACABADO
MAUX014,1001745005,2305-122,PRODUCTO ACABADO
VAR118,1001744962,2305-123,PRODUCTO ACABADO
MAT027,31147,2305-124,PRODUCTO ACABADO
MAT190,Z21033-1464390,2305-126,PRODUCTO ACABADO
MAUX025,ALB-213032384,2305-127,PRODUCTO ACABADO
MAT319,151173,2305-128,PRODUCTO ACABADO
MAUX015,1001749982,2305-129,PRODUCTO ACABADO
MAT187,ALB-23-09506,2305-130,PRODUCTO ACABADO
MAT234,ALB-VE/361,2305-131,PRODUCTO ACABADO
MAT048,ALB-00844518,2305-132,PRODUCTO ACABADO
FCAR001,230519,230519,PRODUCTO ACABADO
FPES002,230519,230519,PRODUCTO ACABADO
FPOS005,230519,230519,PRODUCTO ACABADO
FTAR002,230519,230519,PRODUCTO ACABADO
SCRE045,230522,230522,PRODUCTO ACABADO
SCRE010,230522,230522,PRODUCTO ACABADO
FCAR024,230522,230522,PRODUCTO ACABADO
FCAR031,230522,230522,PRODUCTO ACABADO
SEM084,230522,230522,SEMIELABORADO
SCRE048,230522,230522,PRODUCTO ACABADO
FPOS009,230522,230522,PRODUCTO ACABADO
FCAR002,230522,230522,PRODUCTO ACABADO
SCRE049,230522,230522,PRODUCTO ACABADO
FCAR011,230523,230523,PRODUCTO ACABADO
FCAR012,230523,230523,PRODUCTO ACABADO
SEM105,230523,230523,SEMIELABORADO
SEM085,230523,230523,SEMIELABORADO
FPOS015,230523,230523,PRODUCTO ACABADO
SEM071,230523,230523,SEMIELABORADO
SCCO015,230524,230524,PRODUCTO ACABADO
SCRE069,230524,230524,PRODUCTO ACABADO
SCRE047,230524,230524,PRODUCTO ACABADO
SEM125,230524,230524,SEMIELABORADO
FCAR030,230524,230524,PRODUCTO ACABADO
SCRE036,230524,230524,PRODUCTO ACABADO
SCRE058,230524,230524,PRODUCTO ACABADO
SEM132,230524,230524,SEMIELABORADO
FGAR006,230524,230524,PRODUCTO ACABADO
SEM124,230524,230524,SEMIELABORADO
SCRE070,230524,230524,PRODUCTO ACABADO
SEM113,230524,230524,SEMIELABORADO
MAT241,41585468,2306-001,PRODUCTO ACABADO
MAT257,230425,2306-002,PRODUCTO ACABADO
MAT301,3069,2306-003,PRODUCTO ACABADO
MAT333,2180-2,2306-004,PRODUCTO ACABADO
MAT348,1176-1,2306-005,PRODUCTO ACABADO
MAT362,22910V098/22830V098,2306-006,PRODUCTO ACABADO
MAT041,2318001,2306-007,PRODUCTO ACABADO
MAT067,M-SA569,2306-008,PRODUCTO ACABADO
MAT360,31009210,2306-009,PRODUCTO ACABADO
MAUX023,1608,2306-010,PRODUCTO ACABADO
VAR113,0128531,2306-011,PRODUCTO ACABADO
MAT284,0080152/0137152,2306-012,PRODUCTO ACABADO
MAT020,L91212312,2306-013,PRODUCTO ACABADO
MAT344,ALB-FCT-E0123/00288,2306-015,PRODUCTO ACABADO
VAR444,1071835680,2306-021,PRODUCTO ACABADO
MAT337,16052323-1,2306-022,PRODUCTO ACABADO
MAUX021,ALB-13359RIB23,2306-023,PRODUCTO ACABADO
MAUX020,ALB-13359RIB23,2306-024,PRODUCTO ACABADO
MAT154,ALB-23-2739,2306-026,PRODUCTO ACABADO
VAR444,1071835680-1,2306-027,PRODUCTO ACABADO
MAT234,ALB-23/150,2306-028,PRODUCTO ACABADO
MAT048,ALB-00439816,2306-029,PRODUCTO ACABADO
MAT038,ALB-AV23-09957,2306-030,PRODUCTO ACABADO
VAR424,12301185,2306-031,PRODUCTO ACABADO
MAUX029,12301186,2306-032,PRODUCTO ACABADO
MAUX026,12301187,2306-033,PRODUCTO ACABADO
MAT073,S1L016199-1,2306-034,PRODUCTO ACABADO
MAT033,L23P222,2306-035,PRODUCTO ACABADO
MAT356,00104203-3,2306-036,PRODUCTO ACABADO
MAT021,214623,2306-037,PRODUCTO ACABADO
MAT313,17022023,2306-038,PRODUCTO ACABADO
MAT312,09022025-1,2306-039,PRODUCTO ACABADO
MAT308,12301182,2306-040,PRODUCTO ACABADO
MAT309,12301183,2306-041,PRODUCTO ACABADO
MAT310,12301184,2306-042,PRODUCTO ACABADO
MAT056,43-1,2306-043,PRODUCTO ACABADO
MAT334,44,2306-044,PRODUCTO ACABADO
MAT278,23231,2306-046,PRODUCTO ACABADO
MAT323,BDX8P1128,2306-047,PRODUCTO ACABADO
MAUX041,2023/169673,2306-048,PRODUCTO ACABADO
MAUX002,62200196,2306-049,PRODUCTO ACABADO
MAT161,130880,2306-050,PRODUCTO ACABADO
MAT178,ALB-2306-051,2306-051,PRODUCTO ACABADO
MAT149,ALB-AE23000014,2306-052,PRODUCTO ACABADO
VAR420,ALB-S230270789,2306-053,PRODUCTO ACABADO
MAT297,PRD22322,2306-054,PRODUCTO ACABADO
MAT371,085DOP-23,2306-055,PRODUCTO ACABADO
MAT257,230425-1,2306-056,PRODUCTO ACABADO
MAT362,22910V098,2306-057,PRODUCTO ACABADO
MAT326,ALB-AV2306195,2306-058,PRODUCTO ACABADO
MAT364,24/03/23,2306-059,PRODUCTO ACABADO
MAT287,24/04/23,2306-060,PRODUCTO ACABADO
MAT365,26/08/22,2306-061,PRODUCTO ACABADO
MAT339,01/07/22,2306-062,PRODUCTO ACABADO
MAT326,ALB-AV2306196,2306-063,PRODUCTO ACABADO
MAUX021,ALB-14027RIB23,2306-064,PRODUCTO ACABADO
MAUX020,ALB-14027RIB23,2306-065,PRODUCTO ACABADO
MAT345,ALB-300033488,2306-066,PRODUCTO ACABADO
MAT021,215923,2306-067,PRODUCTO ACABADO
MAT361,ALB-10739,2306-068,PRODUCTO ACABADO
MAT042,ALB-18013,2306-069,PRODUCTO ACABADO
MAT174,ALB-AV23-10473,2306-071,PRODUCTO ACABADO
MAT311,6064,2306-072,PRODUCTO ACABADO
MAT055,J0418929,2306-073,PRODUCTO ACABADO
MAT270,Z0324920,2306-074,PRODUCTO ACABADO
MAT222,J0206992,2306-075,PRODUCTO ACABADO
MAT358,J0601141,2306-076,PRODUCTO ACABADO
MAT372,J0601141,2306-077,PRODUCTO ACABADO
MAT262,J0420603,2306-078,PRODUCTO ACABADO
VAR444,1072032449,2306-079,PRODUCTO ACABADO
MAUX051,70019,2306-081,PRODUCTO ACABADO
MAUX046,70016,2306-082,PRODUCTO ACABADO
VAR119,ALB-13039,2306-083,PRODUCTO ACABADO
VAR122,ALB-13039,2306-084,PRODUCTO ACABADO
VAR142,1000148123-2,2306-086,PRODUCTO ACABADO
MAT336,16062307,2306-087,PRODUCTO ACABADO
MAT269,1205227,2306-088,PRODUCTO ACABADO
MAT166,1123094010,2306-089,PRODUCTO ACABADO
MAT302,140623A,2306-090,PRODUCTO ACABADO
MAT234,ALB-V1-006164,2306-091,PRODUCTO ACABADO
MAUX021,ALB-14689RIB23,2306-092,PRODUCTO ACABADO
MAUX020,ALB-14689RIB23,2306-093,PRODUCTO ACABADO
MAT190,Z21033-168397,2306-094,PRODUCTO ACABADO
MAT363,2245,2306-096,PRODUCTO ACABADO
MAT268,C1526,2306-097,PRODUCTO ACABADO
MAT056,45,2306-098,PRODUCTO ACABADO
MAT352,Z0350150,2306-099,PRODUCTO ACABADO
MAT228,060623,2306-100,PRODUCTO ACABADO
MAT132,014965,2306-101,PRODUCTO ACABADO
MAUX046,70016-1,2306-102,PRODUCTO ACABADO
MAUX049,70017,2306-103,PRODUCTO ACABADO
MAUX053,70018,2306-104,PRODUCTO ACABADO
MAUX051,70019-1,2306-105,PRODUCTO ACABADO
MAT118,I0908323,2306-106,PRODUCTO ACABADO
MAT367,J0621557,2306-107,PRODUCTO ACABADO
MAT373,ALB-FC129493,2306-108,PRODUCTO ACABADO
MAUX002,62200196-1,2306-109,PRODUCTO ACABADO
MAT355,02/03/23,2306-110,PRODUCTO ACABADO
MAT382,2157-21B,2306-111,PRODUCTO ACABADO
MAT383,ARRUF00622-1,2306-112,PRODUCTO ACABADO
MAT384,001X-23,2306-113,PRODUCTO ACABADO
MAT385,25052244,2306-114,PRODUCTO ACABADO
MAT386,476012362,2306-115,PRODUCTO ACABADO
MAT242,3093,2306-116,PRODUCTO ACABADO
MAT241,3122-1,2306-117,PRODUCTO ACABADO
MAT359,150443,2306-118,PRODUCTO ACABADO
MAT229,147449-3,2306-119,PRODUCTO ACABADO
MAT320,149741-1,2306-120,PRODUCTO ACABADO
MAT319,151173-151548,2306-121,PRODUCTO ACABADO
VAR444,1072133128,2306-122,PRODUCTO ACABADO
MAT387,23173,2306-123,PRODUCTO ACABADO
VAR398,28AR06200-1,2306-124,PRODUCTO ACABADO
MAUX021,ALB-14314RIB23,2306-125,PRODUCTO ACABADO
MAUX020,ALB-15314RIB23,2306-126,PRODUCTO ACABADO
MAT286,297715,2306-127,PRODUCTO ACABADO
VAR444,1072138030,2306-128,PRODUCTO ACABADO
MAT149,23254,2306-129,PRODUCTO ACABADO
MAT038,ALB-AV23-11109,2306-130,PRODUCTO ACABADO
MAT158,3251,2306-131,PRODUCTO ACABADO
MAUX001,ALB-1/2231534,2306-132,PRODUCTO ACABADO
MAUX002,ALB-1/2231534,2306-133,PRODUCTO ACABADO
MAT287,ALB-80266739,2306-134,PRODUCTO ACABADO
MAT239,12/05/23,2306-135,PRODUCTO ACABADO
MAT355,02/03/23-1,2306-136,PRODUCTO ACABADO
MAT357,ALB-BOP2306AV0113,2306-137,PRODUCTO ACABADO
VAR400,385.750/001,2306-138,PRODUCTO ACABADO
MAT234,42355,2306-139,PRODUCTO ACABADO
MAT154,23-05205/23-06096,2306-140,PRODUCTO ACABADO
MAT344,060623,2306-141,PRODUCTO ACABADO
FCAR008,230620,230620,PRODUCTO ACABADO
FCAR005,230621,230621,PRODUCTO ACABADO
FCAR018,230621,230621,PRODUCTO ACABADO
SCRE010,230621,230621,PRODUCTO ACABADO
FPOS009,230621,230621,PRODUCTO ACABADO
SEM088,230622,230622,SEMIELABORADO
SEM086,230622,230622,SEMIELABORADO
SCRE050,230622,230622,PRODUCTO ACABADO
SCRE038,230622,230622,PRODUCTO ACABADO
FCAR001,230622,230622,PRODUCTO ACABADO
SCRE051,230622,230622,PRODUCTO ACABADO
FCAR011,230623,230623,PRODUCTO ACABADO
SEM105,230623,230623,SEMIELABORADO
FCAR012,230623,230623,PRODUCTO ACABADO
MAUX025,ALB-713011211,2307-001,PRODUCTO ACABADO
MAUX021,ALB-15834RIB23,2307-002,PRODUCTO ACABADO
MAUX020,ALB-15834RIB23,2307-003,PRODUCTO ACABADO
VAR444,1072231551,2307-004,PRODUCTO ACABADO
MAT290,ALB-2023.A.336,2307-005,PRODUCTO ACABADO
MAT334,54,2307-006,PRODUCTO ACABADO
MAT056,48-1,2307-007,PRODUCTO ACABADO
VAR356,A1605,2307-008,PRODUCTO ACABADO
MAT042,ALB-GR230/57993,2307-009,PRODUCTO ACABADO
MAT035,ALB-VE455,2307-010,PRODUCTO ACABADO
MAT340,020-F-CA,2307-011,PRODUCTO ACABADO
MAT321,ALB11,2307-012,PRODUCTO ACABADO
VAR444,1072236628,2307-013,PRODUCTO ACABADO
MAT021,215823,2307-014,PRODUCTO ACABADO
MAT284,0591180,2307-015,PRODUCTO ACABADO
MAT178,ALB-12663,2307-016,PRODUCTO ACABADO
MAT040,23184001,2307-017,PRODUCTO ACABADO
MAT137,ALB-1565081,2307-018,PRODUCTO ACABADO
MAT257,ALB-41,2307-019,PRODUCTO ACABADO
MAT316,17322-1,2307-020,PRODUCTO ACABADO
MAT333,2180-3,2307-021,PRODUCTO ACABADO
MAT348,1176-2,2307-022,PRODUCTO ACABADO
MAT371,PR022322-3,2307-023,PRODUCTO ACABADO
MAT297,PR022322-2,2307-024,PRODUCTO ACABADO
MAUX046,70572,2307-025,PRODUCTO ACABADO
MAUX047,70573,2307-026,PRODUCTO ACABADO
MAUX052,70574,2307-027,PRODUCTO ACABADO
MAUX051,70575,2307-028,PRODUCTO ACABADO
MAT352,Z0350150-1,2307-029,PRODUCTO ACABADO
MAT149,23272/23273,2307-030,PRODUCTO ACABADO
MAUX021,ALB-16503RIB23,2307-031,PRODUCTO ACABADO
MAUX020,ALB-16503RIB23,2307-032,PRODUCTO ACABADO
MAT278,28231,2307-034,PRODUCTO ACABADO
MAT334,55,2307-035,PRODUCTO ACABADO
MAT013,3176002239,2307-037,PRODUCTO ACABADO
MAT104,105256601,2307-038,PRODUCTO ACABADO
MAT290,ALB-231/738/770/856/902,2307-040,PRODUCTO ACABADO
MAT290,ALB-VE453,2307-041,PRODUCTO ACABADO
MAT320,149741-2,2307-043,PRODUCTO ACABADO
MAUX014,1001817622,2307-044,PRODUCTO ACABADO
MAUX015,10011811493,2307-045,PRODUCTO ACABADO
VAR422,1001817626,2307-046,PRODUCTO ACABADO
VAR444,1072337008,2307-047,PRODUCTO ACABADO
MAUX001,62300252,2307-048,PRODUCTO ACABADO
MAT038,ES11/1943P,2307-049,PRODUCTO ACABADO
MAT344,120723/130723,2307-050,PRODUCTO ACABADO
MAUX014,1001817622-1,2307-052,PRODUCTO ACABADO
MAT021,217423,2307-053,PRODUCTO ACABADO
MAT241,3180,2307-054,PRODUCTO ACABADO
MAT242,3093-1,2307-055,PRODUCTO ACABADO
MAT301,42928804,2307-056,PRODUCTO ACABADO
MAT187,ALB-AV23-12064,2307-057,PRODUCTO ACABADO
MAT230,040437,2307-058,PRODUCTO ACABADO
MAT313,68750,2307-059,PRODUCTO ACABADO
MAT312,05042025,2307-060,PRODUCTO ACABADO
MAUX021,ALB-17119RIB23,2307-061,PRODUCTO ACABADO
MAUX020,ALB-17119RIB23,2307-062,PRODUCTO ACABADO
MAT287,43835654,2307-063,PRODUCTO ACABADO
MAT073,S1L111184,2307-064,PRODUCTO ACABADO
MAT033,L23P274,2307-065,PRODUCTO ACABADO
MAT021,218023,2307-066,PRODUCTO ACABADO
MAT056,48-2,2307-067,PRODUCTO ACABADO
MAT269,2307140681,2307-068,PRODUCTO ACABADO
MAUX024,0000321408,2307-069,PRODUCTO ACABADO
MAT035,ALB-17072023,2307-070,PRODUCTO ACABADO
VAR444,1072437024,2307-071,PRODUCTO ACABADO
MAT318,100723,2307-072,PRODUCTO ACABADO
MAT325,18072301,2307-073,PRODUCTO ACABADO
MAT262,J0420603-1,2307-074,PRODUCTO ACABADO
MAT307,J0616802,2307-075,PRODUCTO ACABADO
MAT154,23-07099,2307-076,PRODUCTO ACABADO
MAT013,241123,2307-077,PRODUCTO ACABADO
MAT166,1123094010-1,2307-078,PRODUCTO ACABADO
MAT345,ALB-300034318,2307-079,PRODUCTO ACABADO
MAT373,ALB-FC130392,2307-080,PRODUCTO ACABADO
MAT178,ALB-13688,2307-081,PRODUCTO ACABADO
MAT233,ALB-13688,2307-082,PRODUCTO ACABADO
FCRO001,ALB-23/4332,2307-083,PRODUCTO ACABADO
FCRO004,ALB-23/4332,2307-084,PRODUCTO ACABADO
FCRO003,ALB-23/4332,2307-085,PRODUCTO ACABADO
FCRO005,ALB-23/4332,2307-086,PRODUCTO ACABADO
FCRO002,ALB-23/4332,2307-087,PRODUCTO ACABADO
VAR420,ALB-S230343959,2307-088,PRODUCTO ACABADO
VAR444,1072530047,2307-089,PRODUCTO ACABADO
MAT311,2023LB1849,2307-090,PRODUCTO ACABADO
MAT027,31147-ALB,2307-091,PRODUCTO ACABADO
MAT132,ALV23-07334,2307-092,PRODUCTO ACABADO
MAT067,M-SA517/594,2307-093,PRODUCTO ACABADO
MAT320,149741-151453,2307-094,PRODUCTO ACABADO
MAT229,147450,2307-095,PRODUCTO ACABADO
MAT359,150443-151319,2307-096,PRODUCTO ACABADO
MAT340,56789,2307-097,PRODUCTO ACABADO
MAUX021,ALB-1777RIB23,2307-098,PRODUCTO ACABADO
MAUX020,ALB-1777RIB23,2307-099,PRODUCTO ACABADO
MAT149,230724,2307-100,PRODUCTO ACABADO
MAT021,219523,2307-101,PRODUCTO ACABADO
MAT104,3828732,2307-103,PRODUCTO ACABADO
MAT137,231371001,2307-104,PRODUCTO ACABADO
MAT158,3292,2307-105,PRODUCTO ACABADO
MAT358,J0719541,2307-106,PRODUCTO ACABADO
MAT271,J0726956,2307-107,PRODUCTO ACABADO
MAT048,ALB-00853564,2307-108,PRODUCTO ACABADO
MAT302,240723C,2307-109,PRODUCTO ACABADO
VAR444,1072534854,2307-110,PRODUCTO ACABADO
MAT241,3180-1,2307-111,PRODUCTO ACABADO
MAT242,3465,2307-112,PRODUCTO ACABADO
MAT287,3181,2307-113,PRODUCTO ACABADO
MAT297,PR022322-1,2307-114,PRODUCTO ACABADO
MAUX025,ALB-713354019,2307-115,PRODUCTO ACABADO
FCAR005,230719,230719,PRODUCTO ACABADO
FCAR009,230719,230719,PRODUCTO ACABADO
FCAR020,230719,230719,PRODUCTO ACABADO
FGRA001,230719,230719,PRODUCTO ACABADO
FCAR016,230720,230720,PRODUCTO ACABADO
SEM004,230720,230720,SEMIELABORADO
FPOS015,230720,230720,PRODUCTO ACABADO
SCRE031,230721,230721,PRODUCTO ACABADO
SCRE033,230721,230721,PRODUCTO ACABADO
FCAR008,230721,230721,PRODUCTO ACABADO
SEM075,230721,230721,SEMIELABORADO
SCRE025,230721,230721,PRODUCTO ACABADO
SEM077,230721,230721,SEMIELABORADO
SEM076,230721,230721,SEMIELABORADO
FPOS009,230722,230722,PRODUCTO ACABADO
FCAR011,230722,230722,PRODUCTO ACABADO
FGUA001,230724,230724,PRODUCTO ACABADO
SCRE036,230724,230724,PRODUCTO ACABADO
ELAB015,230724,230724,PRODUCTO ACABADO
MAUX054,12,2308-001,PRODUCTO ACABADO
MAUX055,13,2308-002,PRODUCTO ACABADO
MAT344,250723,2308-003,PRODUCTO ACABADO
MAUX021,ALB-18376RIB23,2308-004,PRODUCTO ACABADO
MAUX020,ALB-18376RIB23,2308-005,PRODUCTO ACABADO
MAT321,ALB-12,2308-006,PRODUCTO ACABADO
MAT334,64,2308-007,PRODUCTO ACABADO
MAT355,020323,2308-008,PRODUCTO ACABADO
MAT021,20823,2308-009,PRODUCTO ACABADO
MAT278,020823,2308-010,PRODUCTO ACABADO
VAR121,202300546,2308-011,PRODUCTO ACABADO
MAT041,ALB-2023/06/0002959,2308-012,PRODUCTO ACABADO
MAT158,3292-1,2308-013,PRODUCTO ACABADO
VAR444,1072631419,2308-014,PRODUCTO ACABADO
MAT278,020823-1,2308-015,PRODUCTO ACABADO
VAR119,0106/2023M-2,2308-016,PRODUCTO ACABADO
MAT026,73673-73734,2308-017,PRODUCTO ACABADO
MAT149,ALB-AC23320051,2308-018,PRODUCTO ACABADO
MAUX055,323236,2308-019,PRODUCTO ACABADO
MAUX021,ALB-19050RIB23,2308-020,PRODUCTO ACABADO
MAUX020,ALB-19050RIB23,2308-021,PRODUCTO ACABADO
MAT056,60-2,2308-022,PRODUCTO ACABADO
MAT104,3828732-1,2308-023,PRODUCTO ACABADO
VAR113,0130570,2308-025,PRODUCTO ACABADO
MAT324,ALB-5170712,2308-027,PRODUCTO ACABADO
VAR444,1072631419-,2308-028,PRODUCTO ACABADO
MAT154,23-07099-1,2308-029,PRODUCTO ACABADO
MAUX041,2023/171618,2308-030,PRODUCTO ACABADO
MAT355,020823,2308-031,PRODUCTO ACABADO
MAT313,30112024,2308-032,PRODUCTO ACABADO
MAT312,DS042025,2308-033,PRODUCTO ACABADO
MAUX029,12302039,2308-034,PRODUCTO ACABADO
MAUX026,12302040,2308-035,PRODUCTO ACABADO
VAR424,12302041,2308-036,PRODUCTO ACABADO
MAUX054,323236,2308-037,PRODUCTO ACABADO
VAR444,1072733597,2308-039,PRODUCTO ACABADO
MAUX021,ALB-19636RIB23,2308-040,PRODUCTO ACABADO
MAUX020,ALB-19636RIB23,2308-041,PRODUCTO ACABADO
MAT020,91823,2308-042,PRODUCTO ACABADO
MAUX016,S2G2616BI,2308-043,PRODUCTO ACABADO
MAUX023,S2G2616BR,2308-044,PRODUCTO ACABADO
MAT228,P100823,2308-045,PRODUCTO ACABADO
MAT370,1223,2308-046,PRODUCTO ACABADO
VAR118,ALB-8001747412,2308-047,PRODUCTO ACABADO
MAT241,3199,2308-050,PRODUCTO ACABADO
MAT257,230108,2308-051,PRODUCTO ACABADO
MAT287,43852161,2308-052,PRODUCTO ACABADO
MAT297,CA142242/PR022322,2308-053,PRODUCTO ACABADO
MAT316,16423,2308-054,PRODUCTO ACABADO
MAT317,125032014,2308-055,PRODUCTO ACABADO
MAT348,1176-3,2308-056,PRODUCTO ACABADO
MAT371,116DOP-23/111-23,2308-057,PRODUCTO ACABADO
MAT242,3165,2308-058,PRODUCTO ACABADO
MAT161,132025,2308-059,PRODUCTO ACABADO
MAT389,CH023150005,2308-060,PRODUCTO ACABADO
MAT277,3125,2308-061,PRODUCTO ACABADO
MAT013,319524337,2308-062,PRODUCTO ACABADO
MAT067,M-SA632,2308-063,PRODUCTO ACABADO
MAT178,ALB-15514,2308-064,PRODUCTO ACABADO
MAT278,170823,2308-065,PRODUCTO ACABADO
MAT262,ALB-AV342627,2308-066,PRODUCTO ACABADO
MAT137,231861001,2308-067,PRODUCTO ACABADO
MAT229,147450-1,2308-068,PRODUCTO ACABADO
MAT322,149528,2308-069,PRODUCTO ACABADO
MAT388,152415,2308-070,PRODUCTO ACABADO
MAT033,235324,2308-071,PRODUCTO ACABADO
MAT073,51L111184,2308-072,PRODUCTO ACABADO
MAUX021,ALB-20272RIB23,2308-073,PRODUCTO ACABADO
MAUX020,ALB-20272RIB23,2308-074,PRODUCTO ACABADO
VAR444,1072833248,2308-075,PRODUCTO ACABADO
MAT038,AV23-13808-1,2308-076,PRODUCTO ACABADO
MAUX042,10725,2308-077,PRODUCTO ACABADO
MAUX047,71278,2308-078,PRODUCTO ACABADO
MAUX046,71279,2308-079,PRODUCTO ACABADO
MAT174,230823,2308-080,PRODUCTO ACABADO
MAT284,0591228,2308-082,PRODUCTO ACABADO
MAT339,220825,2308-083,PRODUCTO ACABADO
MAT296,220823,2308-084,PRODUCTO ACABADO
MAT021,222223,2308-085,PRODUCTO ACABADO
MAT027,30511,2308-086,PRODUCTO ACABADO
MAT166,1123193010,2308-087,PRODUCTO ACABADO
MAT269,1,2308-088,PRODUCTO ACABADO
MAT379,230823,2308-089,PRODUCTO ACABADO
MAT318,250823,2308-090,PRODUCTO ACABADO
VAR420,ALB-S230401518,2308-091,PRODUCTO ACABADO
MAT344,250723-1,2308-092,PRODUCTO ACABADO
MAT313,301124,2308-093,PRODUCTO ACABADO
MAT312,060425,2308-094,PRODUCTO ACABADO
MAT323,290224,2308-095,PRODUCTO ACABADO
MAT132,L014965,2308-096,PRODUCTO ACABADO
MAUX021,ALB-20839RIB23,2308-097,PRODUCTO ACABADO
MAUX020,ALB-20839RIB23,2308-098,PRODUCTO ACABADO
MAT056,62-1,2308-100,PRODUCTO ACABADO
MAT038,ALB-AV23-14062,2308-101,PRODUCTO ACABADO
VAR444,1072932520,2308-102,PRODUCTO ACABADO
MAUX001,ALB-2232021,2308-103,PRODUCTO ACABADO
MAUX002,ALB-2232021,2308-104,PRODUCTO ACABADO
FCAR011,230819,230819,PRODUCTO ACABADO
SCCO002,230819,230819,PRODUCTO ACABADO
FTAR002,230819,230819,PRODUCTO ACABADO
SCRE010,230821,230821,PRODUCTO ACABADO
SEM053,230821,230821,SEMIELABORADO
FCAR002,230821,230821,PRODUCTO ACABADO
FCAR024,230821,230821,PRODUCTO ACABADO
FCAR031,230821,230821,PRODUCTO ACABADO
FPOS009,230821,230821,PRODUCTO ACABADO
FCAR016,230822,230822,PRODUCTO ACABADO
SEM083,230822,230822,SEMIELABORADO
FCAR015,230822,230822,PRODUCTO ACABADO
SEM085,230822,230822,SEMIELABORADO
SEM078,230822,230822,SEMIELABORADO
FCAR031,230822,230822,PRODUCTO ACABADO
FPER046,230822,230822,PRODUCTO ACABADO
FCAR018,230823,230823,PRODUCTO ACABADO
SCRE010,230823,230823,PRODUCTO ACABADO
SCRE048,230823,230823,PRODUCTO ACABADO
SEM104,230823,230823,SEMIELABORADO
SEM101,230823,230823,SEMIELABORADO
SCRE049,230823,230823,PRODUCTO ACABADO
FCAR017,230823,230823,PRODUCTO ACABADO
