articulo,lote_proveedor,lote_interno,linea
SEM033,171019,171019,SEMIELABORADO
FCAR034,171019,171019,PRODUCTO ACABADO
FCAR039,171019,171019,PRODUCTO ACABADO
FPOS005,171019,171019,PRODUCTO ACABADO
FCAR024,171022,171022,PRODUCTO ACABADO
SCRE049,171022,171022,PRODUCTO ACABADO
SCRE010,171022,171022,PRODUCTO ACABADO
ELAB005,171022,171022,PRODUCTO ACABADO
SEM058,171022,171022,SEMIELABORADO
SCRE045,171022,171022,PRODUCTO ACABADO
SCRE048,171022,171022,PRODUCTO ACABADO
SCRE044,171022,171022,PRODUCTO ACABADO
FPER050,171023,171023,PRODUCTO ACABADO
SEM095,171023,171023,SEMIELABORADO
FCAR047,171023,171023,PRODUCTO ACABADO
SEM046,171023,171023,SEMIELABORADO
FCAR005,171023,171023,PRODUCTO ACABADO
SEM099,171023,171023,SEMIELABORADO
SEM085,171023,171023,SEMIELABORADO
FPER046,171023,171023,PRODUCTO ACABADO
SEM040,171024,171024,SEMIELABORADO
SCRE068,171024,171024,PRODUCTO ACABADO
FCAR006,171024,171024,PRODUCTO ACABADO
SCRE069,171024,171024,PRODUCTO ACABADO
SEM125,171024,171024,SEMIELABORADO
SEM099,171024,171024,SEMIELABORADO
FCAR005,171024,171024,PRODUCTO ACABADO
SCRE047,171024,171024,PRODUCTO ACABADO
SEM095,171024,171024,SEMIELABORADO
SCRE006,171120,171120,PRODUCTO ACABADO
SCRE011,171120,171120,PRODUCTO ACABADO
SEM053,171120,171120,SEMIELABORADO
SCRE014,171120,171120,PRODUCTO ACABADO
SEM058,171121,171121,SEMIELABORADO
SCRE034,171121,171121,PRODUCTO ACABADO
SCRE035,171121,171121,PRODUCTO ACABADO
SCRE010,171121,171121,PRODUCTO ACABADO
FCAR015,171121,171121,PRODUCTO ACABADO
FCAR016,171121,171121,PRODUCTO ACABADO
SCRE026,171121,171121,PRODUCTO ACABADO
SCRE042,171121,171121,PRODUCTO ACABADO
SEM073,171121,171121,SEMIELABORADO
SCRE047,171122,171122,PRODUCTO ACABADO
ELAB005,171122,171122,PRODUCTO ACABADO
FCAR016,171123,171123,PRODUCTO ACABADO
FCAR046,171123,171123,PRODUCTO ACABADO
SEM103,171123,171123,SEMIELABORADO
SEM078,171123,171123,SEMIELABORADO
FCAR015,171123,171123,PRODUCTO ACABADO
FPOS005,171123,171123,PRODUCTO ACABADO
SEM110,171123,171123,SEMIELABORADO
SEM096,171123,171123,SEMIELABORADO
SCRE036,171124,171124,PRODUCTO ACABADO
FCAR008,171219,171219,PRODUCTO ACABADO
FCAR000,171219,171219,PRODUCTO ACABADO
FCAR007,171219,171219,PRODUCTO ACABADO
SEM036,171219,171219,SEMIELABORADO
FGRA001,171219,171219,PRODUCTO ACABADO
SEM035,171219,171219,SEMIELABORADO
FPOS008,171219,171219,PRODUCTO ACABADO
FPOS012,171219,171219,PRODUCTO ACABADO
FPOS011,171219,171219,PRODUCTO ACABADO
SEM016,171220,171220,SEMIELABORADO
FCAR002,171220,171220,PRODUCTO ACABADO
SCCO002,171220,171220,PRODUCTO ACABADO
FCAR031,171220,171220,PRODUCTO ACABADO
FPER046,171220,171220,PRODUCTO ACABADO
SEM051,171220,171220,SEMIELABORADO
SEM088,171221,171221,SEMIELABORADO
SCRE033,171221,171221,PRODUCTO ACABADO
SCCO008,171221,171221,PRODUCTO ACABADO
FPOS005,171221,171221,PRODUCTO ACABADO
SCRE038,171221,171221,PRODUCTO ACABADO
SEM075,171221,171221,SEMIELABORADO
SEM086,171221,171221,SEMIELABORADO
SEM085,171223,171223,SEMIELABORADO
SEM071,171223,171223,SEMIELABORADO
SEM099,171224,171224,SEMIELABORADO
SCRE068,171224,171224,PRODUCTO ACABADO
FPOS010,171224,171224,PRODUCTO ACABADO
FCAR031,171224,171224,PRODUCTO ACABADO
SEM105,171224,171224,SEMIELABORADO
SEM123,171224,171224,SEMIELABORADO
FCAR013,180119,180119,PRODUCTO ACABADO
FCAR008,180119,180119,PRODUCTO ACABADO
FPER017,180119,180119,PRODUCTO ACABADO
FTAR002,180119,180119,PRODUCTO ACABADO
SCRE010,180121,180121,PRODUCTO ACABADO
FCAR002,180121,180121,PRODUCTO ACABADO
SCCO006,180121,180121,PRODUCTO ACABADO
SEM055,180121,180121,SEMIELABORADO
FCAR031,180121,180121,PRODUCTO ACABADO
SEM016,180121,180121,SEMIELABORADO
SEM083,180122,180122,SEMIELABORADO
FCAR008,180122,180122,PRODUCTO ACABADO
FCAR011,180123,180123,PRODUCTO ACABADO
SCRE044,180123,180123,PRODUCTO ACABADO
SCRE045,180123,180123,PRODUCTO ACABADO
SEM095,180123,180123,SEMIELABORADO
SEM005,180123,180123,SEMIELABORADO
SCRE048,180123,180123,PRODUCTO ACABADO
FPOS009,180123,180123,PRODUCTO ACABADO
SCRE049,180123,180123,PRODUCTO ACABADO
SEM079,180123,180123,SEMIELABORADO
FCAR011,180124,180124,PRODUCTO ACABADO
SEM105,180124,180124,SEMIELABORADO
FCAR012,180124,180124,PRODUCTO ACABADO
FCAR031,180125,180125,PRODUCTO ACABADO
FCAR000,180219,180219,PRODUCTO ACABADO
FCAR007,180219,180219,PRODUCTO ACABADO
FCAR024,180219,180219,PRODUCTO ACABADO
SEM015,180220,180220,SEMIELABORADO
SCCO002,180220,180220,PRODUCTO ACABADO
FCAR040,180220,180220,PRODUCTO ACABADO
FPOS009,180220,180220,PRODUCTO ACABADO
SCRE022,180221,180221,PRODUCTO ACABADO
SCRE020,180221,180221,PRODUCTO ACABADO
SCRE021,180221,180221,PRODUCTO ACABADO
FCAR008,180221,180221,PRODUCTO ACABADO
SCRE025,180221,180221,PRODUCTO ACABADO
SCRE047,180222,180222,PRODUCTO ACABADO
SCRE032,180222,180222,PRODUCTO ACABADO
SEM088,180222,180222,SEMIELABORADO
SEM086,180222,180222,SEMIELABORADO
SCRE031,180222,180222,PRODUCTO ACABADO
SEM077,180222,180222,SEMIELABORADO
SCRE038,180222,180222,PRODUCTO ACABADO
SEM076,180222,180222,SEMIELABORADO
SEM075,180222,180222,SEMIELABORADO
FTAR002,180225,180225,PRODUCTO ACABADO
SCCO013,180225,180225,PRODUCTO ACABADO
SEM047,180225,180225,SEMIELABORADO
SCRE068,180225,180225,PRODUCTO ACABADO
FPOS005,180320,180320,PRODUCTO ACABADO
SCRE010,18032025,18032025,PRODUCTO ACABADO
SEM015,180321,180321,SEMIELABORADO
SCRE026,180321,180321,PRODUCTO ACABADO
SCRE025,180321,180321,PRODUCTO ACABADO
SEM046,180321,180321,SEMIELABORADO
SCRE031,180322,180322,PRODUCTO ACABADO
SCCO008,180322,180322,PRODUCTO ACABADO
SCRE037,180322,180322,PRODUCTO ACABADO
SEM089,180322,180322,SEMIELABORADO
SEM087,180322,180322,SEMIELABORADO
SEM075,180322,180322,SEMIELABORADO
SEM074,180322,180322,SEMIELABORADO
SEM076,180322,180322,SEMIELABORADO
SEM085,180324,180324,SEMIELABORADO
SEM096,180324,180324,SEMIELABORADO
SCRE049,180324,180324,PRODUCTO ACABADO
SCRE048,180324,180324,PRODUCTO ACABADO
SEM127,180324,180324,SEMIELABORADO
SCRE010,180324,180324,PRODUCTO ACABADO
SCRE049,180325,180325,PRODUCTO ACABADO
FCAR002,180325,180325,PRODUCTO ACABADO
SEM120,180325,180325,SEMIELABORADO
SCRE036,180325,180325,PRODUCTO ACABADO
FCAR024,180325,180325,PRODUCTO ACABADO
SEM102,180325,180325,SEMIELABORADO
SCRE048,180325,180325,PRODUCTO ACABADO
SEM085,180325,180325,SEMIELABORADO
SCRE048,180422,180422,PRODUCTO ACABADO
SEM112,180423,180423,SEMIELABORADO
SEM086,180423,180423,SEMIELABORADO
SCRE049,180423,180423,PRODUCTO ACABADO
SEM058,180423,180423,SEMIELABORADO
SCRE010,180423,180423,PRODUCTO ACABADO
SCRE048,180423,180423,PRODUCTO ACABADO
SEM106,180423,180423,SEMIELABORADO
FCAR002,180423,180423,PRODUCTO ACABADO
FPOS010,180423,180423,PRODUCTO ACABADO
SEM102,180423,180423,SEMIELABORADO
SCRE055,180423,180423,PRODUCTO ACABADO
FCAR048,180424,180424,PRODUCTO ACABADO
SCRE036,180424,180424,PRODUCTO ACABADO
FPOS010,180424,180424,PRODUCTO ACABADO
FCAR016,180424,180424,PRODUCTO ACABADO
SEM103,180424,180424,SEMIELABORADO
SCRE069,180424,180424,PRODUCTO ACABADO
SEM078,180424,180424,SEMIELABORADO
FCAR049,180424,180424,PRODUCTO ACABADO
SEM071,180424,180424,SEMIELABORADO
SCRE058,180424,180424,PRODUCTO ACABADO
SEM123,180424,180424,SEMIELABORADO
SEM124,180424,180424,SEMIELABORADO
SEM125,180424,180424,SEMIELABORADO
SEM122,180424,180424,SEMIELABORADO
SEM108,180424,180424,SEMIELABORADO
SEM085,180424,180424,SEMIELABORADO
SCRE070,180424,180424,PRODUCTO ACABADO
SEM113,180424,180424,SEMIELABORADO
FAR003,180520,180520,PRODUCTO ACABADO
FAR001,180520,180520,PRODUCTO ACABADO
SEM072,180521,180521,SEMIELABORADO
FCAR005,180521,180521,PRODUCTO ACABADO
SEM073,180521,180521,SEMIELABORADO
FPOS009,180521,180521,PRODUCTO ACABADO
SCRE010,180522,180522,PRODUCTO ACABADO
SCRE049,180522,180522,PRODUCTO ACABADO
SCRE044,180522,180522,PRODUCTO ACABADO
SCRE048,180522,180522,PRODUCTO ACABADO
SEM085,180522,180522,SEMIELABORADO
FCAR031,180522,180522,PRODUCTO ACABADO
SCRE045,180522,180522,PRODUCTO ACABADO
SEM113,180523,180523,SEMIELABORADO
SCRE060,180523,180523,PRODUCTO ACABADO
SEM078,180523,180523,SEMIELABORADO
SEM111,180523,180523,SEMIELABORADO
SEM074,180523,180523,SEMIELABORADO
SCRE042,180523,180523,PRODUCTO ACABADO
FPOS005,180523,180523,PRODUCTO ACABADO
SCRE047,180523,180523,PRODUCTO ACABADO
SEM005,180619,180619,SEMIELABORADO
FCAR018,180619,180619,PRODUCTO ACABADO
SEM015,180619,180619,SEMIELABORADO
FCAR008,180619,180619,PRODUCTO ACABADO
FCAR019,180619,180619,PRODUCTO ACABADO
FPOS009,180619,180619,PRODUCTO ACABADO
FPOS008,180620,180620,PRODUCTO ACABADO
SEM076,180621,180621,SEMIELABORADO
SCRE016,180621,180621,PRODUCTO ACABADO
SCRE033,180621,180621,PRODUCTO ACABADO
SCRE031,180621,180621,PRODUCTO ACABADO
SCRE032,180621,180621,PRODUCTO ACABADO
SCRE020,180621,180621,PRODUCTO ACABADO
FPOS008,180621,180621,PRODUCTO ACABADO
SCRE026,180621,180621,PRODUCTO ACABADO
SCRE025,180621,180621,PRODUCTO ACABADO
SEM075,180621,180621,SEMIELABORADO
SEM077,180621,180621,SEMIELABORADO
SEM074,180621,180621,SEMIELABORADO
SEM092,180622,180622,SEMIELABORADO
FCAR041,180622,180622,PRODUCTO ACABADO
SEM005,180622,180622,SEMIELABORADO
FCAR019,180622,180622,PRODUCTO ACABADO
SEM093,180622,180622,SEMIELABORADO
SEM079,180622,180622,SEMIELABORADO
FCAR018,180624,180624,PRODUCTO ACABADO
SEM104,180624,180624,SEMIELABORADO
SEM085,180624,180624,SEMIELABORADO
SCRE068,180624,180624,PRODUCTO ACABADO
FCAR017,180624,180624,PRODUCTO ACABADO
FCAR008,180624,180624,PRODUCTO ACABADO
FCAR006,180719,180719,PRODUCTO ACABADO
FCAR005,180719,180719,PRODUCTO ACABADO
SEM005,180719,180719,SEMIELABORADO
FCAR019,180719,180719,PRODUCTO ACABADO
SEM015,180719,180719,SEMIELABORADO
SCRE045,180722,180722,PRODUCTO ACABADO
SCRE049,180722,180722,PRODUCTO ACABADO
SEM085,180722,180722,SEMIELABORADO
SCRE010,180722,180722,PRODUCTO ACABADO
SCRE044,180722,180722,PRODUCTO ACABADO
FCAR024,180722,180722,PRODUCTO ACABADO
SCRE048,180722,180722,PRODUCTO ACABADO
SEM085,180723,180723,SEMIELABORADO
FCAR011,180723,180723,PRODUCTO ACABADO
FCAR024,180723,180723,PRODUCTO ACABADO
SEM102,180723,180723,SEMIELABORADO
FCAR012,180723,180723,PRODUCTO ACABADO
SEM095,180724,180724,SEMIELABORADO
SEM096,180724,180724,SEMIELABORADO
SCRE068,180724,180724,PRODUCTO ACABADO
SCRE047,180724,180724,PRODUCTO ACABADO
SCRE069,180724,180724,PRODUCTO ACABADO
SEM124,180724,180724,SEMIELABORADO
SEM125,180724,180724,SEMIELABORADO
SCRE070,180724,180724,PRODUCTO ACABADO
FCAR015,180820,180820,PRODUCTO ACABADO
FPER046,180820,180820,PRODUCTO ACABADO
FPER022,180820,180820,PRODUCTO ACABADO
SCRE010,180821,180821,PRODUCTO ACABADO
FCAR015,180821,180821,PRODUCTO ACABADO
FCAR016,180821,180821,PRODUCTO ACABADO
FCAR001,180821,180821,PRODUCTO ACABADO
FCAR014,180821,180821,PRODUCTO ACABADO
FPOS009,180821,180821,PRODUCTO ACABADO
SEM078,180821,180821,SEMIELABORADO
FAR009,180822,180822,PRODUCTO ACABADO
SEM086,180822,180822,SEMIELABORADO
SCRE047,180822,180822,PRODUCTO ACABADO
SEM087,180822,180822,SEMIELABORADO
SEM088,180822,180822,SEMIELABORADO
FCAR001,180822,180822,PRODUCTO ACABADO
SCRE052,180822,180822,PRODUCTO ACABADO
SCRE038,180822,180822,PRODUCTO ACABADO
SEM118,180823,180823,SEMIELABORADO
FCAR007,180823,180823,PRODUCTO ACABADO
FCAR039,180823,180823,PRODUCTO ACABADO
FPOS010,180823,180823,PRODUCTO ACABADO
SCRE061,180823,180823,PRODUCTO ACABADO
SEM053,180823,180823,SEMIELABORADO
FCAR008,180823,180823,PRODUCTO ACABADO
FPES001,180919,180919,PRODUCTO ACABADO
FPOS005,180919,180919,PRODUCTO ACABADO
FTAR002,180919,180919,PRODUCTO ACABADO
FPOS009,180919,180919,PRODUCTO ACABADO
FTAR001,180919,180919,PRODUCTO ACABADO
FPER048,180920,180920,PRODUCTO ACABADO
FPOS009,180920,180920,PRODUCTO ACABADO
FTAR002,180920,180920,PRODUCTO ACABADO
FPER047,180920,180920,PRODUCTO ACABADO
ELAB005,180923,180923,PRODUCTO ACABADO
SCRE010,180923,180923,PRODUCTO ACABADO
SCRE048,180923,180923,PRODUCTO ACABADO
SEM015,180923,180923,SEMIELABORADO
SCRE049,180923,180923,PRODUCTO ACABADO
SEM119,180923,180923,SEMIELABORADO
SCRE067,180923,180923,PRODUCTO ACABADO
SEM085,180924,180924,SEMIELABORADO
FPOS008,180924,180924,PRODUCTO ACABADO
SCRE048,180924,180924,PRODUCTO ACABADO
SEM047,180924,180924,SEMIELABORADO
SCRE036,180924,180924,PRODUCTO ACABADO
FPOS009,180924,180924,PRODUCTO ACABADO
SCRE049,180924,180924,PRODUCTO ACABADO
SCRE010,180924,180924,PRODUCTO ACABADO
SEM129,180924,180924,SEMIELABORADO
FPER053,180924,180924,PRODUCTO ACABADO
SCRE047,180924,180924,PRODUCTO ACABADO
SEM015,181019,181019,SEMIELABORADO
FTAR002,181019,181019,PRODUCTO ACABADO
FTAR001,181019,181019,PRODUCTO ACABADO
FPOS009,181019,181019,PRODUCTO ACABADO
FCAR002,181021,181021,PRODUCTO ACABADO
SEM079,181021,181021,SEMIELABORADO
FCAR019,181021,181021,PRODUCTO ACABADO
SCRE010,181021,181021,PRODUCTO ACABADO
FCAR007,181021,181021,PRODUCTO ACABADO
SCRE034,181021,181021,PRODUCTO ACABADO
SCRE035,181021,181021,PRODUCTO ACABADO
FCAR024,181021,181021,PRODUCTO ACABADO
FCAR031,181021,181021,PRODUCTO ACABADO
FCAR008,181021,181021,PRODUCTO ACABADO
SEM053,181021,181021,SEMIELABORADO
SEM005,181021,181021,SEMIELABORADO
FCAR016,181022,181022,PRODUCTO ACABADO
FCAR029,181022,181022,PRODUCTO ACABADO
FCAR015,181022,181022,PRODUCTO ACABADO
SEM078,181022,181022,SEMIELABORADO
FPER050,181022,181022,PRODUCTO ACABADO
FCAR008,181022,181022,PRODUCTO ACABADO
SEM095,181023,181023,SEMIELABORADO
SCRE010,181023,181023,PRODUCTO ACABADO
SCRE049,181023,181023,PRODUCTO ACABADO
FPOS005,181023,181023,PRODUCTO ACABADO
SCRE048,181023,181023,PRODUCTO ACABADO
SCRE047,181023,181023,PRODUCTO ACABADO
SEM005,181023,181023,SEMIELABORADO
FCAR019,181023,181023,PRODUCTO ACABADO
SCRE036,181024,181024,PRODUCTO ACABADO
FCAR015,181024,181024,PRODUCTO ACABADO
FCAR016,181024,181024,PRODUCTO ACABADO
SEM078,181024,181024,SEMIELABORADO
SCRE070,181024,181024,PRODUCTO ACABADO
SEM124,181024,181024,SEMIELABORADO
SEM103,181024,181024,SEMIELABORADO
FCAR002,181119,181119,PRODUCTO ACABADO
SCCO002,181119,181119,PRODUCTO ACABADO
FCAR019,181119,181119,PRODUCTO ACABADO
FPOS009,181119,181119,PRODUCTO ACABADO
FCAR006,181120,181120,PRODUCTO ACABADO
FCAR005,181120,181120,PRODUCTO ACABADO
SCCO008,181121,181121,PRODUCTO ACABADO
SCRE037,181121,181121,PRODUCTO ACABADO
SCRE031,181121,181121,PRODUCTO ACABADO
SCRE033,181121,181121,PRODUCTO ACABADO
SCRE038,181121,181121,PRODUCTO ACABADO
SCRE021,181121,181121,PRODUCTO ACABADO
SEM075,181121,181121,SEMIELABORADO
SCRE025,181121,181121,PRODUCTO ACABADO
SEM086,181121,181121,SEMIELABORADO
SEM087,181121,181121,SEMIELABORADO
SEM088,181121,181121,SEMIELABORADO
FCAR046,181122,181122,PRODUCTO ACABADO
SCRE053,181122,181122,PRODUCTO ACABADO
SEM088,181122,181122,SEMIELABORADO
SCRE050,181122,181122,PRODUCTO ACABADO
SEM086,181122,181122,SEMIELABORADO
SEM075,181122,181122,SEMIELABORADO
SCRE038,181122,181122,PRODUCTO ACABADO
SEM087,181122,181122,SEMIELABORADO
FCAR039,181122,181122,PRODUCTO ACABADO
SEM096,181122,181122,SEMIELABORADO
SEM074,181122,181122,SEMIELABORADO
SEM076,181122,181122,SEMIELABORADO
SEM085,181122,181122,SEMIELABORADO
SCRE051,181122,181122,PRODUCTO ACABADO
SCRE052,181122,181122,PRODUCTO ACABADO
SEM084,181122,181122,SEMIELABORADO
FCAR001,181122,181122,PRODUCTO ACABADO
SEM046,181123,181123,SEMIELABORADO
SEM053,181123,181123,SEMIELABORADO
SEM005,181123,181123,SEMIELABORADO
FGUA001,181123,181123,PRODUCTO ACABADO
SEM122,181123,181123,SEMIELABORADO
FCAR019,181123,181123,PRODUCTO ACABADO
SCRE047,181124,181124,PRODUCTO ACABADO
SEM124,181124,181124,SEMIELABORADO
SEM125,181124,181124,SEMIELABORADO
SCRE036,181124,181124,PRODUCTO ACABADO
SEM046,181124,181124,SEMIELABORADO
SCRE049,181124,181124,PRODUCTO ACABADO
SCRE048,181124,181124,PRODUCTO ACABADO
SCCO016,181124,181124,PRODUCTO ACABADO
SEM095,181124,181124,SEMIELABORADO
SEM123,181124,181124,SEMIELABORADO
SCRE046,181124,181124,PRODUCTO ACABADO
SCRE010,181124,181124,PRODUCTO ACABADO
SCRE071,181124,181124,PRODUCTO ACABADO
FPOS010,181124,181124,PRODUCTO ACABADO
SCRE070,181124,181124,PRODUCTO ACABADO
SEM002,181219,181219,SEMIELABORADO
FCAR036,181219,181219,PRODUCTO ACABADO
SCRE018,181220,181220,PRODUCTO ACABADO
SCRE019,181220,181220,PRODUCTO ACABADO
SEM046,181220,181220,SEMIELABORADO
SCRE017,181220,181220,PRODUCTO ACABADO
SEM047,181220,181220,SEMIELABORADO
SCRE040,181221,181221,PRODUCTO ACABADO
SCCO009,181221,181221,PRODUCTO ACABADO
FPES001,181221,181221,PRODUCTO ACABADO
FCAR019,181223,181223,PRODUCTO ACABADO
SCRE009,181223,181223,PRODUCTO ACABADO
SEM005,181223,181223,SEMIELABORADO
SEM100,181223,181223,SEMIELABORADO
ELAB007,181223,181223,PRODUCTO ACABADO
FCAR024,181223,181223,PRODUCTO ACABADO
SCRE049,181223,181223,PRODUCTO ACABADO
SCRE048,181223,181223,PRODUCTO ACABADO
SCRE010,181223,181223,PRODUCTO ACABADO
FPOS015,181223,181223,PRODUCTO ACABADO
SEM102,181223,181223,SEMIELABORADO
SCRE036,181224,181224,PRODUCTO ACABADO
SCRE049,181224,181224,PRODUCTO ACABADO
FCAR012,181224,181224,PRODUCTO ACABADO
SCRE010,181224,181224,PRODUCTO ACABADO
FCAR011,181224,181224,PRODUCTO ACABADO
SEM085,181224,181224,SEMIELABORADO
SEM046,181224,181224,SEMIELABORADO
MAT134,183226,183226,PRODUCTO ACABADO
MAT331,18623,18623,PRODUCTO ACABADO
MAT073,A 1900002,1901-001,PRODUCTO ACABADO
MAT033,A 1900002,1901-002,PRODUCTO ACABADO
MAT040,20182522,1901-004,PRODUCTO ACABADO
MAT020,00020912100276,1901-005,PRODUCTO ACABADO
MAT020,00020912100276-2,1901-006,PRODUCTO ACABADO
MAT016,A22016169,1901-007,PRODUCTO ACABADO
MAT167,3216,1901-008,PRODUCTO ACABADO
MAT039,BOP1812AV0858,1901-009,PRODUCTO ACABADO
MAT058,19400109,1901-010,PRODUCTO ACABADO
MAT154,ALB19-0002,1901-011,PRODUCTO ACABADO
MAT074,ALB19-0002,1901-012,PRODUCTO ACABADO
MAT013,0026622655,1901-013,PRODUCTO ACABADO
MAT057,0026622655,1901-014,PRODUCTO ACABADO
MAT020,0026622655,1901-015,PRODUCTO ACABADO
MAT035,2019/01/76,1901-016,PRODUCTO ACABADO
MAT021,74424915,1901-017,PRODUCTO ACABADO
MAT014,A19/2,1901-018,PRODUCTO ACABADO
MAT174,185/A2019,1901-019,PRODUCTO ACABADO
MAT033,A1900859,1901-021,PRODUCTO ACABADO
MAT073,A 1900859,1901-022,PRODUCTO ACABADO
VAR142,223357,1901-023,PRODUCTO ACABADO
MAT034,3721,1901-024,PRODUCTO ACABADO
MAT035,3721,1901-025,PRODUCTO ACABADO
VAR122,AL15646,1901-026,PRODUCTO ACABADO
MAT045,007052-,1901-027,PRODUCTO ACABADO
MAT178,19400544-a,1901-028,PRODUCTO ACABADO
MAT013,0026630441,1901-029,PRODUCTO ACABADO
MAT013,0026630441-b,1901-030,PRODUCTO ACABADO
MAT020,0026630441,1901-031,PRODUCTO ACABADO
MAT050,alb-a190006,1901-032,PRODUCTO ACABADO
MAT021,alb74444393,1901-033,PRODUCTO ACABADO
MAT071,81699871,1901-034,PRODUCTO ACABADO
MAT071,BARRIOSSINCARGO,1901-035,PRODUCTO ACABADO
MAT144,1694/V,1901-036,PRODUCTO ACABADO
VAR113,1694/V,1901-037,PRODUCTO ACABADO
MAT041,AC19020291,1901-038,PRODUCTO ACABADO
MAT174,595/A2019,1901-039,PRODUCTO ACABADO
MAT038,124952/124953,1901-040,PRODUCTO ACABADO
MAT030,AL760,1901-042,PRODUCTO ACABADO
MAT075,215714163-L,1901-043,PRODUCTO ACABADO
MAT132,271118,1901-045,PRODUCTO ACABADO
MAT013,190502,1901-046,PRODUCTO ACABADO
MAT020,190506,1901-047,PRODUCTO ACABADO
MAT037,2813-L,1901-048,PRODUCTO ACABADO
MAT119,866/A2019,1901-049,PRODUCTO ACABADO
MAT021,74502934,1901-050,PRODUCTO ACABADO
MAT042,00015771,1901-051,PRODUCTO ACABADO
MAT048,00015770,1901-052,PRODUCTO ACABADO
MAT166,N1469001254,1901-053,PRODUCTO ACABADO
MAT033,a1902609,1901-054,PRODUCTO ACABADO
MAT033,A1902609,1901-054,PRODUCTO ACABADO
MAT073,a1902609,1901-055,PRODUCTO ACABADO
MAT073,A1902609,1901-055,PRODUCTO ACABADO
MAT173,021086-2,1901-057,PRODUCTO ACABADO
MAT034,50180-5180-52180,1901-058,PRODUCTO ACABADO
MAT130,000353,1901-060,PRODUCTO ACABADO
VAR005,190097,1901-061,PRODUCTO ACABADO
MAT035,19/20,1901-062,PRODUCTO ACABADO
MAT113,AV19-01654,1901-063,PRODUCTO ACABADO
VAR119,AL16077,1901-064,PRODUCTO ACABADO
MAT030,1425,1901-065,PRODUCTO ACABADO
MAT020,AL0026655773,1901-066,PRODUCTO ACABADO
MAT057,0026651150,1901-067,PRODUCTO ACABADO
MAT121,43425-,1901-068,PRODUCTO ACABADO
VAR056,sc2019000044,1901-069,PRODUCTO ACABADO
VAR056,SC2019000044,1901-069,PRODUCTO ACABADO
MAT174,av19-01693,1901-070,PRODUCTO ACABADO
MAT021,200419,1901-071,PRODUCTO ACABADO
MAT045,74542307,1901-072,PRODUCTO ACABADO
MAT048,00015779,1901-073,PRODUCTO ACABADO
MAT025,L338/A,1901-074,PRODUCTO ACABADO
MAT037,2826,1901-075,PRODUCTO ACABADO
MAT119,147/A2019,1901-077,PRODUCTO ACABADO
MAT139,261244,1901-078,PRODUCTO ACABADO
MAT058,19402379,1901-079,PRODUCTO ACABADO
MAT178,19402379,1901-080,PRODUCTO ACABADO
MAT038,alb av19-01784,1901-081,PRODUCTO ACABADO
MAT172,2190167,1901-083,PRODUCTO ACABADO
MAT068,ALB1901244,1901-084,PRODUCTO ACABADO
MAT068,1901244,1901-085,PRODUCTO ACABADO
MAT144,SC2019000057,1901-086,PRODUCTO ACABADO
VAR112,SC2019000051,1901-087,PRODUCTO ACABADO
MAT039,BOP1901AV0014,1901-088,PRODUCTO ACABADO
MAT099,46-000007,1901-089,PRODUCTO ACABADO
MAT041,AC19050298,1901-090,PRODUCTO ACABADO
SCRE018,190121,190121,PRODUCTO ACABADO
SCRE011,190121,190121,PRODUCTO ACABADO
SCRE012,190121,190121,PRODUCTO ACABADO
SCCO002,190121,190121,PRODUCTO ACABADO
SCRE017,190121,190121,PRODUCTO ACABADO
SCRE015,190121,190121,PRODUCTO ACABADO
SCRE013,190121,190121,PRODUCTO ACABADO
SCRE044,190122,190122,PRODUCTO ACABADO
SCRE037,190122,190122,PRODUCTO ACABADO
SEM089,190122,190122,SEMIELABORADO
SEM093,190122,190122,SEMIELABORADO
SCRE045,190122,190122,PRODUCTO ACABADO
SCRE010,190122,190122,PRODUCTO ACABADO
SEM086,190123,190123,SEMIELABORADO
SEM101,190123,190123,SEMIELABORADO
SCRE047,190123,190123,PRODUCTO ACABADO
SEM074,190123,190123,SEMIELABORADO
SEM075,190123,190123,SEMIELABORADO
FCAR001,190123,190123,PRODUCTO ACABADO
SEM087,190123,190123,SEMIELABORADO
FCAR031,190123,190123,PRODUCTO ACABADO
SCRE038,190123,190123,PRODUCTO ACABADO
SCRE052,190123,190123,PRODUCTO ACABADO
SCRE053,190123,190123,PRODUCTO ACABADO
SEM115,190124,190124,SEMIELABORADO
SEM113,190124,190124,SEMIELABORADO
FCAR031,190124,190124,PRODUCTO ACABADO
SCRE062,190124,190124,PRODUCTO ACABADO
SCRE063,190124,190124,PRODUCTO ACABADO
FPES001,190124,190124,PRODUCTO ACABADO
SCRE059,190124,190124,PRODUCTO ACABADO
SCRE061,190124,190124,PRODUCTO ACABADO
SEM117,190124,190124,SEMIELABORADO
SEM118,190124,190124,SEMIELABORADO
SCRE046,190124,190124,PRODUCTO ACABADO
SEM116,190124,190124,SEMIELABORADO
SCRE047,190124,190124,PRODUCTO ACABADO
SCRE060,190124,190124,PRODUCTO ACABADO
SCRE068,190125,190125,PRODUCTO ACABADO
FCAR031,190125,190125,PRODUCTO ACABADO
SCRE047,190125,190125,PRODUCTO ACABADO
MAT034,3743,1902-001,PRODUCTO ACABADO
MAT035,3743,1902-002,PRODUCTO ACABADO
MAT046,035021,1902-003,PRODUCTO ACABADO
MAT073,a1904377,1902-004,PRODUCTO ACABADO
MAT073,A1904377,1902-004,PRODUCTO ACABADO
