articulo,lote_proveedor,lote_componente,clave_unica
FPER035,250919,250919,FPER035-250919
FCAR000,250919,250919,FCAR000-250919
FPOS005,250919,250919,FPOS005-250919
FGRA001,250919,250919,FGRA001-250919
FCAR001,250919,250919,FCAR001-250919
FCAR030,250919,250919,FCAR030-250919
FCAR029,250919,250919,FCAR029-250919
FCAR011,250920,250920,FCAR011-250920
FPOS010,250920,250920,FPOS010-250920
FCAR012,250920,250920,FCAR012-250920
FCAR007,250921,250921,FCAR007-250921
SCRE035,250921,250921,SCRE035-250921
SEM046,250921,250921,SEM046-250921
SCRE026,250921,250921,SCRE026-250921
SEM071,250921,250921,SEM071-250921
FCAR011,250922,250922,FCAR011-250922
FCAR024,250923,250923,FCAR024-250923
SEM102,250923,250923,SEM102-250923
SCRE036,250923,250923,SCRE036-250923
SEM085,250923,250923,SEM085-250923
SCRE049,250923,250923,SCRE049-250923
SCRE048,250923,250923,SCRE048-250923
SCRE010,250923,250923,SCRE010-250923
SEM105,250924,250924,SEM105-250924
SEM082,250924,250924,SEM082-250924
SCRE010,250924,250924,SCRE010-250924
SCRE048,250924,250924,SCRE048-250924
SEM095,250924,250924,SEM095-250924
SCRE049,250924,250924,SCRE049-250924
SCRE036,250924,250924,SCRE036-250924
SCCO016,250924,250924,SCCO016-250924
FCAR012,250924,250924,FCAR012-250924
FCAR011,250924,250924,FCAR011-250924
FCAR006,251019,251019,FCAR006-251019
SEM005,251019,251019,SEM005-251019
FCAR005,251019,251019,FCAR005-251019
SEM078,251021,251021,SEM078-251021
FCAR003,251021,251021,FCAR003-251021
SCRE035,251021,251021,SCRE035-251021
FCAR008,251021,251021,FCAR008-251021
FCAR007,251021,251021,FCAR007-251021
SCRE034,251021,251021,SCRE034-251021
SCRE040,251021,251021,SCRE040-251021
SCRE010,251021,251021,SCRE010-251021
FCAR018,251021,251021,FCAR018-251021
FCAR014,251021,251021,FCAR014-251021
SEM005,251021,251021,SEM005-251021
FCAR019,251021,251021,FCAR019-251021
FPOS009,251021,251021,FPOS009-251021
FCAR017,251021,251021,FCAR017-251021
FCAR015,251021,251021,FCAR015-251021
FPOS008,251021,251021,FPOS008-251021
FCAR011,251022,251022,FCAR011-251022
FPOS005,251022,251022,FPOS005-251022
SEM085,251022,251022,SEM085-251022
FCAR012,251022,251022,FCAR012-251022
SEM015,251022,251022,SEM015-251022
SCRE049,251023,251023,SCRE049-251023
FCAR011,251023,251023,FCAR011-251023
SCRE036,251023,251023,SCRE036-251023
SCRE048,251023,251023,SCRE048-251023
SEM082,251023,251023,SEM082-251023
FPOS010,251023,251023,FPOS010-251023
FPER050,251023,251023,FPER050-251023
FCAR012,251023,251023,FCAR012-251023
FCAR008,251024,251024,FCAR008-251024
SCRE046,251024,251024,SCRE046-251024
SEM053,251024,251024,SEM053-251024
FCAR019,251024,251024,FCAR019-251024
SEM127,251024,251024,SEM127-251024
SEM005,251024,251024,SEM005-251024
SCRE036,251024,251024,SCRE036-251024
SEM109,251024,251024,SEM109-251024
FPOS005,251024,251024,FPOS005-251024
FPOS010,251119,251119,FPOS010-251119
FCAR002,251119,251119,FCAR002-251119
FCAR024,251119,251119,FCAR024-251119
FPER044,251119,251119,FPER044-251119
FCAR003,251119,251119,FCAR003-251119
FPOS010,251120,251120,FPOS010-251120
SCRE011,251120,251120,SCRE011-251120
SCRE013,251120,251120,SCRE013-251120
SEM051,251120,251120,SEM051-251120
SCRE012,251120,251120,SCRE012-251120
SCRE025,251121,251121,SCRE025-251121
SCRE036,251121,251121,SCRE036-251121
SCRE007,251121,251121,SCRE007-251121
SCRE037,251121,251121,SCRE037-251121
SEM087,251121,251121,SEM087-251121
SEM089,251121,251121,SEM089-251121
SCRE026,251121,251121,SCRE026-251121
SCRE008,251121,251121,SCRE008-251121
SEM020,251121,251121,SEM020-251121
SCRE051,251122,251122,SCRE051-251122
SCRE050,251122,251122,SCRE050-251122
SEM085,251122,251122,SEM085-251122
SEM099,251122,251122,SEM099-251122
SCRE036,251122,251122,SCRE036-251122
FCAR041,251122,251122,FCAR041-251122
SEM088,251122,251122,SEM088-251122
SEM099,251123,251123,SEM099-251123
FCAR002,251124,251124,FCAR002-251124
SEM129,251124,251124,SEM129-251124
SEM102,251124,251124,SEM102-251124
SCRE036,251124,251124,SCRE036-251124
SCRE048,251124,251124,SCRE048-251124
FPOS009,251124,251124,FPOS009-251124
SCRE049,251124,251124,SCRE049-251124
SEM047,251124,251124,SEM047-251124
SCRE010,251124,251124,SCRE010-251124
SEM084,251124,251124,SEM084-251124
SEM129,251224,251224,SEM129-251224
FPOS009,251224,251224,FPOS009-251224
SCRE012,260121,260121,SCRE012-260121
SCRE017,260121,260121,SCRE017-260121
SCRE011,260121,260121,SCRE011-260121
SCRE013,260121,260121,SCRE013-260121
SCRE018,260121,260121,SCRE018-260121
SCRE010,260122,260122,SCRE010-260122
SCRE036,260122,260122,SCRE036-260122
SCRE047,260122,260122,SCRE047-260122
SCRE044,260122,260122,SCRE044-260122
SCRE045,260122,260122,SCRE045-260122
SEM015,260122,260122,SEM015-260122
SCRE037,260122,260122,SCRE037-260122
SEM086,260123,260123,SEM086-260123
SEM087,260123,260123,SEM087-260123
SCRE038,260123,260123,SCRE038-260123
SEM075,260123,260123,SEM075-260123
SEM101,260123,260123,SEM101-260123
SCRE052,260123,260123,SCRE052-260123
FCAR015,260123,260123,FCAR015-260123
SEM085,260123,260123,SEM085-260123
SCRE042,260123,260123,SCRE042-260123
SCRE046,260123,260123,SCRE046-260123
SCRE047,260123,260123,SCRE047-260123
SCRE053,260123,260123,SCRE053-260123
SEM076,260123,260123,SEM076-260123
FCAR016,260123,260123,FCAR016-260123
SEM088,260123,260123,SEM088-260123
SEM074,260123,260123,SEM074-260123
SEM105,260124,260124,SEM105-260124
FCAR047,260124,260124,FCAR047-260124
FPOS009,260124,260124,FPOS009-260124
SEM104,260124,260124,SEM104-260124
SEM095,260124,260124,SEM095-260124
FCAR017,260124,260124,FCAR017-260124
FCAR018,260124,260124,FCAR018-260124
SCRE036,260124,260124,SCRE036-260124
SEM101,260125,260125,SEM101-260125
SEM005,260219,260219,SEM005-260219
FGRA001,260219,260219,FGRA001-260219
FPOS009,260219,260219,FPOS009-260219
FTAR003,260219,260219,FTAR003-260219
FPOS009,260220,260220,FPOS009-260220
FCAR005,260220,260220,FCAR005-260220
FGUA001,260220,260220,FGUA001-260220
SCRE026,260221,260221,SCRE026-260221
SCRE025,260221,260221,SCRE025-260221
FAR004,260221,260221,FAR004-260221
SEM046,260221,260221,SEM046-260221
SCRE021,260221,260221,SCRE021-260221
SEM102,260224,260224,SEM102-260224
SCRE049,260224,260224,SCRE049-260224
SCRE048,260224,260224,SCRE048-260224
FCAR002,260224,260224,FCAR002-260224
SEM083,260224,260224,SEM083-260224
SCRE036,260224,260224,SCRE036-260224
FCAR024,260224,260224,FCAR024-260224
SCRE072,260225,260225,SCRE072-260225
FGUA001,260225,260225,FGUA001-260225
SCRE042,260225,260225,SCRE042-260225
SEM124,260225,260225,SEM124-260225
SEM102,260225,260225,SEM102-260225
FPES006,260225,260225,FPES006-260225
SCRE010,260225,260225,SCRE010-260225
SCRE048,260225,260225,SCRE048-260225
SEM122,260225,260225,SEM122-260225
ELAB005,260225,260225,ELAB005-260225
FCAR031,260225,260225,FCAR031-260225
SCRE068,260225,260225,SCRE068-260225
FCAR024,260225,260225,FCAR024-260225
SCRE070,260225,260225,SCRE070-260225
FCAR002,260225,260225,FCAR002-260225
SCRE036,260225,260225,SCRE036-260225
SCRE049,260225,260225,SCRE049-260225
SCRE046,260225,260225,SCRE046-260225
FPER022,260319,260319,FPER022-260319
FPOS008,260319,260319,FPOS008-260319
FCAR016,260319,260319,FCAR016-260319
FCAR019,260320,260320,FCAR019-260320
SEM005,260320,260320,SEM005-260320
FPER049,260320,260320,FPER049-260320
SCRE026,260321,260321,SCRE026-260321
FTAR003,260321,260321,FTAR003-260321
SCRE025,260321,260321,SCRE025-260321
SEM015,260322,260322,SEM015-260322
FGUA001,260322,260322,FGUA001-260322
FCAR031,260322,260322,FCAR031-260322
FPOS005,260322,260322,FPOS005-260322
SEM046,260324,260324,SEM046-260324
SCRE036,260324,260324,SCRE036-260324
SEM005,260325,260325,SEM005-260325
SCRE049,260325,260325,SCRE049-260325
FCAR012,260325,260325,FCAR012-260325
SEM112,260325,260325,SEM112-260325
FCAR019,260325,260325,FCAR019-260325
FCAR011,260325,260325,FCAR011-260325
SEM096,260325,260325,SEM096-260325
SCRE036,260325,260325,SCRE036-260325
SCRE010,260325,260325,SCRE010-260325
FCAR046,260325,260325,FCAR046-260325
SCRE048,260325,260325,SCRE048-260325
FPER021,2604119,2604119,FPER021-2604119
SEM004,2604119,2604119,SEM004-2604119
FCAR015,2604119,2604119,FCAR015-2604119
SEM005,260419,260419,SEM005-260419
SEM003,260419,260419,SEM003-260419
FCAR013,260419,260419,FCAR013-260419
FPOS005,260419,260419,FPOS005-260419
FCAR031,260421,260421,FCAR031-260421
SEM005,260421,260421,SEM005-260421
FCAR019,260421,260421,FCAR019-260421
FCAR002,260421,260421,FCAR002-260421
FCAR008,260421,260421,FCAR008-260421
SCRE010,260421,260421,SCRE010-260421
FCAR012,260422,260422,FCAR012-260422
FCAR011,260422,260422,FCAR011-260422
FCAR031,260422,260422,FCAR031-260422
SCRE036,260422,260422,SCRE036-260422
SCRE049,260422,260422,SCRE049-260422
SEM085,260422,260422,SEM085-260422
FPOS010,260422,260422,FPOS010-260422
SCRE048,260422,260422,SCRE048-260422
SCRE010,260422,260422,SCRE010-260422
SCRE044,260422,260422,SCRE044-260422
SEM117,260423,260423,SEM117-260423
SEM047,260423,260423,SEM047-260423
SEM083,260423,260423,SEM083-260423
SCRE049,260423,260423,SCRE049-260423
SCRE053,260423,260423,SCRE053-260423
SCRE048,260423,260423,SCRE048-260423
SCRE010,260423,260423,SCRE010-260423
SCRE062,260423,260423,SCRE062-260423
SEM074,260423,260423,SEM074-260423
SEM075,260423,260423,SEM075-260423
SCRE036,260423,260423,SCRE036-260423
SEM103,260424,260424,SEM103-260424
FPOS009,260424,260424,FPOS009-260424
SCRE070,260424,260424,SCRE070-260424
SEM124,260424,260424,SEM124-260424
SCRE047,260424,260424,SCRE047-260424
SCRE069,260424,260424,SCRE069-260424
SEM078,260424,260424,SEM078-260424
SEM099,260424,260424,SEM099-260424
FCAR015,260424,260424,FCAR015-260424
SEM125,260424,260424,SEM125-260424
SCRE046,260424,260424,SCRE046-260424
SCRE010,260521,260521,SCRE010-260521
FCAR001,260521,260521,FCAR001-260521
FCAR008,260521,260521,FCAR008-260521
FCAR044,260522,260522,FCAR044-260522
SEM089,260522,260522,SEM089-260522
SEM074,260522,260522,SEM074-260522
SCRE047,260522,260522,SCRE047-260522
FTAR002,260522,260522,FTAR002-260522
SCCO007,260522,260522,SCCO007-260522
SEM087,260522,260522,SEM087-260522
SEM085,260522,260522,SEM085-260522
SCRE037,260522,260522,SCRE037-260522
SCRE046,260522,260522,SCRE046-260522
SCRE031,260522,260522,SCRE031-260522
ELAB005,260523,260523,ELAB005-260523
SEM116,260523,260523,SEM116-260523
SCRE061,260523,260523,SCRE061-260523
SCRE059,260523,260523,SCRE059-260523
SCRE036,260523,260523,SCRE036-260523
SCCO009,260523,260523,SCCO009-260523
SEM118,260523,260523,SEM118-260523
SEM082,260524,260524,SEM082-260524
FPES001,260619,260619,FPES001-260619
FPER035,260619,260619,FPER035-260619
FPER042,260619,260619,FPER042-260619
FCAR014,260619,260619,FCAR014-260619
FCAR017,260619,260619,FCAR017-260619
FGRA001,260619,260619,FGRA001-260619
FPER048,260620,260620,FPER048-260620
FAR004,260620,260620,FAR004-260620
FPOS005,260620,260620,FPOS005-260620
FPES005,260620,260620,FPES005-260620
SCRE021,260621,260621,SCRE021-260621
SEM077,260621,260621,SEM077-260621
SCRE033,260621,260621,SCRE033-260621
SEM076,260621,260621,SEM076-260621
SCRE032,260621,260621,SCRE032-260621
SEM005,260622,260622,SEM005-260622
SEM082,260623,260623,SEM082-260623
FCAR047,260623,260623,FCAR047-260623
SEM095,260623,260623,SEM095-260623
SCRE036,260623,260623,SCRE036-260623
SCRE010,260623,260623,SCRE010-260623
SEM085,260623,260623,SEM085-260623
SCRE049,260623,260623,SCRE049-260623
SCRE047,260623,260623,SCRE047-260623
SCRE048,260623,260623,SCRE048-260623
FPOS010,260624,260624,FPOS010-260624
SCRE048,260624,260624,SCRE048-260624
SEM123,260624,260624,SEM123-260624
FPER046,260624,260624,FPER046-260624
SCRE068,260624,260624,SCRE068-260624
SCRE010,260624,260624,SCRE010-260624
SCRE049,260624,260624,SCRE049-260624
SEM031,260719,260719,SEM031-260719
SEM005,260719,260719,SEM005-260719
FCAR019,260719,260719,FCAR019-260719
FCAR015,260721,260721,FCAR015-260721
FCAR016,260721,260721,FCAR016-260721
FTAR002,260721,260721,FTAR002-260721
SCRE010,260721,260721,SCRE010-260721
SEM073,260721,260721,SEM073-260721
SEM015,260721,260721,SEM015-260721
SCRE032,260721,260721,SCRE032-260721
SEM053,260722,260722,SEM053-260722
FCAR002,260722,260722,FCAR002-260722
FCAR024,260722,260722,FCAR024-260722
FPOS009,260722,260722,FPOS009-260722
FCAR008,260722,260722,FCAR008-260722
SEM110,260723,260723,SEM110-260723
FCAR015,260723,260723,FCAR015-260723
SCRE046,260723,260723,SCRE046-260723
FPOS005,260723,260723,FPOS005-260723
SCRE049,260723,260723,SCRE049-260723
SCRE048,260723,260723,SCRE048-260723
SCRE010,260723,260723,SCRE010-260723
SCRE047,260723,260723,SCRE047-260723
FCAR048,260723,260723,FCAR048-260723
SEM108,260723,260723,SEM108-260723
SEM005,260723,260723,SEM005-260723
SEM100,260724,260724,SEM100-260724
ELAB005,260724,260724,ELAB005-260724
SEM095,260724,260724,SEM095-260724
SEM005,260819,260819,SEM005-260819
FCAR008,260819,260819,FCAR008-260819
FCAR031,260819,260819,FCAR031-260819
FCAR002,260819,260819,FCAR002-260819
FCAR019,260819,260819,FCAR019-260819
SEM031,260819,260819,SEM031-260819
FPOS009,260820,260820,FPOS009-260820
FCAR008,260820,260820,FCAR008-260820
FPES001,260821,260821,FPES001-260821
FPOS015,260821,260821,FPOS015-260821
FTAR001,260821,260821,FTAR001-260821
FCAR001,260821,260821,FCAR001-260821
FCAR008,260821,260821,FCAR008-260821
FCAR000,260821,260821,FCAR000-260821
SCRE051,260822,260822,SCRE051-260822
FPER046,260822,260822,FPER046-260822
FPOS010,260822,260822,FPOS010-260822
SCRE050,260822,260822,SCRE050-260822
SCRE036,260822,260822,SCRE036-260822
SEM047,260823,260823,SEM047-260823
SCRE049,260824,260824,SCRE049-260824
SEM096,260824,260824,SEM096-260824
SCRE048,260824,260824,SCRE048-260824
SCRE036,260824,260824,SCRE036-260824
SCRE010,260824,260824,SCRE010-260824
SCRE068,260824,260824,SCRE068-260824
FCAR046,260824,260824,FCAR046-260824
FCAR034,260918,260918,FCAR034-260918
SEM033,260918,260918,SEM033-260918
FCAR012,260919,260919,FCAR012-260919
FCAR011,260919,260919,FCAR011-260919
FCAR006,260919,260919,FCAR006-260919
SEM005,260919,260919,SEM005-260919
FCAR019,260919,260919,FCAR019-260919
FPOS009,260919,260919,FPOS009-260919
SCRE049,260922,260922,SCRE049-260922
SCRE010,260922,260922,SCRE010-260922
SEM085,260922,260922,SEM085-260922
FPOS010,260922,260922,FPOS010-260922
SCRE044,260922,260922,SCRE044-260922
FPER050,260922,260922,FPER050-260922
FCAR002,260922,260922,FCAR002-260922
FCAR024,260922,260922,FCAR024-260922
SCRE048,260922,260922,SCRE048-260922
SCRE036,260922,260922,SCRE036-260922
FCAR031,260923,260923,FCAR031-260923
FPOS009,260923,260923,FPOS009-260923
SCRE036,260923,260923,SCRE036-260923
SCRE068,260924,260924,SCRE068-260924
SCRE046,260924,260924,SCRE046-260924
FPOS005,260924,260924,FPOS005-260924
SCRE047,260924,260924,SCRE047-260924
SEM127,260924,260924,SEM127-260924
FCAR029,261018,261018,FCAR029-261018
FCAR031,261020,261020,FCAR031-261020
FCAR024,261020,261020,FCAR024-261020
FGRA002,261020,261020,FGRA002-261020
SEM083,261021,261021,SEM083-261021
SEM092,261021,261021,SEM092-261021
SEM046,261021,261021,SEM046-261021
FPOS010,261021,261021,FPOS010-261021
FPER046,261021,261021,FPER046-261021
FCAR016,261021,261021,FCAR016-261021
FCAR012,261021,261021,FCAR012-261021
SEM085,261022,261022,SEM085-261022
SCRE044,261022,261022,SCRE044-261022
SEM093,261022,261022,SEM093-261022
SCRE048,261022,261022,SCRE048-261022
SEM092,261022,261022,SEM092-261022
SCRE010,261022,261022,SCRE010-261022
SCRE045,261022,261022,SCRE045-261022
FPOS009,261022,261022,FPOS009-261022
SCRE049,261022,261022,SCRE049-261022
SCRE036,261022,261022,SCRE036-261022
SCRE046,261023,261023,SCRE046-261023
SCRE047,261023,261023,SCRE047-261023
SEM085,261023,261023,SEM085-261023
SCRE060,261023,261023,SCRE060-261023
SEM113,261023,261023,SEM113-261023
SEM108,261023,261023,SEM108-261023
SCRE042,261023,261023,SCRE042-261023
SCRE063,261023,261023,SCRE063-261023
SCRE070,261024,261024,SCRE070-261024
SEM099,261024,261024,SEM099-261024
SEM124,261024,261024,SEM124-261024
SEM100,261024,261024,SEM100-261024
SCRE069,261024,261024,SCRE069-261024
SEM101,261024,261024,SEM101-261024
FCAR031,261118,261118,FCAR031-261118
FPOS009,261119,261119,FPOS009-261119
FCAR030,261119,261119,FCAR030-261119
FCAR001,261119,261119,FCAR001-261119
FCAR029,261119,261119,FCAR029-261119
SEM053,261120,261120,SEM053-261120
SEM047,261120,261120,SEM047-261120
SEM086,261121,261121,SEM086-261121
SCRE038,261121,261121,SCRE038-261121
SEM088,261121,261121,SEM088-261121
FTAR003,261121,261121,FTAR003-261121
SEM019,261121,261121,SEM019-261121
SCRE033,261121,261121,SCRE033-261121
FCAR007,261121,261121,FCAR007-261121
FCAR041,261121,261121,FCAR041-261121
FCAR003,261121,261121,FCAR003-261121
FCAR018,261122,261122,FCAR018-261122
FCAR017,261122,261122,FCAR017-261122
SEM083,261124,261124,SEM083-261124
SEM122,261124,261124,SEM122-261124
FCAR008,261124,261124,FCAR008-261124
SCRE068,261124,261124,SCRE068-261124
SEM101,261124,261124,SEM101-261124
FCAR020,261218,261218,FCAR020-261218
FCAR003,261218,261218,FCAR003-261218
SCCO002,261218,261218,SCCO002-261218
FPES003,261218,261218,FPES003-261218
SEM005,261218,261218,SEM005-261218
FPOS009,261218,261218,FPOS009-261218
FCAR006,261218,261218,FCAR006-261218
FCAR005,261218,261218,FCAR005-261218
FCAR002,261219,261219,FCAR002-261219
FCAR024,261219,261219,FCAR024-261219
FPES003,261219,261219,FPES003-261219
FPOS009,261219,261219,FPOS009-261219
FCAR012,261219,261219,FCAR012-261219
FPES001,261219,261219,FPES001-261219
FCAR031,261219,261219,FCAR031-261219
FCAR016,261219,261219,FCAR016-261219
FPOS011,261219,261219,FPOS011-261219
FCAR007,261219,261219,FCAR007-261219
SEM047,261222,261222,SEM047-261222
SCRE049,261222,261222,SCRE049-261222
SEM053,261222,261222,SEM053-261222
SCRE010,261222,261222,SCRE010-261222
SCRE048,261222,261222,SCRE048-261222
SCRE036,261222,261222,SCRE036-261222
SEM101,261222,261222,SEM101-261222
SEM084,261222,261222,SEM084-261222
SEM095,261222,261222,SEM095-261222
SCRE045,261222,261222,SCRE045-261222
SEM046,261223,261223,SEM046-261223
FPOS009,261223,261223,FPOS009-261223
SEM084,261223,261223,SEM084-261223
SCRE046,261223,261223,SCRE046-261223
SCRE047,261223,261223,SCRE047-261223
SEM047,261223,261223,SEM047-261223
SCRE068,261224,261224,SCRE068-261224
SEM095,261224,261224,SEM095-261224
SEM124,261224,261224,SEM124-261224
SCRE071,261224,261224,SCRE071-261224
SCRE010,261224,261224,SCRE010-261224
SCRE049,261224,261224,SCRE049-261224
SCRE048,261224,261224,SCRE048-261224
SCRE036,261224,261224,SCRE036-261224
SEM125,261224,261224,SEM125-261224
SEM048,270121,270121,SEM048-270121
SEM050,270121,270121,SEM050-270121
SCRE010,270121,270121,SCRE010-270121
FPOS010,270121,270121,FPOS010-270121
SEM075,270122,270122,SEM075-270122
SEM089,270122,270122,SEM089-270122
SEM074,270122,270122,SEM074-270122
SEM088,270122,270122,SEM088-270122
SEM086,270122,270122,SEM086-270122
SCRE038,270122,270122,SCRE038-270122
SEM083,270122,270122,SEM083-270122
SEM082,270122,270122,SEM082-270122
SCRE031,270122,270122,SCRE031-270122
SCRE046,270122,270122,SCRE046-270122
SCRE043,270122,270122,SCRE043-270122
SCRE051,270123,270123,SCRE051-270123
SCRE050,270123,270123,SCRE050-270123
SCRE036,270123,270123,SCRE036-270123
FCAR011,270124,270124,FCAR011-270124
SEM122,270124,270124,SEM122-270124
SEM099,270124,270124,SEM099-270124
FCAR012,270124,270124,FCAR012-270124
SEM123,270125,270125,SEM123-270125
SCRE046,270125,270125,SCRE046-270125
SCRE049,270125,270125,SCRE049-270125
SEM085,270125,270125,SEM085-270125
SCRE036,270125,270125,SCRE036-270125
FPER050,270125,270125,FPER050-270125
SCRE047,270125,270125,SCRE047-270125
SCRE010,270125,270125,SCRE010-270125
SCRE048,270125,270125,SCRE048-270125
FCAR018,270219,270219,FCAR018-270219
FCAR014,270219,270219,FCAR014-270219
FPER008,270219,270219,FPER008-270219
FGUA001,270219,270219,FGUA001-270219
FPOS013,270220,270220,FPOS013-270220
SEM004,270220,270220,SEM004-270220
FCAR016,270220,270220,FCAR016-270220
FPOS010,270220,270220,FPOS010-270220
FCAR015,270220,270220,FCAR015-270220
FCAR001,270220,270220,FCAR001-270220
SEM085,270223,270223,SEM085-270223
FCAR007,270223,270223,FCAR007-270223
SCRE049,270223,270223,SCRE049-270223
FCAR008,270223,270223,FCAR008-270223
SCRE048,270223,270223,SCRE048-270223
SCRE036,270223,270223,SCRE036-270223
SCRE044,270223,270223,SCRE044-270223
SCRE046,270224,270224,SCRE046-270224
SEM085,270224,270224,SEM085-270224
SCRE036,270224,270224,SCRE036-270224
SEM046,270224,270224,SEM046-270224
SCRE068,270225,270225,SCRE068-270225
SEM100,270225,270225,SEM100-270225
SEM078,270225,270225,SEM078-270225
SEM108,270225,270225,SEM108-270225
SEM133,270225,270225,SEM133-270225
FGUA005,270319,270319,FGUA005-270319
SEM001,270319,270319,SEM001-270319
FCAR031,270319,270319,FCAR031-270319
FGRA001,270319,270319,FGRA001-270319
SCRE044,270323,270323,SCRE044-270323
FCAR031,270323,270323,FCAR031-270323
FCAR007,270323,270323,FCAR007-270323
FTAR003,270323,270323,FTAR003-270323
SCRE010,270323,270323,SCRE010-270323
SCRE036,270323,270323,SCRE036-270323
SCRE048,270323,270323,SCRE048-270323
FCAR031,270324,270324,FCAR031-270324
SEM125,270324,270324,SEM125-270324
SCRE010,270324,270324,SCRE010-270324
SEM083,270324,270324,SEM083-270324
SCRE049,270324,270324,SCRE049-270324
SCRE046,270324,270324,SCRE046-270324
SEM124,270324,270324,SEM124-270324
SCRE047,270324,270324,SCRE047-270324
SCRE042,270324,270324,SCRE042-270324
SCRE069,270324,270324,SCRE069-270324
SCRE048,270324,270324,SCRE048-270324
FPER051,270325,270325,FPER051-270325
SEM131,270325,270325,SEM131-270325
SEM126,270325,270325,SEM126-270325
SCRE068,270325,270325,SCRE068-270325
SCRE047,270325,270325,SCRE047-270325
SCRE070,270325,270325,SCRE070-270325
FPOS016,270325,270325,FPOS016-270325
SCRE036,270325,270325,SCRE036-270325
FGAR018,270325,270325,FGAR018-270325
SEM125,270325,270325,SEM125-270325
FPOS010,270325,270325,FPOS010-270325
SEM123,270325,270325,SEM123-270325
SEM124,270325,270325,SEM124-270325
SCRE046,270325,270325,SCRE046-270325
SCRE072,270325,270325,SCRE072-270325
FCAR053,27034,27034,FCAR053-27034
FCAR006,270419,270419,FCAR006-270419
FGRA001,270419,270419,FGRA001-270419
FPER050,270422,270422,FPER050-270422
SCRE044,270422,270422,SCRE044-270422
SCRE010,270422,270422,SCRE010-270422
