fecha_fabricacion,articulo,lote_articulo,unidades_fabricadas,componente,lote_componente,consumo_unitario,consumo_total,id_orden
02/01/2024,FCAR008,281223,217.0,MAUX002,2308-104,1.27,275.72,FV-8752
02/01/2024,SEM099,301223,131.13,MAT349,2311-104,0.02,2.82,FV-8748
02/01/2024,SEM085,291223,899.0,MAT391,2312-007,0.31,282.26,FV-8747
02/01/2024,SCRE010,030124,936.0,VAR423,2309-080,0.17,156.0,FV-8755
02/01/2024,SEM109,291223,141.0,MAUX001,2308-103,0.42,59.71,FV-8749
02/01/2024,SEM109,291223,141.0,MAT183,2312-012,1.13,160.0,FV-8749
02/01/2024,SEM109,291223,141.0,MAT388,2310-066,0.02,3.3,FV-8749
02/01/2024,SEM109,291223,141.0,MAT262,2311-101,0.01,1.05,FV-8749
02/01/2024,SEM099,301223,131.13,MAT033,2312-019,0.08,10.36,FV-8748
02/01/2024,SCRE010,030124,936.0,VAR424,2312-092,1.0,936.0,FV-8755
02/01/2024,SCRE036,291223,7872.0,MAUX024,2309-112,0.24,1864.09,FV-8746
02/01/2024,FCAR008,281223,217.0,MAT183,2312-012,12.04,2612.0,FV-8752
02/01/2024,SEM109,291223,141.0,MAUX002,2308-104,0.42,59.71,FV-8749
02/01/2024,SCRE010,271223,2052.0,VAR423,2309-080,0.17,342.0,FV-8727
02/01/2024,SCRE049,030124,1656.0,VAR417,2309-012,0.17,277.0,FV-8751
02/01/2024,SCRE010,271223,2052.0,VAR417,2309-012,0.17,344.0,FV-8727
02/01/2024,FCAR019,181223,60.0,VAR417,2309-012,1.02,61.0,FV-8753
02/01/2024,FCAR008,281223,217.0,VAR417,2309-012,1.0,218.0,FV-8752
02/01/2024,SCRE049,030124,1656.0,VAR423,2312-048,0.01,20.0,FV-8751
02/01/2024,SCRE061,281223,96.0,MAUX014,2310-031,1.0,96.0,FV-8744
02/01/2024,SCRE036,291223,7872.0,MAUX042,2311-132,1.11,8747.0,FV-8746
02/01/2024,SCRE036,291223,7872.0,MAUX020,2312-078,0.08,656.0,FV-8746
02/01/2024,SEM118,281223,965.0,MAUX049,2311-129,1.0,968.0,FV-8743
02/01/2024,SCRE010,030124,936.0,MAUX016,2308-043,1.01,944.0,FV-8755
02/01/2024,SCRE049,030124,1656.0,MAUX016,2308-043,1.0,1663.0,FV-8751
02/01/2024,SCRE061,281223,96.0,VAR113,2306-011,1.01,97.0,FV-8744
02/01/2024,SEM118,281223,965.0,MAT292,2311-087,1.06,1021.0,FV-8743
02/01/2024,SCRE049,030124,1656.0,VAR423,2309-080,0.15,256.0,FV-8751
02/01/2024,SEM118,281223,965.0,VAR444,2312-063,3.2,3088.0,FV-8743
02/01/2024,SEM085,291223,899.0,MAUX001,2308-103,0.42,380.73,FV-8747
02/01/2024,SEM085,291223,899.0,MAT183,2312-012,1.02,920.0,FV-8747
02/01/2024,SCRE010,030124,936.0,VAR417,2309-012,0.17,158.0,FV-8755
02/01/2024,SEM099,301223,131.13,SEM122,191223,0.06,7.46,FV-8748
02/01/2024,SEM085,291223,899.0,SEM101,021223,0.01,8.0,FV-8747
02/01/2024,SEM099,301223,131.13,MAUX018,2309-013,0.1,13.0,FV-8748
02/01/2024,FCAR008,281223,217.0,SEM053,181123,0.03,5.48,FV-8752
02/01/2024,SCRE036,291223,7872.0,MAT104,2311-088,0.03,220.0,FV-8746
02/01/2024,SCRE049,030124,1656.0,MAUX029,2311-046,0.16,258.0,FV-8751
02/01/2024,SCRE049,030124,1656.0,MAUX029,2312-093,0.84,1398.0,FV-8751
02/01/2024,SCRE010,271223,2052.0,MAUX016,2308-043,1.0,2057.0,FV-8727
02/01/2024,FCAR019,181223,60.0,VAR142,2309-007,1.0,60.0,FV-8753
02/01/2024,SCRE061,281223,96.0,MAUX015,2310-032,1.0,96.0,FV-8744
02/01/2024,FCAR019,181223,60.0,SEM005,181223,16.0,960.0,FV-8753
02/01/2024,SCRE036,291223,7872.0,MAT292,2311-087,1.01,7968.0,FV-8746
02/01/2024,SCRE010,271223,2052.0,VAR424,2308-036,0.04,86.0,FV-8727
02/01/2024,SCRE010,271223,2052.0,VAR424,2312-092,0.96,1966.0,FV-8727
02/01/2024,SCRE061,281223,96.0,SEM118,281223,10.0,960.0,FV-8744
02/01/2024,SEM096,291223,2423.0,MAUX001,2308-103,0.07,171.06,FV-8750
02/01/2024,SCRE036,291223,7872.0,MAT296,2312-013,0.02,122.1,FV-8746
02/01/2024,SCRE049,030124,1656.0,SEM096,291223,0.48,789.0,FV-8751
02/01/2024,SCRE049,030124,1656.0,SEM096,221223,0.52,867.0,FV-8751
02/01/2024,SEM118,281223,965.0,SEM109,131223,0.03,25.0,FV-8743
02/01/2024,SCRE036,291223,7872.0,SEM085,211223,0.02,177.0,FV-8746
02/01/2024,SCRE036,291223,7872.0,SEM085,291223,0.01,43.0,FV-8746
02/01/2024,SCRE010,271223,2052.0,SEM046,191223,0.31,645.0,FV-8727
02/01/2024,SEM085,291223,899.0,MAT290,2309-050,0.97,868.21,FV-8747
02/01/2024,SCRE010,271223,2052.0,SEM047,041223,0.0,7.0,FV-8727
02/01/2024,SCRE010,271223,2052.0,SEM046,261223,0.69,1407.0,FV-8727
02/01/2024,SCRE010,271223,2052.0,SEM047,261223,1.0,2045.0,FV-8727
02/01/2024,SEM085,291223,899.0,MAT290,2312-025,0.0,3.13,FV-8747
02/01/2024,SEM085,291223,899.0,MAT339,2312-014,1.59,1424.92,FV-8747
02/01/2024,SEM085,291223,899.0,MAT290,2312-042,0.59,532.2,FV-8747
02/01/2024,SCRE010,030124,936.0,SEM047,261223,1.0,936.0,FV-8755
02/01/2024,SEM118,281223,965.0,MAT297,2311-077,0.01,7.72,FV-8743
02/01/2024,SCRE010,030124,936.0,SEM046,191223,0.2,187.0,FV-8755
02/01/2024,SEM118,281223,965.0,MAT297,2312-051,0.01,9.48,FV-8743
02/01/2024,SEM096,291223,2423.0,MAT149,2312-065,0.22,523.97,FV-8750
02/01/2024,SCRE010,030124,936.0,SEM046,261223,0.8,749.0,FV-8755
02/01/2024,FCAR008,281223,217.0,MAT290,2312-025,1.38,300.0,FV-8752
02/01/2024,FCAR008,281223,217.0,MAT290,2312-042,1.38,300.0,FV-8752
02/01/2024,SEM096,291223,2423.0,SEM100,181223,0.03,74.17,FV-8750
02/01/2024,SEM109,291223,141.0,MAT257,2311-023,0.13,19.0,FV-8749
02/01/2024,SEM109,291223,141.0,MAT257,2311-079,0.68,95.2,FV-8749
02/01/2024,SEM085,291223,899.0,MAT324,2312-009,1.02,920.4,FV-8747
02/01/2024,SEM109,291223,141.0,MAT324,2311-029,0.4,56.7,FV-8749
02/01/2024,SEM118,281223,965.0,MAUX024,2309-112,0.26,253.99,FV-8743
02/01/2024,SEM099,301223,131.13,MAT027,2311-127,0.8,104.36,FV-8748
02/01/2024,SEM099,301223,131.13,MAT359,2311-065,0.06,8.2,FV-8748
02/01/2024,SEM099,301223,131.13,MAT320,2312-011,0.14,18.89,FV-8748
02/01/2024,SCRE036,291223,7872.0,MAT344,2312-039,0.09,682.0,FV-8746
02/01/2024,SEM085,291223,899.0,MAUX002,2308-104,0.42,380.73,FV-8747
02/01/2024,SEM109,291223,141.0,MAT358,2311-100,0.69,97.5,FV-8749
02/01/2024,FCAR008,281223,217.0,VAR118,2310-033,1.0,217.0,FV-8752
02/01/2024,SEM099,301223,131.13,MAT349,2309-021,0.01,1.4,FV-8748
02/01/2024,SEM109,291223,141.0,MAT325,2310-112,0.72,101.25,FV-8749
02/01/2024,SEM096,291223,2423.0,MAUX002,2308-104,0.07,171.06,FV-8750
02/01/2024,SEM099,301223,131.13,VAR113,2306-011,0.15,20.0,FV-8748
02/01/2024,SEM118,281223,965.0,MAT343,2311-052,0.11,106.43,FV-8743
02/01/2024,SCRE036,291223,7872.0,VAR444,2312-063,3.6,28339.2,FV-8746
02/01/2024,SEM109,291223,141.0,MAT017,2311-089,0.01,2.1,FV-8749
02/01/2024,FCAR008,281223,217.0,MAUX001,2308-103,1.27,275.72,FV-8752
03/01/2024,SCRE036,020124,9238.0,MAUX024,2309-112,0.24,2187.56,FV-8754
03/01/2024,FCAR002,020124,163.0,VAR142,2309-007,1.0,163.0,FV-8757
03/01/2024,FCAR002,020124,163.0,VAR417,2309-012,1.01,165.0,FV-8757
03/01/2024,FCAR002,020124,163.0,MAUX002,2308-104,0.75,122.72,FV-8757
03/01/2024,SEM115,030124,336.0,MAT292,2311-087,1.02,344.0,FV-8759
03/01/2024,FCAR002,020124,163.0,MAT183,2312-012,8.0,1304.0,FV-8757
03/01/2024,SEM102,010124,109.0,SEM122,191223,0.03,2.98,FV-8761
03/01/2024,SEM102,010124,109.0,MAT104,2311-088,2.11,230.0,FV-8761
03/01/2024,SEM118,030124,362.0,VAR444,2312-098,3.2,1158.4,FV-8758
03/01/2024,SCRE063,281223,84.0,VAR113,2306-011,1.01,85.0,FV-8760
03/01/2024,SEM118,030124,362.0,MAT292,2311-087,1.04,378.0,FV-8758
03/01/2024,SEM115,030124,336.0,MAUX050,2311-130,0.89,300.0,FV-8759
03/01/2024,SEM115,030124,336.0,MAUX050,2309-026,0.22,74.0,FV-8759
03/01/2024,SCRE063,281223,84.0,VAR422,2310-080,1.0,84.0,FV-8760
03/01/2024,SCRE036,020124,9238.0,MAUX020,2312-078,0.08,769.0,FV-8754
03/01/2024,SEM118,030124,362.0,MAUX024,2309-112,0.26,95.28,FV-8758
03/01/2024,SCRE063,281223,84.0,SEM115,030124,4.0,336.0,FV-8760
03/01/2024,FCAR002,020124,163.0,SEM102,010124,0.67,109.0,FV-8757
03/01/2024,SEM115,030124,336.0,SEM121,061123,0.02,6.84,FV-8759
03/01/2024,SCRE036,020124,9238.0,MAT292,2311-087,1.02,9433.0,FV-8754
03/01/2024,SCRE036,020124,9238.0,MAT344,2312-039,0.09,806.0,FV-8754
03/01/2024,SCRE036,020124,9238.0,SEM085,291223,0.03,260.0,FV-8754
03/01/2024,SEM118,030124,362.0,SEM109,291223,0.02,9.0,FV-8758
03/01/2024,SCRE063,281223,84.0,SEM118,030124,4.0,336.0,FV-8760
03/01/2024,SCRE063,281223,84.0,SEM113,281223,4.0,336.0,FV-8760
03/01/2024,SCRE036,020124,9238.0,MAT296,2312-013,0.02,144.3,FV-8754
03/01/2024,SEM118,030124,362.0,MAT297,2311-077,0.0,1.75,FV-8758
03/01/2024,SEM102,010124,109.0,MAT373,2310-095,7.69,837.85,FV-8761
03/01/2024,SEM102,010124,109.0,MAT357,2306-137,0.41,44.92,FV-8761
03/01/2024,SEM102,010124,109.0,MAT357,2311-074,0.08,9.05,FV-8761
03/01/2024,SEM115,030124,336.0,SEM109,291223,0.01,5.0,FV-8759
03/01/2024,SEM115,030124,336.0,SEM109,131223,0.01,4.0,FV-8759
03/01/2024,SEM118,030124,362.0,MAT297,2312-051,0.01,4.89,FV-8758
03/01/2024,SCRE036,020124,9238.0,MAT104,2311-088,0.01,106.0,FV-8754
03/01/2024,SCRE036,020124,9238.0,MAT104,2312-016,0.02,154.0,FV-8754
03/01/2024,SEM118,030124,362.0,MAT343,2311-052,0.11,38.27,FV-8758
03/01/2024,SEM115,030124,336.0,VAR444,2312-098,3.2,1075.2,FV-8759
03/01/2024,SEM115,030124,336.0,MAT344,2312-039,0.1,33.3,FV-8759
03/01/2024,SCRE036,020124,9238.0,VAR444,2312-063,1.26,11665.6,FV-8754
03/01/2024,SCRE036,020124,9238.0,VAR444,2312-098,2.34,21591.2,FV-8754
03/01/2024,FCAR002,020124,163.0,MAUX001,2308-103,0.75,122.72,FV-8757
03/01/2024,SEM115,030124,336.0,MAUX024,2309-112,0.26,88.44,FV-8759
03/01/2024,SCRE036,020124,9238.0,MAUX042,2311-132,1.11,10265.0,FV-8754
03/01/2024,SEM102,010124,109.0,MAUX018,2309-013,1.06,115.0,FV-8761
03/01/2024,SEM118,030124,362.0,MAUX049,2311-129,1.11,403.0,FV-8758
04/01/2024,SCRE049,080124,1224.0,MAUX016,2308-043,1.0,1228.0,FV-8771
04/01/2024,FCAR012,030124,74.0,MAUX002,2308-104,0.75,55.71,FV-8763
04/01/2024,FCAR012,030124,74.0,VAR417,2309-012,1.35,100.0,FV-8763
04/01/2024,FCAR011,030124,38.0,VAR417,2309-012,1.05,40.0,FV-8764
04/01/2024,SEM005,040124,1079.0,MAUX001,2308-103,0.05,50.82,FV-8770
04/01/2024,SEM105,030124,107.0,MAUX001,2308-103,0.91,97.43,FV-8762
04/01/2024,SCRE049,080124,1224.0,MAUX029,2312-093,1.0,1224.0,FV-8771
04/01/2024,SEM105,030124,107.0,MAUX002,2308-104,0.91,97.43,FV-8762
04/01/2024,FCAR011,030124,38.0,MAUX002,2308-104,1.27,48.28,FV-8764
04/01/2024,ELAB005,020124,809.02,SEM122,191223,0.01,5.97,FV-8766
04/01/2024,SEM005,040124,1079.0,SEM122,191223,0.0,0.65,FV-8770
04/01/2024,SEM105,030124,107.0,SEM122,191223,0.06,6.5,FV-8762
04/01/2024,ELAB005,020124,809.02,VAR129,2301-036,0.05,41.0,FV-8766
04/01/2024,SCRE049,080124,1224.0,VAR417,2309-012,0.17,206.0,FV-8771
04/01/2024,ELAB005,020124,809.02,VAR129,2312-072,0.02,20.0,FV-8766
04/01/2024,FCAR012,030124,74.0,MAT183,2312-012,8.11,600.0,FV-8763
04/01/2024,SEM105,030124,107.0,MAT104,2312-016,2.1,225.0,FV-8762
04/01/2024,SEM005,040124,1079.0,MAT144,2208-120,1.0,1080.0,FV-8770
04/01/2024,SCRE049,080124,1224.0,VAR423,2312-048,0.17,204.0,FV-8771
04/01/2024,FCAR012,030124,74.0,SEM105,030124,0.68,50.0,FV-8763
04/01/2024,ELAB005,020124,809.02,VAR417,2309-012,0.08,63.0,FV-8766
04/01/2024,SEM005,040124,1079.0,MAT033,2312-019,0.0,5.0,FV-8770
04/01/2024,FCAR011,030124,38.0,SEM105,030124,1.5,57.0,FV-8764
04/01/2024,SEM005,040124,1079.0,SEM078,311023,0.04,46.46,FV-8770
04/01/2024,SEM005,040124,1079.0,SEM078,171123,0.05,52.34,FV-8770
04/01/2024,SEM005,040124,1079.0,SEM078,281123,0.01,6.32,FV-8770
04/01/2024,SEM101,040124,24.0,MAT388,2310-066,1.65,39.65,FV-8768
04/01/2024,FCAR011,030124,38.0,MAUX001,2308-103,1.27,48.28,FV-8764
04/01/2024,SCRE049,080124,1224.0,SEM096,291223,1.0,1224.0,FV-8771
04/01/2024,SEM101,040124,24.0,MAT262,2311-101,3.28,78.73,FV-8768
04/01/2024,SEM105,030124,107.0,MAT326,2312-113,12.01,1285.0,FV-8762
04/01/2024,ELAB005,020124,809.02,MAT321,2312-116,0.98,788.92,FV-8766
04/01/2024,ELAB005,020124,809.02,VAR113,2306-011,0.93,750.0,FV-8766
04/01/2024,SEM005,040124,1079.0,MAT320,2312-011,0.01,16.0,FV-8770
04/01/2024,SEM005,040124,1079.0,MAT322,2308-069,0.0,1.3,FV-8770
04/01/2024,SEM005,040124,1079.0,MAT027,2311-127,0.07,75.0,FV-8770
04/01/2024,FCAR012,030124,74.0,MAUX001,2308-103,0.75,55.71,FV-8763
04/01/2024,ELAB005,020124,809.02,MAUX001,2308-103,0.16,128.47,FV-8766
04/01/2024,SEM101,040124,24.0,MAT389,2311-099,2.3,55.22,FV-8768
04/01/2024,FCAR011,030124,38.0,MAT183,2312-012,3.03,115.0,FV-8764
04/01/2024,SEM101,040124,24.0,VAR113,2306-011,2.04,49.0,FV-8768
04/01/2024,SEM005,040124,1079.0,MAUX002,2312-017,0.05,50.82,FV-8770
04/01/2024,SEM105,030124,107.0,MAUX018,2309-013,1.03,110.0,FV-8762
04/01/2024,SEM101,040124,24.0,MAT345,2311-025,23.33,560.0,FV-8768
04/01/2024,ELAB005,020124,809.02,MAUX002,2308-104,0.16,128.47,FV-8766
04/01/2024,FCAR011,030124,38.0,VAR142,2309-007,1.0,38.0,FV-8764
04/01/2024,SEM101,040124,24.0,MAT345,2312-032,9.47,227.3,FV-8768
04/01/2024,FCAR012,030124,74.0,VAR142,2309-007,1.0,74.0,FV-8763
05/01/2024,SEM082,030124,169.0,MAT262,2311-101,0.03,4.4,FV-8767
05/01/2024,SEM082,030124,169.0,MAT391,2312-007,0.98,165.0,FV-8767
05/01/2024,SEM100,040124,123.3,SEM122,191223,0.1,12.21,FV-8769
05/01/2024,SEM082,030124,169.0,MAUX001,2308-103,0.42,71.57,FV-8767
05/01/2024,SEM100,040124,123.3,MAT347,2305-017,0.0,0.48,FV-8769
05/01/2024,SEM095,020124,2003.0,MAUX002,2308-104,0.07,141.41,FV-8765
05/01/2024,SEM100,040124,123.3,MAT349,2311-104,0.07,8.35,FV-8769
05/01/2024,SEM047,030124,2078.0,SEM053,181123,0.0,4.03,FV-8774
05/01/2024,SCRE010,080124,432.0,VAR417,2309-012,0.17,73.0,FV-8775
05/01/2024,SEM082,030124,169.0,MAT271,2311-102,0.01,1.0,FV-8767
05/01/2024,SCRE010,080124,432.0,VAR424,2312-092,1.0,432.0,FV-8775
05/01/2024,SEM082,030124,169.0,MAT388,2310-066,0.03,5.4,FV-8767
05/01/2024,SEM082,030124,169.0,MAT389,2311-099,0.05,8.0,FV-8767
05/01/2024,SEM100,040124,123.3,MAT360,2309-106,1.15,141.36,FV-8769
05/01/2024,SEM100,040124,123.3,MAT271,2311-102,0.0,0.48,FV-8769
05/01/2024,SCRE048,080124,504.0,VAR417,2309-012,0.17,85.0,FV-8772
05/01/2024,SEM100,040124,123.3,VAR113,2306-011,0.81,100.0,FV-8769
05/01/2024,SCRE048,030124,648.0,VAR417,2309-012,0.17,109.0,FV-8756
05/01/2024,SCRE010,080124,432.0,VAR423,2312-048,0.17,72.0,FV-8775
05/01/2024,SEM095,020124,2003.0,MAUX001,2308-103,0.07,141.41,FV-8765
05/01/2024,SCRE048,030124,648.0,VAR423,2312-048,0.17,108.0,FV-8756
05/01/2024,SEM047,030124,2078.0,MAUX002,2308-104,0.07,146.71,FV-8774
05/01/2024,SEM100,040124,123.3,MAUX001,2308-103,0.07,8.71,FV-8769
05/01/2024,SCRE048,030124,648.0,MAUX026,2311-045,0.6,386.0,FV-8756
05/01/2024,SCRE048,080124,504.0,MAUX026,2311-045,1.0,504.0,FV-8772
05/01/2024,SCRE048,030124,648.0,MAUX026,2310-096,0.4,262.0,FV-8756
05/01/2024,SCRE048,080124,504.0,VAR423,2312-048,0.17,84.0,FV-8772
05/01/2024,SCRE010,080124,432.0,MAUX016,2308-043,1.0,433.0,FV-8775
05/01/2024,SEM047,030124,2078.0,MAUX001,2308-103,0.07,146.71,FV-8774
05/01/2024,SEM100,040124,123.3,MAUX002,2308-104,0.07,8.71,FV-8769
05/01/2024,SCRE048,030124,648.0,MAUX016,2308-043,1.01,654.0,FV-8756
05/01/2024,SEM095,020124,2003.0,MAT339,2312-014,0.03,60.09,FV-8765
05/01/2024,SEM082,030124,169.0,MAT242,2311-096,0.29,48.18,FV-8767
05/01/2024,SEM047,030124,2078.0,SEM084,021223,0.0,8.66,FV-8774
05/01/2024,SEM082,030124,169.0,MAT355,2308-031,0.67,113.54,FV-8767
05/01/2024,SEM095,020124,2003.0,MAT333,2312-052,0.03,55.59,FV-8765
05/01/2024,SEM095,020124,2003.0,MAT333,2312-104,0.0,4.5,FV-8765
05/01/2024,SEM095,020124,2003.0,SEM099,301223,0.07,131.13,FV-8765
05/01/2024,SCRE010,080124,432.0,SEM047,261223,0.77,331.0,FV-8775
05/01/2024,SCRE048,080124,504.0,SEM095,020124,1.0,504.0,FV-8772
05/01/2024,SEM082,030124,169.0,MAT287,2311-097,0.62,104.4,FV-8767
05/01/2024,SCRE048,030124,648.0,SEM095,231223,0.17,111.0,FV-8756
05/01/2024,SEM095,020124,2003.0,SEM099,201223,0.01,20.24,FV-8765
05/01/2024,SCRE048,030124,648.0,SEM095,020124,0.83,537.0,FV-8756
05/01/2024,SCRE010,080124,432.0,SEM047,030124,0.23,101.0,FV-8775
05/01/2024,SCRE010,080124,432.0,SEM046,261223,1.0,432.0,FV-8775
05/01/2024,SEM082,030124,169.0,MAT241,2311-095,1.22,206.8,FV-8767
05/01/2024,SEM082,030124,169.0,MAT239,2309-064,0.08,12.78,FV-8767
05/01/2024,SEM082,030124,169.0,MAT239,2311-114,1.15,193.68,FV-8767
05/01/2024,SEM082,030124,169.0,MAT324,2311-029,1.13,190.8,FV-8767
05/01/2024,SEM047,030124,2078.0,MAT290,2312-073,0.09,177.0,FV-8774
05/01/2024,SEM095,020124,2003.0,MAT048,2311-109,0.25,491.0,FV-8765
05/01/2024,SEM047,030124,2078.0,MAT290,2312-042,0.07,155.0,FV-8774
05/01/2024,SEM082,030124,169.0,MAT017,2311-089,0.15,26.0,FV-8767
05/01/2024,SEM082,030124,169.0,MAUX002,2308-104,0.42,71.57,FV-8767
05/01/2024,SCRE048,080124,504.0,MAUX016,2308-043,1.0,506.0,FV-8772
05/01/2024,SEM047,030124,2078.0,MAT319,2310-109,0.0,3.4,FV-8774
05/01/2024,SEM100,040124,123.3,MAT320,2312-011,0.17,21.21,FV-8769
05/01/2024,SEM082,030124,169.0,MAT183,2312-012,1.01,171.0,FV-8767
08/01/2024,FTAR003,050124,44.0,MAT229,2309-103,0.02,0.9,FV-8778
08/01/2024,SCRE042,050124,16.0,VAR113,2306-011,1.06,17.0,FV-8782
08/01/2024,SCRE036,040124,14028.0,MAUX042,2311-132,1.11,15587.0,FV-8773
08/01/2024,SCRE042,050124,16.0,MAT278,2312-075,1.37,21.98,FV-8782
08/01/2024,SCRE046,050124,3949.0,MAUX046,2312-084,1.11,4388.0,FV-8783
08/01/2024,SCRE046,050124,3949.0,MAT278,2312-075,0.11,417.58,FV-8783
08/01/2024,SEM085,030124,576.0,MAT391,2312-007,0.3,172.23,FV-8777
08/01/2024,SEM085,030124,576.0,MAUX001,2308-103,0.42,243.94,FV-8777
08/01/2024,SCRE036,040124,14028.0,MAUX020,2312-078,0.06,802.0,FV-8773
08/01/2024,SCRE036,040124,14028.0,VAR444,2312-098,3.6,50500.8,FV-8773
08/01/2024,SCRE046,050124,3949.0,VAR417,2309-012,0.03,132.0,FV-8783
08/01/2024,SCRE036,040124,14028.0,MAUX020,2312-106,0.03,367.0,FV-8773
08/01/2024,SEM085,030124,576.0,SEM101,021223,0.01,5.0,FV-8777
08/01/2024,SEM085,030124,576.0,MAUX002,2308-104,0.07,40.13,FV-8777
08/01/2024,FTAR003,050124,44.0,VAR417,2309-012,1.02,45.0,FV-8778
08/01/2024,SCRE047,050124,1740.0,MAUX047,2312-083,1.11,1934.0,FV-8781
08/01/2024,SCRE042,050124,16.0,VAR444,2312-098,38.4,614.4,FV-8782
08/01/2024,FTAR003,050124,44.0,VAR118,2310-033,1.0,44.0,FV-8778
08/01/2024,SCRE046,050124,3949.0,VAR444,2312-098,3.2,12636.8,FV-8783
08/01/2024,SCRE042,050124,16.0,MAUX024,2309-112,3.06,48.98,FV-8782
08/01/2024,SEM085,030124,576.0,MAUX002,2312-017,0.35,203.81,FV-8777
08/01/2024,SCRE047,050124,1740.0,VAR444,2312-098,3.2,5568.0,FV-8781
08/01/2024,SCRE036,040124,14028.0,MAUX024,2309-112,0.24,3321.83,FV-8773
08/01/2024,SCRE046,050124,3949.0,MAUX024,2309-112,0.26,1039.38,FV-8783
08/01/2024,SCRE042,050124,16.0,VAR422,2310-080,1.0,16.0,FV-8782
08/01/2024,SCRE047,050124,1740.0,VAR417,2309-012,0.03,59.0,FV-8781
08/01/2024,SEM085,030124,576.0,MAT183,2312-012,1.01,581.0,FV-8777
08/01/2024,FTAR003,050124,44.0,MAUX001,2308-103,1.51,66.26,FV-8778
08/01/2024,SCRE042,050124,16.0,MAT292,2311-087,12.19,195.0,FV-8782
08/01/2024,SCRE036,040124,14028.0,MAT292,2311-087,0.1,1472.0,FV-8773
08/01/2024,SCRE036,040124,14028.0,MAT292,2312-074,0.91,12834.0,FV-8773
08/01/2024,SCRE036,040124,14028.0,MAT104,2311-088,0.03,400.0,FV-8773
08/01/2024,FTAR003,050124,44.0,MAT183,2312-012,17.05,750.0,FV-8778
08/01/2024,SCRE047,050124,1740.0,MAT292,2311-087,1.01,1756.0,FV-8781
08/01/2024,SCRE046,050124,3949.0,MAT292,2311-087,1.0,3953.0,FV-8783
08/01/2024,FTAR003,050124,44.0,MAUX002,2312-017,0.91,40.13,FV-8778
08/01/2024,FTAR003,050124,44.0,SEM015,301023,1.23,54.0,FV-8778
08/01/2024,SCRE046,050124,3949.0,SEM083,141123,0.03,114.0,FV-8783
08/01/2024,SCRE042,050124,16.0,SEM083,141123,0.38,6.0,FV-8782
08/01/2024,SCRE036,040124,14028.0,SEM085,030124,0.03,400.0,FV-8773
08/01/2024,SCRE047,050124,1740.0,SEM082,030124,0.03,49.0,FV-8781
08/01/2024,SCRE047,050124,1740.0,SEM082,131223,0.01,9.0,FV-8781
08/01/2024,SEM085,030124,576.0,MAT339,2312-014,1.61,926.89,FV-8777
08/01/2024,FTAR003,050124,44.0,MAT178,2401-002,3.09,135.8,FV-8778
08/01/2024,SCRE036,040124,14028.0,MAT296,2312-013,0.02,220.0,FV-8773
08/01/2024,SEM085,030124,576.0,MAT290,2312-042,0.09,50.8,FV-8777
08/01/2024,SEM085,030124,576.0,MAT324,2312-009,0.98,561.64,FV-8777
08/01/2024,SEM085,030124,576.0,MAT290,2312-073,1.48,850.0,FV-8777
08/01/2024,SCRE036,040124,14028.0,MAT344,2312-076,0.0,37.1,FV-8773
08/01/2024,SCRE036,040124,14028.0,MAT344,2312-039,0.09,1202.85,FV-8773
08/01/2024,SCRE047,050124,1740.0,MAT278,2312-075,0.1,177.48,FV-8781
08/01/2024,SCRE047,050124,1740.0,MAUX024,2309-112,0.26,457.97,FV-8781
09/01/2024,SEM053,050124,60.0,MAT017,2311-089,0.77,46.14,FV-8785
09/01/2024,SEM053,050124,60.0,MAT270,2306-074,0.09,5.45,FV-8785
09/01/2024,SEM053,050124,60.0,MAT271,2311-102,0.1,5.83,FV-8785
09/01/2024,SEM053,050124,60.0,MAT018,2203-133,0.01,0.47,FV-8785
09/01/2024,FCAR018,050124,25.0,MAUX002,2312-017,0.85,21.18,FV-8788
09/01/2024,FCAR018,050124,25.0,MAUX001,2308-103,0.85,21.18,FV-8788
09/01/2024,SEM104,050124,74.5,MAUX001,2312-018,0.6,44.74,FV-8780
09/01/2024,FCAR017,050124,74.0,MAUX001,2308-103,0.75,55.71,FV-8784
09/01/2024,SEM104,050124,74.5,SEM122,191223,0.04,2.82,FV-8780
09/01/2024,SEM104,050124,74.5,MAUX002,2312-017,0.6,44.74,FV-8780
09/01/2024,FCAR018,050124,25.0,MAT183,2312-012,2.08,52.0,FV-8788
09/01/2024,FCAR018,050124,25.0,VAR417,2309-012,1.04,26.0,FV-8788
09/01/2024,FCAR018,050124,25.0,VAR142,2312-049,1.0,25.0,FV-8788
09/01/2024,SCRE048,150124,216.0,VAR423,2312-048,0.17,36.0,FV-8790
09/01/2024,SCRE048,150124,216.0,VAR417,2309-012,0.17,37.0,FV-8790
09/01/2024,FCAR017,050124,74.0,VAR142,2309-007,1.0,74.0,FV-8784
09/01/2024,FCAR017,050124,74.0,VAR417,2309-012,1.01,75.0,FV-8784
09/01/2024,FCAR017,050124,74.0,MAT183,2312-012,8.11,600.0,FV-8784
09/01/2024,SEM104,050124,74.5,MAUX018,2309-013,1.07,80.0,FV-8780
09/01/2024,SCRE048,150124,216.0,MAUX016,2308-043,1.0,217.0,FV-8790
09/01/2024,SEM104,050124,74.5,MAT104,2312-016,2.01,150.0,FV-8780
09/01/2024,FCAR017,050124,74.0,SEM104,050124,0.67,49.5,FV-8784
