fecha_fabricacion,articulo,lote_articulo,unidades_fabricadas,componente,lote_componente,consumo_unitario,consumo_total,id_orden
14/02/2025,FCAR005,140225,105.0,VAR142,2412-015,1.0,105.0,FV-11103
17/02/2025,SEM099,130225,158.62,MAT349,2411-020,0.03,4.46,FV-11104
17/02/2025,SCRE072,140225,73.0,MAUX015,2310-032,1.0,73.0,FV-11100
17/02/2025,SCRE036,140225,14079.0,MAT344,2501-114,0.09,1215.2,FV-11111
17/02/2025,SEM130,130225,3471.0,MAT073,2501-044,0.0,11.01,FV-11105
17/02/2025,SEM125,140225,293.0,MAT344,2501-114,0.08,23.09,FV-11107
17/02/2025,SEM101,150225,12.0,MAT345,2501-032,32.8,393.66,FV-11120
17/02/2025,SEM099,130225,158.62,MAT027,2501-100,0.69,110.0,FV-11104
17/02/2025,SEM124,140225,292.0,MAT303,2411-066,0.1,29.76,FV-11108
17/02/2025,SEM101,150225,12.0,MAT262,2501-074,3.28,39.37,FV-11120
17/02/2025,SEM124,140225,292.0,VAR444,2502-003,4.0,1168.0,FV-11108
17/02/2025,SEM099,130225,158.62,SEM122,281224,0.05,7.87,FV-11104
17/02/2025,SCRE036,140225,14079.0,MAT292,2502-009,1.03,14444.0,FV-11111
17/02/2025,SEM124,140225,292.0,MAUX024,2412-028,0.26,76.04,FV-11108
17/02/2025,SEM101,150225,12.0,MAT388,2501-038,0.28,3.4,FV-11120
17/02/2025,SEM124,140225,292.0,MAUX058,2410-075,1.11,325.0,FV-11108
17/02/2025,SCRE036,120225,16418.0,MAUX024,2412-028,0.23,3848.38,FV-11095
17/02/2025,SEM124,140225,292.0,MAT292,2502-009,1.08,316.0,FV-11108
17/02/2025,SCRE070,140225,522.0,VAR444,2502-003,4.0,2088.0,FV-11109
17/02/2025,SCRE070,140225,522.0,MAT303,2411-066,0.1,51.02,FV-11109
17/02/2025,SEM101,150225,12.0,MAT389,2501-066,2.3,27.62,FV-11120
17/02/2025,SEM130,130225,3471.0,MAT033,2412-042,0.02,73.22,FV-11105
17/02/2025,SEM125,140225,293.0,MAT292,2502-009,1.13,332.0,FV-11107
17/02/2025,SEM101,150225,12.0,MAT388,2502-034,1.37,16.42,FV-11120
17/02/2025,SEM099,130225,158.62,VAR113,2411-080,0.11,17.0,FV-11104
17/02/2025,SCRE036,140225,14079.0,MAUX020,2502-042,0.03,480.0,FV-11111
17/02/2025,SEM125,140225,293.0,MAUX024,2412-028,0.26,76.3,FV-11107
17/02/2025,SCRE036,140225,14079.0,MAUX024,2412-028,0.23,3300.12,FV-11111
17/02/2025,SCRE036,140225,14079.0,MAUX020,2502-020,0.05,693.0,FV-11111
17/02/2025,FPOS015,130225,95.0,VAR417,2412-033,1.26,120.0,FV-11106
17/02/2025,SCRE070,140225,522.0,MAUX024,2412-028,0.26,135.93,FV-11109
17/02/2025,SCRE036,120225,16418.0,MAUX020,2502-020,0.08,1368.0,FV-11095
17/02/2025,SEM125,140225,293.0,MAUX057,2501-105,1.11,326.0,FV-11107
17/02/2025,SEM099,130225,158.62,MAUX018,2410-043,0.03,4.0,FV-11104
17/02/2025,SCRE036,120225,16418.0,MAT292,2501-022,0.71,11678.0,FV-11095
17/02/2025,SCRE036,120225,16418.0,MAUX042,2501-026,1.09,17894.0,FV-11095
17/02/2025,SCRE072,140225,73.0,VAR113,2411-080,1.03,75.0,FV-11100
17/02/2025,SCRE070,140225,522.0,MAUX060,2501-107,1.11,580.0,FV-11109
17/02/2025,FPOS015,130225,95.0,MAT196,2409-064,2.4,228.0,FV-11106
17/02/2025,SCRE036,120225,16418.0,MAT104,2501-017,0.03,456.0,FV-11095
17/02/2025,SCRE036,120225,16418.0,VAR444,2502-003,2.59,42444.0,FV-11095
17/02/2025,FPOS015,130225,95.0,VAR118,2411-034,1.0,95.0,FV-11106
17/02/2025,SCRE036,120225,16418.0,MAT292,2502-009,0.31,5169.0,FV-11095
17/02/2025,SCRE036,140225,14079.0,MAT104,2501-017,0.03,392.0,FV-11111
17/02/2025,SCRE070,140225,522.0,VAR417,2412-033,0.06,30.0,FV-11109
17/02/2025,SEM133,110225,68.84,MAUX002,2412-038,0.51,35.41,FV-11122
17/02/2025,FPOS015,130225,95.0,MAUX066,2410-119,6.33,601.0,FV-11106
17/02/2025,FCAR046,150225,135.0,MAT183,2412-045,12.59,1700.0,FV-11112
17/02/2025,FPOS015,130225,95.0,MAT183,2412-045,1.26,120.0,FV-11106
17/02/2025,SCRE036,140225,14079.0,MAUX042,2501-026,1.09,15345.0,FV-11111
17/02/2025,SEM099,130225,158.62,MAT033,2412-042,0.07,10.94,FV-11104
17/02/2025,SCRE070,140225,522.0,MAT292,2502-009,1.03,537.0,FV-11109
17/02/2025,SEM133,110225,68.84,MAUX001,2412-037,0.51,35.41,FV-11122
17/02/2025,FCAR046,150225,135.0,VAR142,2412-015,1.0,135.0,FV-11112
17/02/2025,FPOS015,130225,95.0,SEM130,130225,36.35,3453.0,FV-11106
17/02/2025,SEM130,130225,3471.0,MAT021,2501-093,0.01,17.61,FV-11105
17/02/2025,SEM130,130225,3471.0,MAT013,2501-042,0.03,87.01,FV-11105
17/02/2025,SEM130,130225,3471.0,MAT166,2501-084,0.05,170.0,FV-11105
17/02/2025,SEM130,130225,3471.0,MAT013,2502-007,0.01,24.9,FV-11105
17/02/2025,SCRE070,140225,522.0,MAT297,2501-035,0.02,11.42,FV-11109
17/02/2025,SCRE072,140225,73.0,SEM125,140225,4.0,292.0,FV-11100
17/02/2025,SEM125,140225,293.0,SEM112,310125,0.03,9.0,FV-11107
17/02/2025,SEM124,140225,292.0,SEM126,200125,0.02,7.0,FV-11108
17/02/2025,SCRE072,140225,73.0,SEM124,140225,4.0,292.0,FV-11100
17/02/2025,SCRE070,140225,522.0,SEM126,200125,0.02,12.0,FV-11109
17/02/2025,SCRE036,120225,16418.0,SEM085,120225,0.02,401.0,FV-11095
17/02/2025,SCRE036,120225,16418.0,SEM085,020225,0.0,55.0,FV-11095
17/02/2025,FCAR046,150225,135.0,SEM096,150225,12.0,1620.0,FV-11112
17/02/2025,SCRE036,140225,14079.0,SEM085,120225,0.03,392.0,FV-11111
17/02/2025,SCRE036,140225,14079.0,MAT296,2502-023,0.02,217.56,FV-11111
17/02/2025,SEM124,140225,292.0,MAT297,2501-035,0.02,5.05,FV-11108
17/02/2025,SEM124,140225,292.0,MAT297,2412-107,0.01,2.0,FV-11108
17/02/2025,SEM130,130225,3471.0,MAT166,2502-037,0.01,50.0,FV-11105
17/02/2025,SCRE036,120225,16418.0,MAT296,2502-023,0.02,253.08,FV-11095
17/02/2025,SCRE036,140225,14079.0,VAR444,2502-003,2.13,30000.0,FV-11111
17/02/2025,SCRE036,140225,14079.0,VAR444,2502-031,1.87,26316.0,FV-11111
17/02/2025,FCAR046,150225,135.0,VAR417,2412-033,1.04,140.0,FV-11112
17/02/2025,SCRE036,120225,16418.0,MAT344,2501-114,0.09,1414.7,FV-11095
17/02/2025,SEM099,130225,158.62,MAT320,2412-066,0.13,19.94,FV-11104
17/02/2025,SEM099,130225,158.62,MAT359,2411-090,0.05,8.66,FV-11104
17/02/2025,FPOS015,130225,95.0,MAUX023,2409-102,6.18,587.0,FV-11106
17/02/2025,SCRE072,140225,73.0,MAUX068,2412-016,1.0,73.0,FV-11100
17/02/2025,SEM125,140225,293.0,VAR444,2502-003,4.0,1172.0,FV-11107
18/02/2025,SCRE046,170225,3587.0,MAT292,2502-009,1.02,3671.0,FV-11115
18/02/2025,SCRE046,170225,3587.0,MAT278,2501-095,0.11,380.64,FV-11115
18/02/2025,SCRE046,170225,3587.0,MAUX046,2501-025,0.24,863.0,FV-11115
18/02/2025,SCRE046,170225,3587.0,MAUX046,2411-051,0.87,3123.0,FV-11115
18/02/2025,SCRE048,210225,150.0,VAR417,2412-033,0.18,27.0,FV-11126
18/02/2025,SCRE047,170225,2260.0,VAR417,2412-033,0.04,80.0,FV-11116
18/02/2025,SCRE048,190225,318.0,VAR417,2412-033,0.21,66.0,FV-11125
18/02/2025,SCRE047,170225,2260.0,MAT278,2501-095,0.09,201.96,FV-11116
18/02/2025,SCRE046,170225,3587.0,MAUX024,2412-028,0.26,934.05,FV-11115
18/02/2025,SCRE047,170225,2260.0,MAT292,2502-009,1.03,2330.0,FV-11116
18/02/2025,SCRE046,170225,3587.0,VAR444,2502-031,4.0,14348.0,FV-11115
18/02/2025,SCRE049,170225,648.0,VAR423,2412-007,0.17,108.0,FV-11114
18/02/2025,SCRE048,190225,318.0,MAUX016,2412-121,1.02,325.0,FV-11125
18/02/2025,SCRE049,190225,432.0,MAUX016,2412-121,1.02,441.0,FV-11124
18/02/2025,SCRE047,170225,2260.0,MAUX024,2412-028,0.26,588.5,FV-11116
18/02/2025,SCRE049,170225,648.0,MAUX029,2412-117,1.0,648.0,FV-11114
18/02/2025,SCRE046,170225,3587.0,VAR417,2412-033,0.04,130.0,FV-11115
18/02/2025,SCRE049,190225,432.0,MAUX029,2412-117,1.0,432.0,FV-11124
18/02/2025,SCRE049,190225,432.0,VAR417,2412-033,0.2,85.0,FV-11124
18/02/2025,SCRE047,170225,2260.0,VAR444,2502-031,4.0,9040.0,FV-11116
18/02/2025,SCRE048,190225,318.0,MAUX026,2502-028,1.0,318.0,FV-11125
18/02/2025,SCRE049,170225,648.0,MAUX016,2412-121,1.02,662.0,FV-11114
18/02/2025,SCRE049,170225,648.0,VAR417,2412-033,0.17,112.0,FV-11114
18/02/2025,SCRE047,170225,2260.0,MAUX047,2501-024,1.11,2512.0,FV-11116
18/02/2025,SCRE049,190225,432.0,VAR423,2412-007,0.17,72.0,FV-11124
18/02/2025,SCRE047,170225,2260.0,SEM082,100225,0.03,66.0,FV-11116
18/02/2025,SCRE046,170225,3587.0,SEM083,050225,0.03,104.0,FV-11115
18/02/2025,SCRE048,190225,318.0,SEM095,140225,1.0,318.0,FV-11125
18/02/2025,SCRE049,190225,432.0,SEM096,150225,1.0,432.0,FV-11124
18/02/2025,SCRE049,170225,648.0,SEM096,050225,0.42,271.0,FV-11114
18/02/2025,SCRE049,170225,648.0,SEM096,150225,0.58,377.0,FV-11114
18/02/2025,SCRE048,210225,150.0,SEM095,140225,1.0,150.0,FV-11126
18/02/2025,SCRE048,190225,318.0,VAR423,2412-007,0.17,53.0,FV-11125
18/02/2025,SCRE048,210225,150.0,MAUX026,2502-028,1.0,150.0,FV-11126
18/02/2025,SCRE048,210225,150.0,VAR423,2412-007,0.17,25.0,FV-11126
18/02/2025,SCRE048,210225,150.0,MAUX016,2412-121,1.03,154.0,FV-11126
19/02/2025,SEM072,140225,165.0,MAT313,2501-049,0.0,0.55,FV-11118
19/02/2025,SCRE048,240225,648.0,MAUX016,2412-121,1.02,662.0,FV-11127
19/02/2025,SEM072,140225,165.0,MAT318,2502-043,0.06,10.44,FV-11118
19/02/2025,SEM085,170225,1335.0,MAUX002,2412-038,0.51,686.58,FV-11110
19/02/2025,SEM072,140225,165.0,MAT313,2502-011,0.01,0.84,FV-11118
19/02/2025,FCAR019,120225,31.0,VAR408,2404-104,0.0,0.03,FV-11129
19/02/2025,SEM104,120225,102.0,SEM122,281224,0.04,3.75,FV-11096
19/02/2025,SEM085,170225,1335.0,SEM101,150225,0.01,7.73,FV-11110
19/02/2025,SEM085,170225,1335.0,SEM101,020225,0.0,4.0,FV-11110
19/02/2025,SEM100,130225,120.64,SEM122,281224,0.1,12.21,FV-11123
19/02/2025,SEM072,140225,165.0,MAT338,2501-012,0.34,55.43,FV-11118
19/02/2025,SEM072,140225,165.0,MAT307,2408-093,0.02,3.32,FV-11118
19/02/2025,SCRE010,130225,186.0,VAR423,2412-007,0.17,31.0,FV-11131
19/02/2025,SEM072,140225,165.0,MAT323,2412-063,0.04,5.93,FV-11118
19/02/2025,SCRE048,170225,672.0,VAR417,2412-033,0.18,120.0,FV-11113
19/02/2025,SEM095,140225,2079.0,MAUX001,2412-037,0.09,178.19,FV-11119
19/02/2025,SCRE048,170225,672.0,VAR423,2412-007,0.17,112.0,FV-11113
19/02/2025,SEM095,140225,2079.0,MAUX002,2412-038,0.09,178.19,FV-11119
19/02/2025,SCRE048,170225,672.0,MAUX016,2412-121,1.02,686.0,FV-11113
19/02/2025,SCRE048,170225,672.0,MAUX026,2502-028,1.0,672.0,FV-11113
19/02/2025,SEM072,140225,165.0,MAT146,2207-081,0.21,35.0,FV-11118
19/02/2025,SEM095,140225,2079.0,MAT048,2412-096,0.24,495.5,FV-11119
19/02/2025,SEM104,120225,102.0,MAUX002,2412-038,0.73,74.38,FV-11096
19/02/2025,SEM104,120225,102.0,MAUX018,2410-043,1.03,105.0,FV-11096
19/02/2025,SCRE048,240225,648.0,MAUX026,2412-116,0.2,132.0,FV-11127
19/02/2025,SCRE048,240225,648.0,MAUX026,2502-028,0.8,516.0,FV-11127
19/02/2025,SCRE068,060225,606.0,MAUX001,2412-037,0.21,128.35,FV-11063
19/02/2025,FCAR019,120225,31.0,SEM005,120225,16.1,499.0,FV-11129
19/02/2025,FCAR019,120225,31.0,VAR142,2412-015,1.0,31.0,FV-11129
19/02/2025,SEM095,140225,2079.0,MAT339,2502-024,0.03,69.78,FV-11119
19/02/2025,SCRE068,130225,648.0,MAT388,2501-038,0.01,6.61,FV-11117
19/02/2025,SEM095,140225,2079.0,MAT333,2411-125,0.03,72.2,FV-11119
19/02/2025,SCRE036,170225,17577.0,VAR444,2502-031,4.0,70308.0,FV-11128
19/02/2025,SCRE048,170225,672.0,SEM095,040225,0.0,2.0,FV-11113
19/02/2025,SCRE048,170225,672.0,SEM095,140225,1.0,670.0,FV-11113
19/02/2025,SCRE036,170225,17577.0,MAUX020,2502-042,0.08,1464.0,FV-11128
19/02/2025,SCRE068,060225,606.0,MAT397,2502-005,0.09,53.69,FV-11063
19/02/2025,SEM085,170225,1335.0,MAT290,2501-033,1.58,2106.34,FV-11110
19/02/2025,SCRE068,060225,606.0,MAUX020,2502-020,0.33,197.0,FV-11063
19/02/2025,SCRE068,060225,606.0,MAT397,2501-070,0.14,84.27,FV-11063
19/02/2025,SCRE036,170225,17577.0,MAT296,2502-023,0.02,270.84,FV-11128
19/02/2025,SCRE068,130225,648.0,MAT397,2502-005,0.27,174.0,FV-11117
19/02/2025,SCRE068,130225,648.0,MAT396,2501-089,0.25,162.0,FV-11117
19/02/2025,SEM095,140225,2079.0,SEM099,310125,0.01,11.4,FV-11119
19/02/2025,SCRE068,130225,648.0,MAT419,2501-078,0.27,174.0,FV-11117
19/02/2025,SEM095,140225,2079.0,VAR113,2411-080,0.03,72.0,FV-11119
19/02/2025,SEM104,120225,102.0,MAT228,2501-059,2.73,278.0,FV-11096
19/02/2025,SEM072,140225,165.0,MAT312,2409-034,0.12,19.73,FV-11118
19/02/2025,SEM100,130225,120.64,MAT347,2412-035,0.0,0.48,FV-11123
19/02/2025,SCRE068,060225,606.0,MAT396,2501-089,0.25,152.0,FV-11063
19/02/2025,SCRE068,060225,606.0,MAT419,2501-078,0.27,163.0,FV-11063
19/02/2025,SCRE068,130225,648.0,VAR113,2411-080,1.08,700.0,FV-11117
19/02/2025,SEM095,140225,2079.0,SEM099,130225,0.06,129.8,FV-11119
19/02/2025,SCRE049,240225,648.0,SEM096,150225,0.99,642.0,FV-11134
19/02/2025,SEM085,170225,1335.0,MAT339,2502-024,1.59,2115.98,FV-11110
19/02/2025,SCRE036,170225,17577.0,SEM085,120225,0.02,360.0,FV-11128
19/02/2025,SCRE010,130225,186.0,SEM047,180225,1.0,186.0,FV-11131
19/02/2025,SCRE068,060225,606.0,VAR113,2411-080,1.12,680.0,FV-11063
19/02/2025,SCRE036,170225,17577.0,SEM085,170225,0.01,128.0,FV-11128
19/02/2025,SCRE010,130225,186.0,SEM046,140125,1.0,186.0,FV-11131
19/02/2025,SEM104,120225,102.0,MAT042,2501-081,4.7,479.5,FV-11096
19/02/2025,SCRE048,240225,648.0,SEM095,140225,1.0,648.0,FV-11127
19/02/2025,SEM072,140225,165.0,MAT311,2409-033,0.09,14.36,FV-11118
19/02/2025,SCRE049,240225,648.0,VAR417,2412-033,0.19,120.0,FV-11134
19/02/2025,SEM085,170225,1335.0,MAT324,2501-113,1.01,1349.78,FV-11110
19/02/2025,SCRE068,060225,606.0,MAT414,2411-098,0.09,54.9,FV-11063
19/02/2025,SCRE010,130225,186.0,VAR424,2412-118,1.0,186.0,FV-11131
19/02/2025,SCRE048,240225,648.0,VAR417,2412-033,0.17,111.0,FV-11127
19/02/2025,SCRE068,060225,606.0,MAT414,2501-101,0.13,80.81,FV-11063
19/02/2025,SEM085,170225,1335.0,VAR417,2412-033,1.05,1400.0,FV-11110
19/02/2025,SEM100,130225,120.64,MAT349,2411-020,0.04,4.35,FV-11123
19/02/2025,SCRE036,170225,17577.0,MAUX024,2412-028,0.2,3500.0,FV-11128
19/02/2025,FCAR019,120225,31.0,VAR417,2412-033,1.06,33.0,FV-11129
19/02/2025,SCRE036,170225,17577.0,MAT104,2502-044,0.03,488.0,FV-11128
19/02/2025,SEM104,120225,102.0,MAT104,2501-017,2.0,204.0,FV-11096
19/02/2025,SEM072,140225,165.0,MAUX045,2303-021,0.61,100.0,FV-11118
19/02/2025,SEM104,120225,102.0,MAUX001,2412-037,0.73,74.38,FV-11096
19/02/2025,SEM085,170225,1335.0,MAUX001,2412-037,0.51,686.58,FV-11110
19/02/2025,SEM100,130225,120.64,MAT360,2501-083,1.17,141.36,FV-11123
19/02/2025,SCRE049,240225,648.0,MAUX029,2412-117,1.0,648.0,FV-11134
19/02/2025,SCRE010,130225,186.0,VAR417,2412-033,0.18,33.0,FV-11131
19/02/2025,SCRE068,130225,648.0,MAUX001,2412-037,0.21,137.25,FV-11117
19/02/2025,SCRE068,130225,648.0,MAUX002,2412-038,0.21,137.25,FV-11117
19/02/2025,SCRE068,130225,648.0,MAT414,2501-101,0.21,135.7,FV-11117
19/02/2025,SCRE036,170225,17577.0,MAT344,2501-114,0.09,1512.8,FV-11128
19/02/2025,SEM100,130225,120.64,VAR113,2411-080,0.17,20.0,FV-11123
19/02/2025,SCRE036,170225,17577.0,MAUX042,2501-026,1.12,19758.0,FV-11128
19/02/2025,SCRE036,170225,17577.0,MAUX042,2501-108,0.37,6587.0,FV-11128
19/02/2025,SCRE049,240225,648.0,MAUX016,2412-121,1.02,662.0,FV-11134
19/02/2025,SEM100,130225,120.64,MAT271,2501-103,0.0,0.48,FV-11123
19/02/2025,SCRE049,240225,648.0,VAR423,2412-007,0.17,108.0,FV-11134
19/02/2025,SCRE068,060225,606.0,MAUX002,2412-038,0.21,128.35,FV-11063
19/02/2025,SEM085,170225,1335.0,MAT408,2501-073,0.31,413.93,FV-11110
19/02/2025,SCRE068,130225,648.0,MAT408,2501-073,0.34,217.45,FV-11117
19/02/2025,SCRE010,130225,186.0,MAUX016,2412-121,1.02,190.0,FV-11131
19/02/2025,SCRE068,060225,606.0,MAT388,2501-038,0.01,6.61,FV-11063
19/02/2025,SCRE036,170225,17577.0,MAT292,2502-009,1.04,18342.0,FV-11128
19/02/2025,SCRE048,240225,648.0,VAR423,2412-007,0.17,108.0,FV-11127
19/02/2025,SCRE068,060225,606.0,MAT408,2501-073,0.35,209.46,FV-11063
19/02/2025,SEM100,130225,120.64,MAT320,2412-066,0.18,21.2,FV-11123
19/02/2025,SCRE068,130225,648.0,MAUX020,2502-020,0.33,211.0,FV-11117
20/02/2025,SEM071,170225,250.0,MAT129,2412-032,0.11,26.5,FV-11136
20/02/2025,SCRE036,190225,10341.0,MAUX042,2501-108,1.09,11271.0,FV-11141
20/02/2025,SCRE068,110225,651.0,MAUX002,2412-038,0.21,137.88,FV-11088
20/02/2025,SEM071,170225,250.0,MAT314,2502-012,0.02,4.59,FV-11136
20/02/2025,FTAR002,180225,28.0,MAT229,2412-065,0.02,0.52,FV-11140
20/02/2025,FCAR024,190225,28.0,MAUX001,2412-037,1.54,43.2,FV-11137
20/02/2025,SCRE068,110225,651.0,MAUX020,2502-042,0.33,215.0,FV-11088
20/02/2025,SCRE010,100225,30.0,MAUX016,2412-121,1.07,32.0,FV-11130
20/02/2025,FCAR024,190225,28.0,SEM102,190225,1.5,42.0,FV-11137
20/02/2025,FCAR002,190225,96.0,SEM102,190225,0.67,64.25,FV-11139
20/02/2025,SCRE036,190225,10341.0,MAT104,2502-044,0.03,288.0,FV-11141
20/02/2025,FTAR002,180225,28.0,SEM072,160125,1.0,28.0,FV-11140
20/02/2025,FTAR002,180225,28.0,VAR118,2411-034,1.0,28.0,FV-11140
20/02/2025,SCRE036,190225,10341.0,VAR444,2502-031,1.51,15588.0,FV-11141
20/02/2025,SEM071,170225,250.0,MAT364,2405-109,0.16,39.8,FV-11136
20/02/2025,SCRE036,190225,10341.0,MAT296,2502-023,0.02,159.84,FV-11141
20/02/2025,SCRE036,190225,10341.0,MAUX020,2502-042,0.08,861.0,FV-11141
20/02/2025,SCRE036,190225,10341.0,MAT292,2502-009,1.04,10741.0,FV-11141
20/02/2025,SCRE068,110225,651.0,MAT388,2501-038,0.01,6.61,FV-11088
20/02/2025,FTAR002,180225,28.0,MAT132,2502-026,2.7,75.6,FV-11140
20/02/2025,SCRE068,110225,651.0,MAT397,2502-005,0.27,174.76,FV-11088
20/02/2025,SCRE068,110225,651.0,MAT396,2501-089,0.25,163.0,FV-11088
20/02/2025,FTAR002,180225,28.0,MAT183,2412-045,16.61,465.0,FV-11140
20/02/2025,SCRE068,110225,651.0,MAT419,2501-078,0.27,174.86,FV-11088
20/02/2025,SEM096,150225,3914.0,MAT149,2501-021,0.2,799.68,FV-11121
20/02/2025,SCRE036,190225,10341.0,VAR444,2502-051,2.49,25776.0,FV-11141
20/02/2025,SCRE036,190225,10341.0,SEM085,170225,0.03,288.0,FV-11141
20/02/2025,SEM096,150225,3914.0,SEM100,310125,0.0,7.89,FV-11121
20/02/2025,SEM096,150225,3914.0,SEM100,130225,0.02,85.6,FV-11121
20/02/2025,SCRE068,110225,651.0,MAUX001,2412-037,0.21,137.88,FV-11088
20/02/2025,SCRE010,100225,30.0,SEM046,140125,1.0,30.0,FV-11130
20/02/2025,SCRE010,100225,30.0,SEM047,110125,1.0,30.0,FV-11130
20/02/2025,SEM071,170225,250.0,MAT315,2412-061,0.0,1.05,FV-11136
20/02/2025,SEM071,170225,250.0,MAT314,2412-060,0.01,2.86,FV-11136
20/02/2025,SEM071,170225,250.0,MAT315,2502-013,0.01,2.53,FV-11136
20/02/2025,SEM071,170225,250.0,MAT314,2411-006,0.02,4.1,FV-11136
20/02/2025,SEM096,150225,3914.0,MAUX002,2412-038,0.09,335.47,FV-11121
20/02/2025,FCAR002,190225,96.0,MAUX001,2412-037,0.91,87.77,FV-11139
20/02/2025,SCRE010,100225,30.0,VAR417,2412-033,0.23,7.0,FV-11130
20/02/2025,SCRE010,100225,30.0,VAR424,2412-118,1.0,30.0,FV-11130
20/02/2025,SCRE068,110225,651.0,MAT414,2411-098,0.05,30.8,FV-11088
20/02/2025,FCAR024,190225,28.0,MAT183,2412-045,3.21,90.0,FV-11137
20/02/2025,SCRE068,110225,651.0,MAT414,2501-101,0.16,104.9,FV-11088
20/02/2025,FCAR002,190225,96.0,VAR417,2412-033,1.02,98.0,FV-11139
20/02/2025,FCAR002,190225,96.0,MAT183,2412-045,8.18,785.0,FV-11139
20/02/2025,SEM071,170225,250.0,MAT338,2501-012,0.21,52.9,FV-11136
20/02/2025,FCAR024,190225,28.0,VAR142,2412-015,1.0,28.0,FV-11137
20/02/2025,SEM071,170225,250.0,MAUX045,2303-021,0.72,180.55,FV-11136
20/02/2025,FCAR002,190225,96.0,VAR142,2412-015,1.0,96.0,FV-11139
20/02/2025,SCRE068,110225,651.0,MAT408,2501-073,0.34,218.8,FV-11088
20/02/2025,SEM096,150225,3914.0,VAR113,2411-080,0.04,170.0,FV-11121
20/02/2025,SEM096,150225,3914.0,MAUX001,2412-037,0.09,335.47,FV-11121
20/02/2025,SEM071,170225,250.0,MAT018,2404-012,0.0,0.8,FV-11136
20/02/2025,SCRE036,190225,10341.0,MAUX024,2412-028,0.15,1500.0,FV-11141
20/02/2025,SEM071,170225,250.0,MAT017,2412-010,0.02,4.22,FV-11136
20/02/2025,FTAR002,180225,28.0,VAR417,2412-033,1.04,29.0,FV-11140
20/02/2025,FCAR002,190225,96.0,MAUX002,2412-038,0.91,87.77,FV-11139
20/02/2025,SCRE068,110225,651.0,VAR113,2411-080,1.08,700.0,FV-11088
20/02/2025,SCRE036,190225,10341.0,MAT344,2501-114,0.09,892.8,FV-11141
20/02/2025,SEM071,170225,250.0,MAT405,2412-064,0.04,9.55,FV-11136
20/02/2025,FCAR024,190225,28.0,MAUX002,2412-038,1.54,43.2,FV-11137
20/02/2025,FTAR002,180225,28.0,MAUX002,2412-038,1.83,51.2,FV-11140
20/02/2025,SEM071,170225,250.0,MAT130,2409-092,0.11,26.5,FV-11136
20/02/2025,SCRE010,100225,30.0,VAR423,2412-007,0.17,5.0,FV-11130
20/02/2025,FTAR002,180225,28.0,MAUX001,2412-037,1.83,51.2,FV-11140
20/02/2025,FCAR024,190225,28.0,VAR417,2412-033,1.07,30.0,FV-11137
21/02/2025,SCCO015,190225,1368.0,MAUX023,2409-102,0.96,1310.0,FV-11153
21/02/2025,FPOS010,190225,145.0,MAT196,2502-010,0.33,48.0,FV-11147
21/02/2025,SCCO013,180225,1656.0,MAUX023,2409-102,1.02,1690.0,FV-11143
21/02/2025,SCRE047,200225,2490.0,MAUX047,2501-024,1.11,2767.0,FV-11148
21/02/2025,SCRE068,180225,639.0,MAUX001,2412-037,0.21,135.34,FV-11132
21/02/2025,SEM123,190225,5692.0,MAT021,2501-093,0.03,188.57,FV-11146
21/02/2025,SCRE068,180225,639.0,MAT388,2502-034,0.01,6.61,FV-11132
21/02/2025,FPOS010,190225,145.0,VAR417,2412-033,1.03,150.0,FV-11147
21/02/2025,SCCO013,180225,1656.0,SEM072,140225,0.01,22.0,FV-11143
21/02/2025,SCCO013,180225,1656.0,SEM072,160125,0.02,39.0,FV-11143
21/02/2025,FPOS010,190225,145.0,SEM123,190225,36.04,5226.0,FV-11147
21/02/2025,SCCO015,190225,1368.0,SEM132,190225,1.0,1368.0,FV-11153
21/02/2025,SCCO015,190225,1368.0,VAR417,2412-033,0.09,118.0,FV-11153
21/02/2025,SCRE047,200225,2490.0,MAT278,2501-095,0.09,223.38,FV-11148
21/02/2025,SCRE036,200225,5988.0,MAUX020,2502-042,0.08,499.0,FV-11142
21/02/2025,SCRE036,200225,5988.0,MAT296,2502-023,0.02,93.24,FV-11142
21/02/2025,SCRE036,200225,5988.0,SEM085,170225,0.03,168.0,FV-11142
21/02/2025,SCCO015,190225,1368.0,MAT310,2412-013,1.0,1368.0,FV-11153
21/02/2025,SCRE036,200225,5988.0,MAT292,2502-009,1.02,6130.0,FV-11142
21/02/2025,SCCO013,180225,1656.0,MAT132,2502-026,0.08,136.75,FV-11143
21/02/2025,SCRE068,180225,639.0,MAT396,2501-089,0.25,160.0,FV-11132
21/02/2025,SCRE068,180225,639.0,MAT419,2501-078,0.27,171.54,FV-11132
21/02/2025,SCRE068,180225,639.0,MAT397,2502-005,0.27,171.29,FV-11132
21/02/2025,SCCO013,180225,1656.0,VAR142,2412-015,0.08,138.0,FV-11143
21/02/2025,SCRE046,200225,2320.0,MAUX024,2412-028,0.26,604.13,FV-11150
21/02/2025,FPOS010,190225,145.0,MAT183,2412-045,1.03,150.0,FV-11147
21/02/2025,SCRE046,200225,2320.0,SEM083,050225,0.03,67.0,FV-11150
21/02/2025,SCRE047,200225,2490.0,SEM082,100225,0.03,73.0,FV-11148
21/02/2025,SEM123,190225,5692.0,MAT154,2501-065,0.02,127.07,FV-11146
