Cód. artículo;Artículo;Tipo unidad (Obsoleto);Precio estándar;Precio compra;Ultimo precio compra;Familia;Línea;Tipo;Obsoleto;Peso;Peso neto artículo;
MAT394;FONDO DE PESCADO SIN SAL;Kg;14,8000;14,8000;14,8;MP;COMPON;AMBIENTE;No;0;;
MAT395;FONDO DE BOGAVANTE;Kg;12,9000;12,9000;12,9;MP;COMPON;AMBIENTE;No;0;;
MAT396;DADOS DE POTON TRATADO 2X2;Kg;5,5000;5,5000;5,5;MP;COMPON;CONGELAD;No;0;;
MAT397;DADOS RAPE;Kg;4,9000;4,9000;4,9;MP;COMPON;CONGELAD;No;0;;
MAT398;COLAS LANGOSTINO BLACK TIGER;Kg;7,7000;7,7000;5,8;MP;COMPON;CONGELAD;No;0;;
MAT399;ACEITE DE GIRASOL GARRAFA 10 LITROS;Kg;1,4150;1,4150;1,4677;MP;COMPON;AMBIENTE;No;0;;
MAT400;DADOS DE POTON TRATADO 1X1;Kg;3,4500;3,4500;4,75;MP;COMPON;CONGELAD;No;0;;
MAT401;SECRETO BARRIGUERO ALJOMAR;Kg;0,0000;0,0000;0;MP;COMPON;CONGELAD;No;0;;
MAT402;MAGRO IBÉRICO ALJOMAR;Kg;0,0000;0,0000;0;MP;COMPON;CONGELAD;No;0;;
MAT403;PIÑONES CHINA (BOLSA 1 Kg);Kg;21,9000;21,9000;21,9;MP;COMPON;AMBIENTE;No;0;;
MAT404;RODABALLO PORCIONES 214-268;Kg;15,8100;15,8100;18,2;MP;COMPON;CONGELAD;No;0;;
MAT405;MOSTAZA AMARILLA GARRAFA 1,825 Kg;Kg;1,9900;1,9900;1,99;MP;COMPON;AMBIENTE;No;0;;
MAT406;FONDO BASE ARROCES PREPARADO DE MARISCO (Sin tomate ni pimentón);Kg;15,3000;15,3000;15,3;MP;COMPON;AMBIENTE;No;0;;
MAT407;CROQUETAS JAMON IBERICO SIN GLUTEN (CAJA 4X1 KG) FORMATO 35 GR (COMPRA);Uds;28,8000;28,8000;0;MP;COMPON;CONGELAD;Si;0;;
MAT408;ACEITE DE GIRASOL IBC 1.000 LITROS;Kg;1,3900;1,3900;1,39;MP;COMPON;AMBIENTE;No;0;;
MAT409;SECRETO IBERICO PAPADA GUIJUELO;Kg;0,0000;0,0000;0;MP;COMPON;CONGELAD;No;0;;
MAT410;CARRILLERA INTERNA IBERICA GUIJUELO;Kg;0,0000;0,0000;0;MP;COMPON;CONGELAD;No;0;;
MAT411;COSTILLA 1/3 IBERICA GUIJUELO;Kg;0,0000;0,0000;0;MP;COMPON;CONGELAD;No;0;;
MAT412;COCHINILLO IBERICO GUIJUELO;Kg;0,0000;0,0000;0;MP;COMPON;CONGELAD;No;0;;
MAT413;BACALAO EDERPESCA;Kg;0,0000;0,0000;0;MP;COMPON;CONGELAD;No;0;;
MAT414;FONDO PREPARADO PAELLA DE MARISCO MERCADONA;Kg;13,7200;13,7200;13,72;MP;COMPON;AMBIENTE;No;0;;
MAT415;CORVINA CIELO DE BOCA;Kg;0,0000;0,0000;0;MP;COMPON;CONGELAD;No;2,4068;;
MAT416;ACEITE DE ORUJO DE OLIVA GARRAFA 4.4 KG;Kg;4,1500;4,1500;4,15;MP;COMPON;AMBIENTE;No;0;;
MAT417;VINO REDUCIDO VINUWINER55L (GARRAFA 5KG);Kg;6,6500;6,6500;6,65;MP;COMPON;REFRIGER;No;0;;
MAT418;GUISANTES CONGELADOS;Kg;1,1600;1,1600;1,16;MP;COMPON;CONGELAD;No;0;;
MAT419;COLA DE LANGOSTINO PELADO VANAMEY;Kg;5,8000;5,8000;7,95;MP;COMPON;CONGELAD;No;0;;
MAT420;CODILLO DE CERDO ENTERO PALETA CON PIEL;Kg;2,2500;2,2500;0;MP;COMPON;CONGELAD;No;0;;
MAT421;AROMA DE QUESO MANCHEGO;Kg;14,1500;14,1500;14,323;MP;COMPON;AMBIENTE;No;0;;
MAT422;CREMA LOTUS (CUBO 8KG);Kg;6,8300;6,8300;6,83;MP;COMPON;REFRIGER;No;0;;
MAT423;COLORANTE CARAMELO (SACO 25KG);Kg;9,1000;9,1000;9,1;MP;COMPON;AMBIENTE;No;0;;
MAT424;COLORANTE VERDE (GARRAFA 5KG);Kg;42,3500;42,3500;42,35;MP;COMPON;AMBIENTE;No;0;;
MAT425;PASTA PISTACHO (CUBO 5KG);Kg;30,8460;30,8460;30,846;MP;COMPON;REFRIGER;No;0;;
MAT426;AROMA DE PISTACHO (FORMATO 10KG);Kg;52,5400;52,5400;52,54;MP;COMPON;AMBIENTE;No;0;;
MAT427;ALBONDIGAS MADURADAS;Kg;7,9000;7,9000;7,9;MP;COMPON;CONGELAD;No;0;;
MAT428;EXTRACTO POLLO RUSTIDO (RECIPIENTE 10KG);Kg;22,2900;22,2900;22,29;MP;COMPON;REFRIGER;No;0;;
MAT429;CEBOLLA EN POLVO;Kg;4,7700;4,7700;5,1;MP;COMPON;AMBIENTE;No;0;;
MAT430;MANITAS DE CERDO CUARTOS IQF;Kg;1,7300;1,7300;1,75;MP;COMPON;CONGELAD;No;0;;
MAT431;FONDO DE VERDURAS (SACO 20KG);Kg;7,8000;7,8000;7,8;MP;COMPON;AMBIENTE;No;0;;
MAT432;CHORIZO SARTA (ENVASE 400GR);Kg;10,7500;10,7500;10,75;MP;COMPON;REFRIGER;No;0;;
MAT433;CARNE DE POLLO (POLIBLOCK 10KG);Kg;3,6000;3,6000;3,6;MP;COMPON;CONGELAD;No;0;;
MAT434;SALSA TERIYAKI SIN GLUTEN;Kg;3,8700;3,8700;0;MP;COMPON;AMBIENTE;No;0;;
MAT435;FONDO PREPARADO PAELLA DE MARISCO MERCADONA (SIN SAL);Kg;14,1000;14,1000;14,1;MP;COMPON;AMBIENTE;No;0;;
MAT436;SALSA PERRINS (SIN GLUTEN);Kg;10,6680;10,6880;10,688;MP;COMPON;REFRIGER;No;0;;
MAT437;SALSA DE SOJA (SIN GLUTEN);Kg;1,8900;1,8900;1,89;MP;COMPON;REFRIGER;No;0;;
MAT438;COBERTURA DE CHOCOLATE NEGRO BC;Kg;10,4100;10,4100;10,41;MP;COMPON;AMBIENTE;No;0;;
MATOF001;ARCHIVADOR FOLIO PALANCA PMC (PACK 12);Uds;0,0000;19,5000;24,64;VARIOS;VARIOS;;No;0;;
MATOF002;FUNDA ARCHIVADOR FOLIO PMC (PACK 12);Uds;0,0000;8,6296;7,5;VARIOS;VARIOS;;No;0;;
MATOF003;CAJA PAPEL DISCOVERY 2500H A4 75gr;Uds;0,0000;12,7500;0;VARIOS;VARIOS;;No;0;;
MATOF004;PAQUETE PAPEL NAVIGATOR A3 80gr 500H;Uds;0,0000;7,3700;0;VARIOS;VARIOS;;No;0;;
MATOF005;CAJA  PAPEL NAVIGATOR A3 80gr 2500h;Uds;0,0000;30,0000;0;VARIOS;VARIOS;;No;0;;
MATOF006;TONER REMAPREMIUN NEGRO PARA MFP M125 N83a;Uds;0,0000;20,0000;35;VARIOS;VARIOS;;No;0;;
MATOF007;TONER REMANUF HP CP1025NW CIAN 1000 PAG;Uds;0,0000;21,8400;0;VARIOS;VARIOS;;No;0;;
MATOF008;TONER REMANUF HP CP1025NW AMARILLO 1000 PAG;Uds;0,0000;21,8400;0;VARIOS;VARIOS;;No;0;;
MATOF009;TONER REMANUF HP CP1025NW MAGENTA 1000 PAG;Uds;0,0000;21,8400;0;VARIOS;VARIOS;;No;0;;
MATOF010;TONER REMANUF HP CP1025NW NEGRO 1200 PAG;Uds;0,0000;23,2900;23,9;VARIOS;VARIOS;;No;0;;
MATOF011;PACK AHORRO POST-IT Z-NOTES 76x76;Uds;0,0000;22,7000;21,2;VARIOS;VARIOS;;No;0;;
MATOF012;BLOC NOTAS APLI ZIG-ZAG 76x76;Uds;0,0000;0,3500;0,38;VARIOS;VARIOS;;No;0;;
MATOF013;BLOC NOTAS POST-IT 654 76x76;Uds;0,0000;0,9100;0;VARIOS;VARIOS;;No;0;;
MATOF014;"BLOC NOTAS POST-IT INDEX INCLINADOS 2""";Uds;0,0000;3,6700;0;VARIOS;VARIOS;;No;0;;
MATOF015;BOLIGRAFO PILOT G2 RETRACTIL AZUL TINTA DE GEL;Uds;0,0000;1,1760;1,176;VARIOS;VARIOS;;No;0;;
MATOF016;CARPETAS CON GOMAS  A-4 COLORES SURTIDOS;Uds;0,0000;1,8000;1,8;VARIOS;VARIOS;;No;0;;
MATOF017;CINTA ADHESIVA SCOTCH CRYSTAL CLEAR 19x33;Uds;0,0000;2,0000;2;VARIOS;VARIOS;;No;0;;
MATOF018;CINTA ADHESIVA REMOVIBLE SCOTCH MAGIC 19x33;Uds;0,0000;2,5100;0;VARIOS;VARIOS;;No;0;;
MATOF019;CINTA ADHESIVA INVISIBLE 19mm X 20m;Uds;0,0000;0,2460;0;VARIOS;VARIOS;;No;0;;
MATOF020;CORRECTOR SECO EN CINTA 5mm X 8m;Uds;0,0000;1,2000;0;VARIOS;VARIOS;;No;0;;
MATOF021;CARPETA COLGANTE A4 METALICA;Uds;0,0000;0,4800;0;VARIOS;VARIOS;;No;0;;
MATOF022;CLIPS LABIADOS Nº 2 (C/100 UD);Uds;0,0000;0,2800;0,5573;VARIOS;VARIOS;;No;0;;
MATOF023;CLIPS LABIADOS Nº 3 (C/100 UD);Uds;0,0000;0,5200;0;VARIOS;VARIOS;;No;0;;
MATOF024;FUNDA A4 MULTITALADRO  PP (CAJA 100 U);Uds;0,0000;4,5000;0;VARIOS;VARIOS;;No;0;;
MATOF025;FUNDA FOLIO MULTITALADRO  PP (CAJA 100 U);Uds;0,0000;5,4000;5,52;VARIOS;VARIOS;;No;0;;
MATOF026;GRAPAS ERICH KARUSE 24/6 COBREADAS (C/1000);Uds;0,0000;0,2000;0;VARIOS;VARIOS;;No;0;;
MATOF027;GRAPAS PETRUS 22/6 -24/6 COBREADAS (C/1000);Uds;0,0000;0,9789;0,76;VARIOS;VARIOS;;No;0;;
MATOF028;GOMA DE BORRAR MILAN 430;Uds;0,0000;0,1700;0,17;VARIOS;VARIOS;;No;0;;
MATOF029;MARCADOR STABILO BOSS ORIGINAL AMARILLO;Uds;0,0000;0,9300;1,03;VARIOS;VARIOS;;No;0;;
MATOF030;MARCADOR STABILO BOSS ORIGINAL VERDE;Uds;0,0000;0,9300;1,03;VARIOS;VARIOS;;No;0;;
MATOF031;BANDEJA PLASTICO SOBREMESA CRISTAL TRANSPARENTE;Uds;0,0000;1,2500;2,48;VARIOS;VARIOS;;No;0;;
MATOF032;CAJA DE 250 BOLSAS BLANCAS AUTODEX 250x353;Uds;0,0000;23,0000;0;VARIOS;VARIOS;;No;0;;
MATOF033;CAJA DE 500 SOBRES AUTODEX 115x225 SIN VENTANA;Uds;0,0000;9,0000;12,25;VARIOS;VARIOS;;No;0;;
MATOF034;CALCULADORA CASIO DH12TER 12 DIGITOS;Uds;0,0000;25,0000;0;VARIOS;VARIOS;;No;0;;
MATOF035;CALCULADORA CASIO MS80 8 DIGITOS;Uds;0,0000;15,0000;15;VARIOS;VARIOS;;No;0;;
MATOF036;CARPETA ANILLAS ELBA COLOR LIFE AZUL;Uds;0,0000;3,0500;0;VARIOS;VARIOS;;No;0;;
MATOF037;CUADERNO ESPIRAL Fº 4x4 TAPA DURA ENRI STATUS;Uds;0,0000;2,4800;2,59;VARIOS;VARIOS;;No;0;;
MATOF038;CUADERNO NOTE BOOK 1/4 C5 160 HOJAS;Uds;0,0000;3,2500;1,06;VARIOS;VARIOS;;No;0;;
MATOF039;CUADERNO NOTE BOOK A4 160 HOJAS C5;Uds;0,0000;5,2300;8,75;VARIOS;VARIOS;;No;0;;
MATOF040;CUBILETE PORTALAPICES ECOLINE NEGRO;Uds;0,0000;2,1500;2,15;VARIOS;VARIOS;;No;0;;
MATOF041;DISPENSADOR POST-IT INDEX 5 COLORES;Uds;0,0000;4,2800;5,15;VARIOS;VARIOS;;No;0;;
MATOF042;DOSSIER UÑERO FOLIO PP TRANSPARENTE (CAJA 100 U);Uds;0,0000;10,0600;15,9712;VARIOS;VARIOS;;No;0;;
MATOF043;ESTUCHE DE MINAS MARS MICROGRAPH 0.5 hb;Uds;0,0000;0,5700;0,57;VARIOS;VARIOS;;No;0;;
MATOF044;INDICE DE PLASTICO A-Z FOLIO 16 ANILLAS;Uds;0,0000;2,1000;0;VARIOS;VARIOS;;No;0;;
MATOF045;LAPIZ STAEDTLER NORIS Nº HB;Uds;0,0000;0,3600;0,3815;VARIOS;VARIOS;;No;0;;
MATOF046;PAQUETE 50 SUBCARPETAS A4 COLORES SURTIDOS;Uds;0,0000;15,2895;10,95;VARIOS;VARIOS;;No;0;;
MATOF047;PINZA PALA ABATIBLE 40mm;Uds;0,0000;0,0500;0,19;VARIOS;VARIOS;;No;0;;
MATOF048;PORTABLOC ALUMINIO A4 PLUS;Uds;0,0000;9,4000;0;VARIOS;VARIOS;;No;0;;
MATOF049;PORTAROLLOS CINTA PEQUEÑA NEGRO;Uds;0,0000;1,7500;0;VARIOS;VARIOS;;No;0;;
MATOF050;POUCHES A4 80 MICRAS CAJA DE 100;Uds;0,0000;8,0000;12,1;VARIOS;VARIOS;;No;0;;
MATOF051;REGLA DE PLASTICO TRANSPARENTE 30 cm;Uds;0,0000;0,2000;0,2;VARIOS;VARIOS;;No;0;;
MATOF052;ROTULADOR EDDING 1200 AZUL;Uds;0,0000;0,4900;0,54;VARIOS;VARIOS;;No;0;;
MATOF053;ROTULADOR EDDING 1200 ROJO;Uds;0,0000;0,4900;0,57;VARIOS;VARIOS;;No;0;;
MATOF054;ROTULADOR EDDING 3000 NEGRO;Uds;0,0000;1,9922;1,9922;VARIOS;VARIOS;;No;0;;
MATOF055;MARCADOR PERMANENTE NEGRO;Uds;0,0000;0,4500;0,45;VARIOS;VARIOS;;No;0;;
MATOF056;MARCADOR ESTABILO BOSS ORIGINAL AZUL;Uds;0,0000;0,9300;0,81;VARIOS;VARIOS;;No;0;;
MATOF057;MARCADOR ESTABILO BOSS ORIGINAL LILA;Uds;0,0000;0,9300;1,03;VARIOS;VARIOS;;No;0;;
MATOF058;ROTULADOR PIZARRA BLANCA VBOARD MASTER AZUL;Uds;0,0000;1,0600;1,06;VARIOS;VARIOS;;No;0;;
MATOF059;TALADRADORA NOVUS B232 COLOR NEGRA;Uds;0,0000;5,5200;0;VARIOS;VARIOS;;No;0;;
MATOF060;TIJERAS SCOTH PRECISION ACERO 18 CM;Uds;0,0000;4,7500;4,75;VARIOS;VARIOS;;No;0;;
MATOF061;TIJERAS SCOTH PRECISION ACERO 20 CM;Uds;0,0000;5,8300;6,8;VARIOS;VARIOS;;No;0;;
MATOF062;CARPETA GOMAS CARTON FOLIO AMARILLO;Uds;0,0000;1,9800;0;VARIOS;VARIOS;;No;0;;
MATOF063;CARPETA GOMAS CARTON FOLIO AZUL;Uds;0,0000;1,9800;0;VARIOS;VARIOS;;No;0;;
MATOF064;CARPETA GOMAS CARTON FOLIO ROJO;Uds;0,0000;1,9800;0;VARIOS;VARIOS;;No;0;;
MATOF065;CARPETA GOMAS CARTON FOLIO VERDE;Uds;0,0000;1,9800;1,8;VARIOS;VARIOS;;No;0;;
MATOF066;ETIQUETAS PMC A4 70x30 (100h);Uds;0,0000;5,1000;0;VARIOS;VARIOS;;No;0;;
MATOF067;BLOC ESPIRAL OFICCE 1/8 C4 ENRI 80 HOJAS;Uds;0,0000;0,8700;1,06;VARIOS;VARIOS;;No;0;;
MATOF068;BOLIGRAFO RETRACTIL R509 COLOR ROJO;Uds;0,0000;0,1100;0;VARIOS;VARIOS;;No;0;;
MATOF069;CAJA PAPEL WHITE OFFICE PAPER 2500 h A4 80GR;Uds;0,0000;11,9500;16,2687;VARIOS;VARIOS;;No;0;;
MATOF070;CAJA PAPEL RECICLADO A4 80gr 2500h;Uds;0,0000;29,2005;22,83;VARIOS;VARIOS;;No;0;;
MATOF071;BROTHER TONER LASER MFCL2710/30/70 (3000P);Uds;0,0000;18,0000;0;VARIOS;VARIOS;;No;0;;
MATOF1000;MATERIAL OFICINA;Uds;0,0000;5,6500;29,75;VARIOS;VARIOS;;No;0;;
MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;metros;0,2300;0,2300;0,2381;MAUX;COMPON;AMBIENTE;No;0;;
MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;metros;0,4700;0,4700;0,4748;MAUX;COMPON;AMBIENTE;No;0;;
MAUX003;ESTUCHE FAJITAS TEX MEX;Uds;0,1650;0,1680;0,169;MAUX;COMPON;AMBIENTE;No;0;;
MAUX004;ESTUCHE FAJITAS PULLED BBQ;Uds;0,1650;0,1680;0,169;MAUX;COMPON;AMBIENTE;No;0;;
MAUX005;OBSOLETO: FILM TAPA FILM PELABLE FAJITAS;metros;0,1350;0,1350;0;MAUX;COMPON;AMBIENTE;Si;0;;
MAUX006;FILM BASE FILM PELABLE FAJITAS;metros;0,2660;0,2660;0;MAUX;COMPON;AMBIENTE;No;0;;
MAUX007;FILM BOBINA PEQUEÑO (2000 M X BOBINA ANCHO 200) FLOWPACK;metros;0,0250;0,0250;0;MAUX;COMPON;AMBIENTE;No;0;;
MAUX008;VITOLA FIDEUA LIDL;Uds;0,0500;0,0500;0,05;MAUX;COMPON;AMBIENTE;Si;0;;
MAUX009;VITOLA ARROZ NEGRO LIDL;Uds;0,0500;0,0500;0,05;MAUX;COMPON;AMBIENTE;No;0;;
MAUX010;VITOLA ARROZ AL HORNO LIDL;Uds;0,0500;0,0500;0,046;MAUX;COMPON;AMBIENTE;No;0;;
MAUX011;VITOLA ARROZ DEL SEÑORET LIDL;Uds;0,0500;0,0500;0,063;MAUX;COMPON;AMBIENTE;Si;0;;
MAUX012;VITOLA PAELLA VALENCIANA LIDL;Uds;0,0500;0,0500;0,05;MAUX;COMPON;AMBIENTE;No;0;;
MAUX013;VITOLA PAELLA DE VERDURAS LIDL;Uds;0,0500;0,0500;0,063;MAUX;COMPON;AMBIENTE;No;0;;
MAUX014;CAJA EXPOSITORA LIDL;Uds;0,3126;0,3126;0,2739;MAUX;COMPON;AMBIENTE;No;0;;
MAUX015;TAPA CAJA EXPOSITORA;Uds;0,1444;0,1444;0,1444;MAUX;COMPON;AMBIENTE;No;0;;
MAUX016;ETIQUETA IMPRESA 1426 FECHA DE CADUCIDAD;Uds;0,0010;0,0013;0,0012;MAUX;COMPON;AMBIENTE;No;0;;
MAUX017;VITOLA ARROZ DE SECRETO CON SETAS MERCADONA;Uds;0,0500;0,0500;0,0542;MAUX;COMPON;AMBIENTE;Si;0;;
MAUX018;BOLSA VACIO 40x60 LORE140 MICRAS ENVASADO PLANCHAS;Uds;0,2850;0,2800;0,3203;MAUX;COMPON;AMBIENTE;No;0;;
MAUX019;ETIQUETA P.P 100*38 BLANCA LOGIFRUIT 612;Uds;0,0155;0,0310;0,031;MAUX;COMPON;AMBIENTE;No;0;;
MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;Uds;0,2330;0,2328;0,2328;MAUX;COMPON;AMBIENTE;No;0;;
MAUX021;PALET LOGIFRUIT 81;Uds;1,4681;1,4681;1,4681;MAUX;COMPON;AMBIENTE;No;0;;
MAUX022;CAJA LOGIFRUIT 612;Uds;0,0000;0,0000;0;MAUX;COMPON;REFRIGER;No;0;;
MAUX023;ETIQUETA IMPRESA FECHA DE CONSUMO PREFERENTE;Uds;0,0013;0,0013;0,0015;MAUX;COMPON;AMBIENTE;No;0;;
MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);metros;0,0974;0,0974;0,0974;MAUX;COMPON;AMBIENTE;No;0;;
MAUX025;CAJA EUROPOOL 24603;Uds;1,1100;1,1100;1,11;MAUX;COMPON;REFRIGER;No;0;;
MAUX026;ESTUCHE RABO DE VACUNO;Uds;0,1800;0,1890;0,2091;MAUX;COMPON;AMBIENTE;No;0;;
MAUX027;VITOLA FAJITAS TEXMEX;Uds;0,0500;0,0500;0,0515;MAUX;COMPON;AMBIENTE;No;0;;
MAUX028;VITOLA FAJITAS PULLED PORK BBQ;Uds;0,0500;0,0500;0,0515;MAUX;COMPON;AMBIENTE;No;0;;
MAUX029;ESTUCHE CARRILLERA DE CERDO;Uds;0,1800;0,1800;0,2091;MAUX;COMPON;AMBIENTE;No;0;;
MAUX030;TENEDOR DE MADERA;Uds;0,0369;0,0369;0,0369;MAUX;COMPON;AMBIENTE;No;0;;
MAUX031;ETIQUETA NO VALIDA PARA MERCADONA;Uds;11,2800;11,2800;11,28;MAUX;COMPON;AMBIENTE;Si;0;;
MAUX032;VITOLA ARROZ DE SECRETO V2 CONSUM (280gr);Uds;0,0500;0,0500;0,0859;MAUX;COMPON;AMBIENTE;No;0;;
MAUX033;ETIQUETA GRANATE 68*43 POLIPROPILENO;Uds;0,0135;0,0135;0,0135;MAUX;COMPON;AMBIENTE;No;0;;
MAUX034;VITOLA ARROZ A BANDA (280gr);Uds;0,0500;0,0500;0,0859;MAUX;COMPON;AMBIENTE;No;0;;
MAUX035;VITOLA PAELLA VALENCIANA (300gr);Uds;0,0500;0,0500;0,0859;MAUX;COMPON;AMBIENTE;No;0;;
MAUX036;VITOLA ARROZ DE VERDURAS (280gr);Uds;0,0500;0,0500;0,0859;MAUX;COMPON;AMBIENTE;No;0;;
MAUX037;VITOLA FIDEUA LIDL (280gr);Uds;0,0510;0,0510;0,0859;MAUX;COMPON;AMBIENTE;No;0;;
MAUX038;VITOLA ARROZ NEGRO LIDL (280gr);Uds;0,0510;0,0510;0,0859;MAUX;COMPON;AMBIENTE;No;0;;
MAUX039;VITOLA PAELLA VALENCIANA LIDL (300gr);Uds;0,0510;0,0510;0,0859;MAUX;COMPON;AMBIENTE;No;0;;
MAUX040;VITOLA FIDEUA (280gr);Uds;0,0510;0,0510;0,0522;MAUX;COMPON;AMBIENTE;No;0;;
MAUX041;RIBBON REF. YNP3M2 OUT 110 X 300;Uds;15,4500;15,4500;15,45;MAUX;COMPON;AMBIENTE;No;0;;
MAUX042;ETIQUETA EN C MERCADONA ARROZ DE SECRETO;Uds;0,0249;0,0230;0,0192;MAUX;COMPON;AMBIENTE;No;0;;
MAUX043;RIBBON REF. 023 OUT 50 x 600 (ETIQUETA C);Uds;7,2900;7,2900;7,29;MAUX;COMPON;AMBIENTE;No;0;;
MAUX044;FILM VERDE (750 M X BOBINA ANCHO 58 MM ) EMBUTIR;metros;0,1065;0,1065;0,1064;MAUX;COMPON;AMBIENTE;No;0;;
MAUX045;FILM ROJO EMBUTIR BALLOTINE CARNE (750 M X BOBINA ANCHO 58 MM);metros;0,1050;0,1050;0,1088;MAUX;COMPON;AMBIENTE;No;0;;
MAUX046;ETIQUETA EN C ARROZ DE SECRETO CON BOLETUS;Uds;0,0249;0,0230;0,0192;MAUX;COMPON;AMBIENTE;No;0;;
MAUX047;ETIQUETA EN C ARROZ DE VERDURAS;Uds;0,0230;0,0249;0,0192;MAUX;COMPON;AMBIENTE;No;0;;
MAUX048;ETIQUETA EN C PAELLA MARINERA;Uds;0,0230;0,0249;0;MAUX;COMPON;AMBIENTE;No;0;;
MAUX049;ETIQUETA EN C FIDEUA MARINERA;Uds;0,0230;0,0249;0,0249;MAUX;COMPON;AMBIENTE;No;0;;
MAUX050;ETIQUETA EN C ARROZ A BANDA;Uds;0,0230;0,0249;0,025;MAUX;COMPON;AMBIENTE;No;0;;
MAUX051;ETIQUETA EN C ARROZ NEGRO;Uds;0,0230;0,0249;0,0249;MAUX;COMPON;AMBIENTE;No;0;;
MAUX052;ETIQUETA EN C PAELLA MIXTA;Uds;0,0230;0,0249;0,0249;MAUX;COMPON;AMBIENTE;No;0;;
MAUX053;ETIQUETA EN C PAELLA VALENCIANA;Uds;0,0230;0,0249;0,0249;MAUX;COMPON;AMBIENTE;No;0;;
MAUX054;FILM TAPA GUISO DE MARISCO 100 MC (600 M X BOBINA ANCHO 418);metros;0,2270;0,2270;0,227;MAUX;COMPON;AMBIENTE;No;0;;
MAUX055;FILM BASE GUISO DE MARISCO 270 MC (200 M X BOBINA ANCHO 422);metros;0,6240;0,6240;0,624;MAUX;COMPON;AMBIENTE;No;0;;
MAUX056;ETIQUETA TÉRMICA POLIPROPILENO 100*100;Uds;0,0402;0,0402;0;MAUX;COMPON;AMBIENTE;No;0;;
MAUX057;ETIQUETA EN C PAELLA VALENCIANA ALDI;Uds;0,0249;0,0249;0,0201;MAUX;COMPON;AMBIENTE;No;0;;
MAUX058;ETIQUETA EN C FIDEUA MARINERA ALDI;Uds;0,0249;0,0249;0,0201;MAUX;COMPON;AMBIENTE;No;0;;
MAUX059;ETIQUETA EN C ARROZ A BANDA ALDI;Uds;0,0249;0,0249;0;MAUX;COMPON;AMBIENTE;No;0;;
MAUX060;ETIQUETA EN C FIDEUA CONSUM;Uds;0,0230;0,0230;0,0201;MAUX;COMPON;AMBIENTE;No;0;;
MAUX061;ETIQUETA ALJOMAR;Uds;0,0000;0,0000;0;MAUX;COMPON;AMBIENTE;No;0;;
MAUX062;CAJA CARTÓN ALJOMAR;Uds;0,0000;0,0000;0;MAUX;COMPON;AMBIENTE;No;0;;
MAUX063;RIBBON REF. YNE232 OUT 50 x 600 (ETIQUETA C);Uds;7,7500;7,7500;7,75;MAUX;COMPON;AMBIENTE;No;0;;
MAUX064;ESTUCHE CARRILLERA DE CERDO ALDI;Uds;0,1910;0,1910;0,1959;MAUX;COMPON;AMBIENTE;No;0;;
MAUX065;ESTUCHE RABO DE VACUNO ALDI;Uds;0,1910;0,1910;0,1959;MAUX;COMPON;AMBIENTE;No;0;;
MAUX066;BANDEJA POSTRES PET;Uds;0,1200;0,1200;0,1397;MAUX;COMPON;AMBIENTE;No;0;;
MAUX067;CAJA DE CARTÓN CIELO DE BOCA;Uds;0,0000;0,0000;0;MAUX;COMPON;AMBIENTE;No;0;;
MAUX068;CAJA EXPOSITORA ALDI 4+4;Uds;0,2720;0,2720;0,272;MAUX;COMPON;AMBIENTE;No;0;;
MAUX069;FILM FLOWPACK (1000M X BOBINA ANCHO 535 MM);metros;0,1480;0,1480;0,148;MAUX;COMPON;AMBIENTE;No;0;;
MAUX070;SEPARADOR 195X195;Uds;0,3100;0,3100;0,18;MAUX;COMPON;AMBIENTE;No;0;;
MAUX071;CAJA 20X20X20;Uds;0,3500;0,3500;0,24;MAUX;COMPON;AMBIENTE;No;0;;
MAUX072;MOLDE PAPEL TARTA DE QUESO;Uds;0,0920;0,0920;0,183;MAUX;COMPON;AMBIENTE;No;0;;
MAUX073;FAJIN COMPLETO PAELLA VERDURAS RONDANINI;Uds;0,0980;0,0980;0,093;MAUX;COMPON;AMBIENTE;No;0;;
MAUX074;FAJIN COMPLETO PAELLA MIXTA RONDANINI;Uds;0,0980;0,0980;0,093;MAUX;COMPON;AMBIENTE;No;0;;
MAUX075;CAJA EXPOSITORA RONDANINI;Uds;0,2800;0,2800;0,28;MAUX;COMPON;AMBIENTE;No;0;;
MAUX496;CAJA CARTÓN GUIJUELO GOURMET;Uds;0,0000;0,0000;0;MAUX;COMPON;AMBIENTE;No;0;;
MNTINST001;MANTENIMIENTO INSTALACIONES;Uds;0,0000;0,0000;0;VARIOS;VARIOS;;No;0;;
MNTLOCAL001;MANTENIMIENTO LOCAL;Uds;0,0000;0,0000;154,66;VARIOS;VARIOS;;No;0;;
MNTMAQ001;MANTENIMIENTO Y REPARACION MAQUINARIA;Uds;0,0000;0,0000;8,03;VARIOS;VARIOS;;No;0;;
PRUEBABORRAR;mat de prueba;Uds;0,0000;0,0000;0;;;;No;0;;
RACION000;BOLSA 1KG -CARRILLERA DE CERDO kg;Uds;6,8260;0,0000;0;CARNES;FOODVAC;CONGELAD;No;1;;
