Cód. artículo;Artículo;Tipo unidad (Obsoleto);Precio estándar;Precio compra;Ultimo precio compra;Familia;Línea;Tipo;Obsoleto;Peso;Peso neto artículo;
FMUE007;CROQUETAS BOLETUS SIN GLUTEN (6 UDS) FORMATO 20 GR;Uds;0,0000;0,0000;0;CROQUETA;FOODVAC;CONGELAD;No;0;;
FMUE008;CROQUETAS CHISTORRA SIN GLUTEN (6 UDS) FORMATO 20 GR;Uds;0,0000;0,0000;0;CROQUETA;FOODVAC;CONGELAD;No;0;;
FMUE009;CROQUETAS BACALAO SIN GLUTEN (6 UDS) FORMATO 20 GR;Uds;0,0000;0,0000;0;CROQUETA;FOODVAC;CONGELAD;No;0;;
FMUE010;CROQUETAS JAMON IBERICO SIN GLUTEN (6 UDS) FORMATO 35 GR;Uds;1,5192;1,5192;1,5192;CROQUETA;FOODVAC;CONGELAD;No;0;;
FPER001;PASTEL DE PATATAS CON BACON CAJA 8 PLANCHAS 10,4 KG APROX;Uds;0,0000;0,0000;0;GRATENES;FOODVAC;CONGELAD;Si;0;;
FPER002;MANITAS CON CARRILLERA;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER003;CORDERO CON PASTEL DE PATATAS CAJA 7,5 KG;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER004;PASTEL DE VERDURAS CON BACON;Uds;0,0000;0,0000;0;GRATENES;FOODVAC;CONGELAD;Si;0;;
FPER005;PASTEL DE VERDURAS;Uds;0,0000;0,0000;0;GRATENES;FOODVAC;CONGELAD;Si;0;;
FPER007;ROAST BEEF;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER008;BALLOTINE DE MANITA CERDO CAJA 20 KG;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER009;BALLOTINE DE RABO DE VACUNO 4cm;Kg;0,0000;0,0000;10,1;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER010;TERRINA DE RABO DE VACUNO CON ZANAHORIA;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER011;CODILLO DE CERDO CON PIEL;Kg;0,0000;1,8200;0;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER012;PANCETA  IBERICA CONFITADA;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER013;PASTEL DE SETAS;Uds;0,0000;0,0000;0;GRATENES;FOODVAC;CONGELAD;Si;0;;
FPER014;PASTEL DE PATATAS;Uds;0,0000;0,0000;0;GRATENES;FOODVAC;CONGELAD;Si;0;;
FPER015;PURE DE MANZANA (KG);Uds;0,0000;0,0000;0;GUARNICI;FOODVAC;CONGELAD;Si;0;;
FPER017;POLLO CON CITRICOS (CAJA DE 4X1 KG);Uds;19,0926;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;4;;
FPER018;POLLO TANDOORI (CAJA 4X1KG);Uds;19,8695;5,5460;0;CARNES;FOODVAC;CONGELAD;Si;4;;
FPER019;POLLO CAJUN (4 X 1 Kg);Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;4;;
FPER020;LOMO DE CERDO CON HIERBAS (4 X 1 KG);Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER021;BALLOTINE DE RABO DE VACUNO 7cm ( CJ 20 KG + 1 CJ DE SALSAS S/C);Kg;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER022;RABO DESHUESADO RACIÓN (150 g)  16 UDS +3  SALSA;Uds;67,3125;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;2,4;;
FPER023;CABEZA DE LOMO DE CERDO A BAJA TEMPERATURA;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;11;;
FPER024;MANITAS DESHUESADAS RACION (150 g);Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER026;CODILLO ENTERO SIN PIEL;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER027;PALETILLA ENTERA DE LECHAL;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER028;PULARDA RELLENA DE SETAS Y FOIE;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER029;(PER) SECRETO IBERICO CON PATATAS TRUFADAS;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;3,5;;
FPER030;BALLOTINE DE CARRILLERA VACUNO  ( CJ 20 KG + 1 CJ DE SALSA S/C);Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER031;CORDERO DESHUESADO RACION 150 g;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER032;BROWNIE DE CHOCOLATE SIN GLUTEN RACION (24 uds);Uds;19,0972;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;2,65;0,1;
FPER033;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (24 uds);Uds;16,2293;0,0000;0;POSTRES;FOODVAC;CONGELAD;Si;2,7;;
FPER034;PASTEL DE PATATAS,JAMON Y TRUFA NEGRA (KG);Kg;0,0000;0,0000;0;GRATENES;FOODVAC;CONGELAD;Si;0;;
FPER035;SALSA PIL-PIL (3bolsas X 2Kg);Uds;2,6676;0,0000;0;GUARNICI;FOODVAC;REFRIGER;Si;0;;
FPER041;SECRETO DE CERDO IBERICO KG SIN AJO Y SIN ROMERO CAJA 4 KG;Uds;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;4,3;;
FPER042;BALLOTINE DE MELOSO DE VACUNO;Kg;0,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;0;;
FPER043;PECHUGA DE POLLO (KG) CAJA 10 KG APROX;Uds;4,3750;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;4;;
FPER044;CONTRAMUSLO DE POLLO (KG) CAJA 10 KG APROX;Uds;4,3750;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;4;;
FPER045;BROWNIE DE C.BLANCO SIN GLUTEN RACION (24 uds);Uds;0,0000;0,0000;0;POSTRES;FOODVAC;CONGELAD;Si;2,7;;
FPER046;COULAND C.BLANCO MICROONDAS SIN GLUTEN (24 uds);Uds;23,1555;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;2,67;0,1;
FPER047;TARTAR DE ATÚN MELIÁ (12 UDS);Uds;25,4615;0,0000;0;TARTARES;FOODVAC;CONGELAD;Si;1,8;;
FPER048;TARTAR DE SALMON MELIÁ (12 UDS);Uds;24,5776;0,0000;0;TARTARES;FOODVAC;CONGELAD;Si;1,8;;
FPER049;8 udS SALSA DE VACUNO;Cajas;5,0000;0,0000;0;CARNES;FOODVAC;CONGELAD;Si;2;;
FPER050;COULAND MICRO BLANCO 24 UDS TOPGEL;Cajas;23,4955;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;2,606;0,1;
FPER051;TORRIJA 12 UNIDADES TOPGEL;Cajas;13,7640;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;1,85;0,13;
FPER052;SALSA DE VACUNO (4X1 kg);Cajas;18,3113;0,0000;0;CARNES;FOODVAC;CONGELAD;No;3,8;1;
FPER053;LEROY SALSA DE VACUNO €/KG;Kg;4,2992;0,0000;0;CARNES;FOODVAC;CONGELAD;No;9,305;3;
FPER054;ALCACHOFA GAJO BOLSA DREYER (CAJA 2X2,5 KG);Cajas;34,9214;0,0000;0;GUARNICI;FOODVAC;CONGELAD;No;5,4;2,5;
FPER055;COULAND MICRO PISTACHO 24 UDS TOPGEL;Cajas;23,4955;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;2,606;0,1;
FPER056;COULAND MICRO LOTUS 24 UDS TOPGEL;Cajas;23,4955;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;2,606;0,1;
FPES001;BACALAO CONFITADO CON AJO (CAJA 12 uds);Uds;47,9617;0,0000;0;PESCADO;FOODVAC;CONGELAD;No;2,834;0,21;
FPES002;SALMON CON ACEITE DE LIMON Y VAINILLA (CAJA 12 ud);Uds;37,8700;0,0000;0;PESCADO;FOODVAC;CONGELAD;Si;2,65;;
FPES003;MERLUZA CONFITADA (12ud);Cajas;27,9991;0,0000;0;PESCADO;FOODVAC;CONGELAD;Si;2,15;;
FPES004;CORVINA CONFITADA (12 ud);Cajas;56,4419;0,0000;0;PESCADO;FOODVAC;CONGELAD;No;2,15;;
FPES005;SALMON CONFITADO (CAJA 12 ud);Uds;43,9896;0,0000;0;PESCADO;FOODVAC;CONGELAD;Si;2,5;;
FPES006;RODABALLO CONFITADO (12 ud);Cajas;56,4337;0,0000;0;PESCADO;FOODVAC;CONGELAD;No;2,9636;0,215;
FPES1000;PESCADO COMPENSACION;Uds;0,0000;0,0000;0;PESCADO;FOODVAC;CONGELAD;No;0;;
FPOS001;COULAND CHOCOLATE HORNO SIN GLUTEN (24 uds);Uds;0,0000;0,0000;0;POSTRES;FOODVAC;CONGELAD;Si;2,7;;
FPOS004;COULAND DE CHOCOLATE MICROONDAS SIN GLUTEN(20 uds);Uds;0,0000;0,0000;0;POSTRES;FOODVAC;CONGELAD;Si;2,7;;
FPOS005;BROWNIE DE CHOCOLATE SIN GLUTEN RACIÓN (36 uds);Uds;26,9894;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;3,9776;0,1;
FPOS006;COULAND CHOCOLATE BLANCO HORNO SIN GLUTEN (36 uds);Uds;0,0000;0,0000;0;POSTRES;FOODVAC;CONGELAD;Si;2,7;;
FPOS008;COULAND CHOCOLATE HORNO SIN GLUTEN (36 uds);Uds;30,8616;0,0000;2,4;POSTRES;FOODVAC;CONGELAD;No;3,9902;0,1;
FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);Uds;26,6829;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;3,9776;0,1;
FPOS010;COULAND CHOCOLATE MICRO. BLANCO SIN GLUTEN  (36ud);Cajas;34,0409;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;3,9776;0,1;
FPOS011;TARTA DE QUESO (16ud);Cajas;30,8862;0,0000;0;POSTRES;FOODVAC;CONGELAD;Si;4;;
FPOS012;CARROT CAKE SIN GLUTEN (36 uds);Cajas;18,9969;0,0000;0;POSTRES;FOODVAC;CONGELAD;Si;4;;
FPOS013;BROWNIE BLANCO SIN GLUTEN RACION (36 uds);Uds;16,9600;0,0000;0;POSTRES;FOODVAC;CONGELAD;Si;3,6;;
FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);Cajas;32,0877;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;3,9776;0,1;
FPOS016;TORRIJAS (20 ud);Cajas;22,5359;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;2,935;0,13;
FPOS017;TARTA DE QUESO ESTILO MANCHEGO 1KG SIN GLUTEN (CAJA 3 uds);Cajas;23,9011;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;3,266;1;
FPOS018;COULAND PISTACHO MICROONDAS SIN GLUTEN  (36 ud);Cajas;37,2905;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;3,9776;0,1;
FPOS019;COULAND LOTUS MICROONDAS (36 ud);Cajas;32,1512;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;3,9776;0,1;
FPOS1000;POSTRES COMPENSACION;Uds;0,0000;0,0000;0;POSTRES;FOODVAC;CONGELAD;No;0;;
FPREM001;SELECCIÓN SECRETO DE CERDO IBÉRICO RACIÓN (CAJA 12 UDS);Uds;36,3800;0,0000;0;CARNES;FOODVAC;CONGELAD;No;3,0086;0,22;
FPREM002;SELECCIÓN SECRETO DE CERDO IBÉRICO KG (CAJA 4KG);Uds;48,3402;0,0000;0;CARNES;FOODVAC;CONGELAD;No;4,285;1;
FTAR001;TARTAR DE SALMON (CAJA 32 uds);Uds;54,5144;0,0000;0;TARTARES;FOODVAC;CONGELAD;No;3,589;0,1;
FTAR002;TARTAR DE ATUN (CAJA 32 uds);Uds;56,1148;0,0000;0;TARTARES;FOODVAC;CONGELAD;No;3,589;0,1;
FTAR003;STEAK TARTAR (CAJA 32 uds);Uds;57,6334;0,0000;0;TARTARES;FOODVAC;CONGELAD;No;3,589;0,1;
FTAR1000;TARTARES COMPENSACION;Uds;0,0000;0,0000;0;TARTARES;FOODVAC;CONGELAD;No;0;;
MAT001;BOLSAS COCCION 25x40 1000 ud;Uds;0,0940;0,0940;0;MAUX;COMPON;AMBIENTE;No;0;;
MAT002;BOLSAS COCCION 30X45  500 ud (PULARDA);Uds;0,1270;0,1270;0;MAUX;COMPON;AMBIENTE;No;0;;
MAT003;BOLSAS DE COCCIÓN 35X50 500 ud;Uds;0,2125;0,2125;0,2125;MAUX;COMPON;AMBIENTE;No;0;;
MAT004;BOLSAS CONSERV.35X40  500 ud (POCO USO);Uds;0,0966;0,0966;0,1056;MAUX;COMPON;AMBIENTE;No;0;;
MAT005;BOLSAS CONSERV.40X60  500 ud;Uds;0,1773;0,1773;0,2056;MAUX;COMPON;AMBIENTE;No;0;;
MAT006;(no se usa) FILM BASE(323 MM)HAYEK (350 M X BOBINA);metros;67,5500;67,5500;0;MAUX;COMPON;AMBIENTE;Si;0;;
MAT007;(no se usa) FILM TAPA(307 MM)HAYEK (800 M X BOBINA);metros;82,4000;82,4000;0;MAUX;COMPON;AMBIENTE;Si;0;;
MAT008;OBSOLETO: FILM BOBINA PEQUEÑO (2000 M X BOBINA ANCHO 200) FLOWPACK;Uds;0,0250;0,0250;25;MAUX;COMPON;AMBIENTE;No;0;;
MAT010;FILM TRANSP (750 M X BOBINA ANCHO 110 ) EMBUTIR;metros;0,1210;0,1210;0;MAUX;COMPON;AMBIENTE;Si;0;;
MAT011;PICANTON SIN HUESO;Uds;2,4000;2,4000;2,4;MP;COMPON;CONGELAD;Si;0;;
MAT012;MAGRO DE CERDO;Kg;2,1500;2,1500;0;MP;COMPON;CONGELAD;Si;0;;
MAT013;NATA LIQUIDA;litros;4,7651;4,7651;4,7651;MP;COMPON;REFRIGER;No;0;;
MAT014;JAMON IBERICO;Kg;8,7790;8,7790;6,5;MP;COMPON;REFRIGER;Si;0;;
MAT015;JAMON SERRANO;Kg;3,0000;3,0000;3;MP;COMPON;REFRIGER;Si;0;;
MAT016;AROMA DE TRUFA NEGRA;Kg;220,1328;220,1328;220,1328;MP;COMPON;REFRIGER;Si;0;;
MAT017;SAL FINA;Kg;0,2800;0,2848;0,2848;MP;COMPON;AMBIENTE;No;0;;
MAT018;PIMIENTA NEGRA;Kg;12,8550;12,8550;12,855;MP;COMPON;AMBIENTE;No;0;;
MAT019;PINTADA DESHUESADA;Kg;6,9000;6,9000;6,9;MP;COMPON;CONGELAD;Si;0;;
MAT020;LECHE ENTERA DE VACA;litros;1,1200;1,1200;1,12;MP;COMPON;REFRIGER;No;0;;
MAT021;HUEVO PASTEURIZADO ARTEOVO;litros;2,5000;2,5000;2,8;MP;COMPON;REFRIGER;No;0;;
MAT022;COPOS DE PATATA;Kg;2,3500;2,3500;2,35;MP;COMPON;AMBIENTE;Si;0;;
MAT023;PUNTAS DE FOIE;Kg;20,9000;20,9000;20;MP;COMPON;CONGELAD;Si;0;;
MAT024;BOLETUS EDULIS (DESHIDRATADAS);Kg;38,1000;38,1000;38,1;MP;COMPON;REFRIGER;Si;0;;
MAT025;CRATERELLUS CORNUCOPIOIDES (TROMPETA NEGRA);Kg;48,7900;48,7900;48,79;MP;COMPON;REFRIGER;Si;0;;
MAT026;FUNDAS PARA CARROS SOC CHEF;Uds;0,7006;0,7006;0,7006;MAUX;COMPON;AMBIENTE;No;0;;
MAT027;VINO TINTO;litros;0,8090;0,8090;0,809;MP;COMPON;AMBIENTE;No;0;;
MAT028;OBSOLETO: VINO DE OPORTO;litros;5,3200;5,3200;6,0667;MP;COMPON;AMBIENTE;Si;0;;
MAT030;CEBOLLA;Kg;0,4000;0,4000;0,4;MP;COMPON;REFRIGER;Si;0;;
MAT032;(no se usa) ALCACHOFA PROCESADA;Kg;3,1500;3,1500;4,099;MP;COMPON;REFRIGER;Si;0;;
MAT033;AZUCAR;Kg;1,1000;1,1000;0,71;MP;COMPON;AMBIENTE;No;0;;
MAT034;COSTILLA CERDO IBERICO;Kg;5,9000;5,9000;6,8;MP;COMPON;CONGELAD;Si;0;;
MAT035;SECRETO DE CERDO IBERICO PAPADA;Kg;8,5000;8,5000;9,25;MP;COMPON;CONGELAD;No;0;;
MAT036;(no se usa) AJO;Kg;3,5000;3,5000;3,5;MP;COMPON;AMBIENTE;Si;0;;
MAT037;ROMERO FRESCO;Kg;6,5000;2,7000;2,5;MP;COMPON;REFRIGER;Si;0;;
MAT038;CARRILLERA DE CERDO;Kg;8,1000;8,1000;8,1;MP;COMPON;CONGELAD;No;0;;
MAT039;OBSOLETO: COCHINILLO DE CERDO;Uds;22,5000;22,5000;22,5;MP;COMPON;CONGELAD;No;0;;
MAT040;1/2 CODILLO DE CERDO;Kg;2,9000;2,9000;2,85;MP;COMPON;CONGELAD;No;0;;
MAT041;MANITAS DE CERDO;Kg;1,6500;1,6500;1,5;MP;COMPON;CONGELAD;No;0;;
MAT042;CARRILLERA DE VACUNO INTERNA;Kg;5,7000;5,7000;6,75;MP;COMPON;CONGELAD;No;0;;
MAT043;MORRO DE VACUNO;Kg;2,2000;2,2000;2,4;MP;COMPON;CONGELAD;Si;0;;
MAT044;SOLOMILLO DE CERDO SAZONADO 500gr VA;Kg;4,0800;4,0800;4,66;MP;COMPON;CONGELAD;Si;0;;
MAT045;OBSOLETO: ACEITE DE OLIVA VIRGEN EXTRA GARRAFA 4.4 KG;litros;3,9659;3,9659;3,9659;MP;COMPON;AMBIENTE;Si;0;;
MAT046;OBSOLETO: ACEITE DE OLIVA (ARBEQUINA) GARRAFA 4.4 KG;litros;4,9500;2,6000;2,6;MP;COMPON;AMBIENTE;Si;0;;
MAT048;RABO DE VACUNO;Kg;8,6500;8,6500;8,65;MP;COMPON;CONGELAD;No;0;;
MAT050;ALCACHOFA CUARTOS;Kg;2,3800;2,3800;2,38;MP;COMPON;CONGELAD;No;0;;
MAT051;JENGIBRE FRESCO;Kg;3,1700;3,1700;0;MP;COMPON;REFRIGER;Si;0;;
MAT052;CALABAZA;Kg;1,7700;1,7700;1,77;MP;COMPON;REFRIGER;Si;0;;
MAT053;MIEL;Kg;4,2300;4,2300;4,964;MP;COMPON;AMBIENTE;Si;0;;
MAT054;MANZANA IV GAMA;Kg;2,0460;2,0460;3,64;MP;COMPON;REFRIGER;Si;0;;
MAT055;CANELA;Kg;10,1400;10,1400;10,149;MP;COMPON;AMBIENTE;No;0;;
MAT056;PATATA PANADERA;Kg;1,1500;1,1500;1,15;MP;COMPON;REFRIGER;No;0;;
MAT057;PATATA TORTILLA;Kg;1,0260;1,2070;1,207;MP;COMPON;REFRIGER;Si;0;;
MAT058;MERLUZA;Kg;6,3500;6,3500;6,35;MP;COMPON;CONGELAD;No;0;;
MAT059;PANGA;Kg;2,9500;2,9500;2,95;MP;COMPON;CONGELAD;Si;0;;
MAT060;TOMATE FRITO BOTE  2.55  KG;Kg;1,0784;1,0784;0,85;MP;COMPON;REFRIGER;No;0;;
MAT061;AROMA DE GAMBA;Kg;200,3400;200,3400;364,9;MP;COMPON;REFRIGER;Si;0;;
MAT062;CALABACIN;Kg;0,9000;0,9000;0,9;MP;COMPON;CONGELAD;No;0;;
MAT063;PIMIENTO ROJO REFRIGERADO A DADOS;Kg;2,0000;2,0000;2,1;MP;COMPON;REFRIGER;Si;0;;
MAT064;PIMIENTO VERDE CONGELADO;Kg;0,0000;0,0000;0;MP;COMPON;CONGELAD;Si;0;;
MAT065;TOMATE CONCENTRADO;Kg;0,0000;0,0000;0;MP;COMPON;AMBIENTE;Si;0;;
MAT066;TOMATE;Kg;0,0000;0,0000;0;MP;COMPON;REFRIGER;Si;0;;
MAT067;BACALAO;Kg;12,0000;12,0000;12;MP;COMPON;CONGELAD;No;0;;
MAT068;SALMON FILETES;Kg;14,5000;14,5000;11,5;MP;COMPON;REFRIGER;Si;0;;
MAT069;LIMON;Kg;2,1200;2,1200;2,26;MP;COMPON;REFRIGER;Si;0;;
MAT070;VAINILLA;Kg;780,0000;780,0000;30;MP;COMPON;AMBIENTE;Si;0;;
MAT071;COBERTURA DE CHOCOLATE NEGRO;Kg;12,1000;12,1000;10,41;MP;COMPON;AMBIENTE;No;0;;
MAT072;MANTEQUILLA;Uds;5,2630;5,2630;0;MP;COMPON;REFRIGER;Si;0;;
MAT073;ALMIDON DE MAIZ (MAIZENA);Kg;0,9500;0,9500;1,01;MP;COMPON;AMBIENTE;No;0;;
MAT074;DESMOLDANTE;litros;5,2800;5,2800;5,28;MP;COMPON;AMBIENTE;No;0;;
MAT075;NUECES;Kg;7,5000;7,5000;7,5837;MP;COMPON;AMBIENTE;Si;0;;
MAT076;JUGO DE VACUNO;litros;0,0000;0,0000;0;MP;COMPON;CONGELAD;Si;0;;
MAT077;UVAS PASAS;Kg;2,8000;2,8000;2,308;MP;COMPON;AMBIENTE;Si;0;;
MAT079;ARANDANOS;Kg;0,0000;0,0000;0;MP;COMPON;AMBIENTE;Si;0;;
MAT080;CIRUELAS;Kg;3,9500;3,9500;3,95;MP;COMPON;AMBIENTE;Si;0;;
MAT081;PULARDA;Uds;3,3500;3,3500;10,3989;MP;COMPON;CONGELAD;Si;0;;
MAT082;MANZANA DESHIDRATADA;Kg;10,0900;10,0900;22,019;MP;COMPON;AMBIENTE;Si;0;;
MAT083;PISTACHOS;Kg;18,9000;18,9000;18,9;MP;COMPON;AMBIENTE;Si;0;;
MAT084;OBSOLETO: PREPARADO FONDO DE CARNE DE VACUNO;litros;12,8710;12,8710;12,871;MP;COMPON;AMBIENTE;Si;0;;
MAT085;CEBOLLA FRITA;Kg;0,3100;0,3100;0;MP;COMPON;AMBIENTE;Si;0;;
MAT089;MOSTAZA ANTIGUA;Kg;5,9670;5,9670;15,56;MP;COMPON;REFRIGER;No;0;;
MAT09;VAINILLA EN POLVO;Kg;780,0000;780,0000;566;MP;COMPON;AMBIENTE;Si;0;;
MAT090;ESPECIAS CHIMICHURRI;Kg;6,5500;6,5500;0;MP;COMPON;AMBIENTE;Si;0;;
MAT097;COLORANTE;Kg;0,0000;0,0000;0;MP;COMPON;AMBIENTE;No;0;;
MAT099;MAIZENA EXPRESS OSCURA;Kg;7,3310;0,0000;7,331;MP;COMPON;AMBIENTE;Si;0;;
MAT100;FLANERA;Uds;0,0240;0,0240;0;MAUX;COMPON;AMBIENTE;Si;0;;
MAT101;CEBOLLAS PELADAS;Kg;0,7800;0,7800;0,78;MP;COMPON;REFRIGER;Si;0;;
MAT102;OBSOLETO: AGUA;litros;0,0010;0,0000;0;MP;COMPON;AMBIENTE;Si;0;;
MAT104;PAPEL SULFURIZADO;Uds;0,0490;0,0490;0,049;MAUX;COMPON;AMBIENTE;No;0;;
MAT105;CALABAZA IV GAMA;Kg;3,5000;3,5000;1,69;MP;COMPON;REFRIGER;Si;0;;
MAT106;ACIDO ASCORBICO;litros;0,0000;0,0000;0;MP;COMPON;AMBIENTE;Si;0;;
MAT108;BOLSAS CONSERV.15X20 1000ud (POCO USO);Uds;0,0170;0,0170;0;MAUX;COMPON;AMBIENTE;No;0;;
MAT109;BOLSAS COCCION 15X20 1000 ud  (POCO USO);Uds;0,0280;0,0280;0;MAUX;COMPON;AMBIENTE;No;0;;
MAT110;BOLSAS CONSERV.20X30 1000 ud (POCO USO);Uds;0,0330;0,0330;0;MAUX;COMPON;AMBIENTE;No;0;;
MAT111;BOLSAS COCCION 20X30 1000 ud (POCO USO);Uds;0,0570;0,0570;0;MAUX;COMPON;AMBIENTE;No;0;;
MAT112;CARRILLERA DE VACUNO ENTERA;Kg;5,9000;5,9000;6,35;MP;COMPON;CONGELAD;No;0;;
MAT113;CORDERO RECENTAL (CUELLO);Kg;3,2500;3,2500;3,9;MP;COMPON;CONGELAD;Si;0;;
MAT117;LOMO CINTA CERDO;Kg;2,8000;2,8000;0;MP;COMPON;CONGELAD;Si;0;;
MAT118;OREGANO CULTIVADO HOJAS;Kg;11,1500;11,1500;11,15;MP;COMPON;AMBIENTE;No;0;;
MAT119;PECHUGA DE POLLO CONGELADA;Kg;3,1900;0,0000;3,19;MP;COMPON;CONGELAD;Si;0;;
MAT120;TOMILLO HOJA;Kg;2,9400;2,9400;5,891;MP;COMPON;AMBIENTE;Si;0;;
MAT121;ESPECIAS TANDOORI;Kg;6,3200;6,3200;8,9772;MP;COMPON;AMBIENTE;Si;0;;
MAT122;ESPECIAS CAJUN;Kg;9,2290;9,2290;0;MP;COMPON;AMBIENTE;Si;0;;
MAT125;PEREJIL SECO;Kg;15,4000;15,4000;43,75;MP;COMPON;AMBIENTE;Si;0;;
MAT126;BACON AHUMADO;Kg;5,4500;5,4500;0;MP;COMPON;REFRIGER;Si;0;;
MAT127;BABILLA DE VACA;Kg;4,8000;4,8000;0;MP;COMPON;REFRIGER;Si;0;;
MAT128;OBSOLETO: ACEITE DE SESAMO;litros;9,4075;9,4075;9,4075;MP;COMPON;AMBIENTE;Si;0;;
MAT129;ALCAPARRAS;Kg;4,1666;4,1666;1,84;MP;COMPON;AMBIENTE;No;0;;
MAT130;ACEITUNAS VERDES EN RODAJAS (1,56 KG ESCURRIDO);Kg;3,3300;3,3300;3,3333;MP;COMPON;AMBIENTE;No;0;;
MAT131;ALMENDRA MOLIDA;Kg;8,6000;8,6000;0;MP;COMPON;AMBIENTE;Si;0;;
MAT132;ATUN LOMO;Kg;11,4000;11,4000;11,4;MP;COMPON;CONGELAD;No;0;;
MAT133;CONEJO DESHUESADO;Kg;9,5000;9,5000;3;MP;COMPON;REFRIGER;Si;0;;
MAT134;CONSERVADOR;Kg;5,8600;5,8600;6,5;MP;COMPON;AMBIENTE;Si;0;;
MAT136;CORDERO LECHAL;Kg;10,0000;10,0000;11,5;MP;COMPON;CONGELAD;No;0;;
MAT137;COBERTURA DE CHOCOLATE BLANCO W2NV-01B GOTAS 10K;Kg;12,7700;12,7700;12,77;MP;COMPON;AMBIENTE;No;0;;
MAT138;MARGARINA CREMA HOLLAND CUBO 5KG;Kg;2,2030;2,2030;0;MP;COMPON;REFRIGER;Si;0;;
MAT139;DIOXIDO DE TITANIO E-171;Kg;10,8580;10,8580;7,55;MP;COMPON;AMBIENTE;Si;0;;
MAT141;HIERBAS PROVENZALES;Kg;9,7200;9,7200;0;MP;COMPON;AMBIENTE;Si;0;;
MAT142;CAPSULA PANETTONCINO P6050 MM;Uds;0,0397;0,0397;0,0397;MAUX;COMPON;AMBIENTE;No;0;;
MAT143;MOLDES PROFESIONALES 600X400;Uds;23,0000;23,0000;0;MAUX;COMPON;AMBIENTE;Si;0;;
MAT144;ETIQUETA P.P 2T 92*92;Uds;0,0221;0,0221;0,0221;MAUX;COMPON;AMBIENTE;No;0;;
MAT145;POLIMEROS (REIMPRESION);Uds;0,0000;0,0000;0;MAUX;COMPON;AMBIENTE;Si;0;;
MAT146;FILM AZUL EMBUTIR BALLOTINE PESCADO (750 M X BOBINA ANCHO 58 MM);metros;0,0832;0,0832;0,1088;MAUX;COMPON;AMBIENTE;No;0;;
MAT147;FLANERAS COULAND;Uds;0,0390;0,0390;0,039;MAUX;COMPON;AMBIENTE;No;0;;
MAT148;POLIPROPILENO HORNO 50*25 S-2;Uds;1,2900;1,2900;0;MAUX;COMPON;AMBIENTE;Si;0;;
MAT149;CARRILLERA CERDO INTERNA;Kg;5,4000;5,4000;5,4;MP;COMPON;CONGELAD;No;0;;
