Fecha Recepción;Nº Orden;Producto;Descripción Producto;Lote Producto;Unidades Fabricadas;Componente;Descripción Componente;Lote Componente;Línea;Familia;Consumo Teórico;Total Teórico;Consumo Unitario;Consumo Total;Coste Unitario;Coste Total
16/01/2024;FV-8789;SEM072;BALLOTINE TARTAR PESCADO;090124;230,00;MAT312;SALSA DE SOJA;22062025-1;COMPONENTE;MATERIA PRIMA;0,02;4,84;0,02;4,20;1,90;7,97
16/01/2024;FV-8789;SEM072;BALLOTINE TARTAR PESCADO;090124;230,00;MAT311;SOLIMON;6448;COMPONENTE;MATERIA PRIMA;0,09;21,00;0,08;17,60;1,51;26,56
16/01/2024;FV-8830;SEM102;SEMIELABORADO COCHINILLO DESHUESADO;150124;148,00;MAT357;PIEL DE COCHINILLO;ALB-BOP2311AV0141;COMPONENTE;MATERIA PRIMA;0,42;61,45;0,48;71,42;6,00;428,54
16/01/2024;FV-8834;SEM078;JUGO DE COCCION (RABO);130124;38,56;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;ALB-2232913;COMPONENTE;MATERIAL AUXILIAR;0,09;3,61;0,08;2,97;0,24;0,71
16/01/2024;FV-8799;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);090124;180,00;MAUX023;ETIQUETA IMPRESA FECHA DE CONSUMO PREFERENTE;10879;COMPONENTE;MATERIAL AUXILIAR;6,12;1.101,87;6,11;1.100,00;0,00;1,32
16/01/2024;FV-8793;SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;090124;2.156,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;ALB-2232913;COMPONENTE;MATERIAL AUXILIAR;0,09;184,76;0,07;152,21;0,24;36,24
16/01/2024;FV-8799;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);090124;180,00;MAT071;COBERTURA DE CHOCOLATE NEGRO;053194;COMPONENTE;MATERIA PRIMA;0,01;1,33;0,01;1,04;7,61;7,88
16/01/2024;FV-8799;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);090124;180,00;VAR119;ENVASE FLOR 6 HUECO (GRATENES Y POSTRES);ALB-13374;COMPONENTE;MATERIAL AUXILIAR;1,00;179,92;6,06;1.090,00;0,11;124,59
16/01/2024;FV-8799;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);090124;180,00;MAT073;ALMIDON DE MAIZ (MAIZENA);S1L-142015;COMPONENTE;MATERIA PRIMA;1,00;179,99;0,39;70,04;1,10;77,04
16/01/2024;FV-8799;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);090124;180,00;MAT033;AZUCAR;L23P461;COMPONENTE;MATERIA PRIMA;1,00;179,99;0,43;77,02;1,15;88,57
16/01/2024;FV-8817;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);120124;352,00;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;ALB-2232913;COMPONENTE;MATERIAL AUXILIAR;1,54;542,98;1,27;447,25;0,47;212,35
16/01/2024;FV-8813;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);120124;7.536,00;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;P1810569;COMPONENTE;MATERIAL AUXILIAR;0,01;112,41;0,01;113,00;0,23;26,31
16/01/2024;FV-8833;FGUA001;ALCACHOFA CONFITADA EN ACEITE DE OLIVA (18 ud);130124;105,00;MAT336;ACEITE DE OLIVA (ARBEQUINA) GARRAFA 4.4 KG;10010505;COMPONENTE;MATERIA PRIMA;0,38;40,24;0,08;8,80;9,50;83,56
16/01/2024;FV-8813;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);120124;7.536,00;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;ALB-31101RIB23;COMPONENTE;MATERIAL AUXILIAR;0,07;512,30;0,07;515,00;0,23;119,89
16/01/2024;FV-8815;FGUA005;CORAZON/ FLOR DE ALCACHOFA (Caja 8 uds X 500 g);110124;80,00;MAT325;ACEITE DE OLIVA SUAVE EN BOX 1.000 LITROS (935 KG);30102300;COMPONENTE;MATERIA PRIMA;1,00;80,00;0,56;45,18;7,00;316,28
16/01/2024;FV-8828;ELAB005;COSTILLA DE VACUM, €/KG;150124;1.419,87;VAR113;ETIQUETA BLANCA P.P 90*60 ADH.FUERTE;0128531;COMPONENTE;MATERIAL AUXILIAR;1,02;1.447,03;0,93;1.315,00;0,01;12,76
16/01/2024;FV-8796;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);100124;1.800,00;MAUX016;ETIQUETA IMPRESA 1426 FECHA DE CADUCIDAD;S2G2616BI;COMPONENTE;MATERIAL AUXILIAR;0,12;219,91;0,12;217,00;0,00;0,26
16/01/2024;FV-8832;FCAR024;COCHINILLO DESHUESADO PLANCHA (CAJA 3X 2,15 kg);150124;68,00;MAT183;ETIQUETA P.P 110*110 IMPRESA;0130315-1;COMPONENTE;MATERIAL AUXILIAR;3,06;208,16;3,09;210,00;0,02;4,31
16/01/2024;FV-8813;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);120124;7.536,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1074331741;COMPONENTE;MATERIAL AUXILIAR;3,99;30.053,95;3,60;27.129,60;0,00;100,38
16/01/2024;FV-8817;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);120124;352,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;ALB-2232913;COMPONENTE;MATERIAL AUXILIAR;1,54;542,98;1,27;447,25;0,24;106,49
16/01/2024;FV-8793;SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;090124;2.156,00;MAT337;ACEITE DE OLIVA VIRGEN EXTRA GARRAFA 4.4 KG;06112316;COMPONENTE;MATERIA PRIMA;0,82;1.762,32;0,01;20,15;9,18;184,85
16/01/2024;FV-8799;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);090124;180,00;MAT196;FILM BOBINA GRANDE (1000 M X BOBINA ANCHO 450)  FLOWPACK;005-OF-23-001858;COMPONENTE;MATERIAL AUXILIAR;2,40;431,96;2,00;360,00;0,14;51,73
16/01/2024;FV-8833;FGUA001;ALCACHOFA CONFITADA EN ACEITE DE OLIVA (18 ud);130124;105,00;MAT336;ACEITE DE OLIVA (ARBEQUINA) GARRAFA 4.4 KG;22112303;COMPONENTE;MATERIA PRIMA;0,62;64,76;0,13;14,16;9,50;134,50
16/01/2024;FV-8813;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);120124;7.536,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);318497;COMPONENTE;MATERIAL AUXILIAR;0,23;1.761,71;0,24;1.784,52;0,09;164,53
17/01/2024;FV-8829;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);150124;15.332,00;MAUX042;ETIQUETA EN C MERCADONA ARROZ DE SECRETO;72952;COMPONENTE;MATERIAL AUXILIAR;1,07;16.455,34;1,11;17.036,00;0,02;424,20
17/01/2024;FV-8829;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);150124;15.332,00;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;P1810569;COMPONENTE;MATERIAL AUXILIAR;0,08;1.272,63;0,08;1.277,00;0,23;297,29
17/01/2024;FV-8829;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);150124;15.332,00;MAT344;ARROZ VAPORIZADO S.25 KG;301123;COMPONENTE;MATERIA PRIMA;0,08;1.267,13;0,09;1.333,00;1,33;1.778,22
17/01/2024;FV-8829;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);150124;15.332,00;MAT104;PAPEL SULFURIZADO;103407903;COMPONENTE;MATERIAL AUXILIAR;0,03;415,34;0,03;430,00;0,05;21,46
17/01/2024;FV-8829;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);150124;15.332,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1070040942;COMPONENTE;MATERIAL AUXILIAR;2,68;41.022,39;2,42;37.161,20;0,00;137,50
17/01/2024;FV-8829;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);150124;15.332,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1074331741;COMPONENTE;MATERIAL AUXILIAR;1,30;19.907,80;1,18;18.034,00;0,00;66,73
17/01/2024;FV-8829;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);150124;15.332,00;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);100124;SC;SEMIELABORADOS;0,03;415,34;0,03;430,00;19,56;8.411,96
17/01/2024;FV-8829;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);150124;15.332,00;MAT296;AJO TIERNO CONGELADO;22/09/23;COMPONENTE;MATERIA PRIMA;0,02;234,18;0,02;238,65;3,59;857,23
17/01/2024;FV-8829;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);150124;15.332,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);318497;COMPONENTE;MATERIAL AUXILIAR;0,23;3.583,00;0,12;1.854,71;0,09;171,00
17/01/2024;FV-8829;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);150124;15.332,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2023/134304;COMPONENTE;MATERIAL AUXILIAR;1,01;15.493,83;1,01;15.547,00;0,07;1.148,92
18/01/2024;FV-8836;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;170124;35,00;MAT389;HARINA 100% BOLETUS;CHD23213010-1;COMPONENTE;MATERIA PRIMA;2,02;70,53;2,02;70,54;37,75;2.662,70
18/01/2024;FV-8839;FCAR016;RABO DE VACUNO DESHUESADO RACION (CAJA 16 uds);160124;165,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;ALB-2232913;COMPONENTE;MATERIAL AUXILIAR;0,91;150,84;0,75;124,23;0,24;29,58
18/01/2024;FV-8837;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);160124;288,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;230905;COMPONENTE;MATERIAL AUXILIAR;1,02;293,81;1,00;289,00;0,02;4,62
18/01/2024;FV-8838;SEM078;JUGO DE COCCION (RABO);160124;210,98;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;ALB-2232913;COMPONENTE;MATERIAL AUXILIAR;0,09;19,73;0,08;16,25;0,47;7,71
18/01/2024;FV-8836;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;170124;35,00;MAT262;PIMENTON DULCE AHUMADO;J1205124;COMPONENTE;MATERIA PRIMA;2,04;71,45;2,04;71,45;6,63;473,64
18/01/2024;FV-8837;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);160124;288,00;SEM053;PREPARADO SAL, AJO, ROMERO Y PIMIENTA;061223;foodVAC;SEMIELABORADOS;0,02;5,67;0,02;5,47;1,50;8,19
18/01/2024;FV-8835;SEM103;SEMIELABORADO RABO DESHUESADO;160124;111,00;SEM122;SEMIELABORADO DE SAL Y PIMIENTA;191223;foodVAC;SEMIELABORADOS;0,06;6,60;0,06;6,50;0,46;2,98
18/01/2024;FV-8837;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);160124;288,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;ALB-2232913;COMPONENTE;MATERIAL AUXILIAR;0,51;148,09;0,42;121,97;0,24;29,04
18/01/2024;FV-8837;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);160124;288,00;MAT183;ETIQUETA P.P 110*110 IMPRESA;0130315-1;COMPONENTE;MATERIAL AUXILIAR;4,08;1.175,24;4,01;1.156,00;0,02;23,70
18/01/2024;FV-8835;SEM103;SEMIELABORADO RABO DESHUESADO;160124;111,00;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;ALB-2232913;COMPONENTE;MATERIAL AUXILIAR;1,02;113,21;0,84;93,24;0,47;44,27
18/01/2024;FV-8835;SEM103;SEMIELABORADO RABO DESHUESADO;160124;111,00;MAUX018;BOLSA VACIO 40x60 LORE140 MICRAS ENVASADO PLANCHAS;10696594;COMPONENTE;MATERIAL AUXILIAR;0,00;0,07;1,08;120,00;0,30;35,98
18/01/2024;FV-8839;FCAR016;RABO DE VACUNO DESHUESADO RACION (CAJA 16 uds);160124;165,00;VAR142;CAJAS CARTON B1 PEQUEÑA;1002035937;COMPONENTE;MATERIAL AUXILIAR;1,02;168,36;1,00;165,00;0,41;66,84
18/01/2024;FV-8838;SEM078;JUGO DE COCCION (RABO);160124;210,98;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;ALB-2232913;COMPONENTE;MATERIAL AUXILIAR;0,09;19,73;0,08;16,25;0,24;3,87
18/01/2024;FV-8836;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;170124;35,00;VAR113;ETIQUETA BLANCA P.P 90*60 ADH.FUERTE;0128531;COMPONENTE;MATERIAL AUXILIAR;1,02;35,71;2,00;70,00;0,01;0,68
18/01/2024;FV-8837;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);160124;288,00;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;ALB-2232913;COMPONENTE;MATERIAL AUXILIAR;0,51;148,09;0,42;121,97;0,47;57,91
18/01/2024;FV-8835;SEM103;SEMIELABORADO RABO DESHUESADO;160124;111,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;ALB-2232913;COMPONENTE;MATERIAL AUXILIAR;1,02;113,21;0,84;93,24;0,24;22,20
18/01/2024;FV-8839;FCAR016;RABO DE VACUNO DESHUESADO RACION (CAJA 16 uds);160124;165,00;MAT183;ETIQUETA P.P 110*110 IMPRESA;0130315-1;COMPONENTE;MATERIAL AUXILIAR;8,16;1.346,75;8,18;1.350,00;0,02;27,68
18/01/2024;FV-8837;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);160124;288,00;VAR118;CAJAS CARTON B1 MEDIANA;202300657;COMPONENTE;MATERIAL AUXILIAR;1,02;293,87;1,00;288,00;0,33;94,46
18/01/2024;FV-8835;SEM103;SEMIELABORADO RABO DESHUESADO;160124;111,00;MAT104;PAPEL SULFURIZADO;103407903;COMPONENTE;MATERIAL AUXILIAR;2,04;226,52;2,03;225,00;0,05;11,16
18/01/2024;FV-8839;FCAR016;RABO DE VACUNO DESHUESADO RACION (CAJA 16 uds);160124;165,00;SEM005;SALSA DE VACUNO (BOLSA);271223;foodVAC;SEMIELABORADOS;0,08;14,00;0,08;14,00;0,43;6,02
18/01/2024;FV-8839;FCAR016;RABO DE VACUNO DESHUESADO RACION (CAJA 16 uds);160124;165,00;SEM005;SALSA DE VACUNO (BOLSA);040124;foodVAC;SEMIELABORADOS;1,64;270,97;1,64;271,00;0,49;133,55
18/01/2024;FV-8839;FCAR016;RABO DE VACUNO DESHUESADO RACION (CAJA 16 uds);160124;165,00;SEM005;SALSA DE VACUNO (BOLSA);181223;foodVAC;SEMIELABORADOS;1,27;209,98;1,27;210,00;0,47;97,84
18/01/2024;FV-8839;FCAR016;RABO DE VACUNO DESHUESADO RACION (CAJA 16 uds);160124;165,00;SEM103;SEMIELABORADO RABO DESHUESADO;160124;foodVAC;SEMIELABORADOS;0,67;110,00;0,67;111,00;76,93;8.539,69
18/01/2024;FV-8837;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);160124;288,00;MAT290;SECRETO DE CERDO IBERICO  BARRIGA ARROCES;ALB-VE2/44;COMPONENTE;MATERIA PRIMA;2,94;845,30;2,94;845,60;6,90;5.834,63
18/01/2024;FV-8837;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);160124;288,00;MAT290;SECRETO DE CERDO IBERICO  BARRIGA ARROCES;ALB-MV4878;COMPONENTE;MATERIA PRIMA;1,23;354,38;1,23;354,50;7,15;2.534,68
18/01/2024;FV-8836;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;170124;35,00;MAT388;COLORANTE NATURAL TABERNER;152415/153161;COMPONENTE;MATERIA PRIMA;1,43;49,92;1,43;49,92;11,34;566,09
18/01/2024;FV-8836;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;170124;35,00;MAT388;COLORANTE NATURAL TABERNER;152415-1;COMPONENTE;MATERIA PRIMA;0,23;7,90;0,23;7,90;11,34;89,59
18/01/2024;FV-8836;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;170124;35,00;MAT345;FONDO DE CARNE INTERAL;ALB-300037937;COMPONENTE;MATERIA PRIMA;32,80;1.148,12;32,80;1.148,14;3,49;4.009,88
18/01/2024;FV-8836;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;170124;35,00;MAT262;PIMENTON DULCE AHUMADO;J1116704;COMPONENTE;MATERIA PRIMA;1,24;43,36;1,24;43,36;6,63;287,46
18/01/2024;FV-8835;SEM103;SEMIELABORADO RABO DESHUESADO;160124;111,00;MAT048;RABO DE VACUNO;ALB-7070857435-1;COMPONENTE;MATERIA PRIMA;11,90;1.320,82;12,05;1.337,00;6,30;8.423,10
18/01/2024;FV-8836;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;170124;35,00;MAT389;HARINA 100% BOLETUS;ALB-650778;COMPONENTE;MATERIA PRIMA;0,29;10,00;0,29;10,00;37,75;377,50
18/01/2024;FV-8839;FCAR016;RABO DE VACUNO DESHUESADO RACION (CAJA 16 uds);160124;165,00;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;ALB-2232913;COMPONENTE;MATERIAL AUXILIAR;0,91;150,84;0,75;124,23;0,47;58,98
18/01/2024;FV-8839;FCAR016;RABO DE VACUNO DESHUESADO RACION (CAJA 16 uds);160124;165,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;230905;COMPONENTE;MATERIAL AUXILIAR;1,02;168,36;1,01;167,00;0,02;2,67
19/01/2024;FV-8847;SEM105;SEMIELABORADO CORDERO DESHUESADO;180124;184,50;MAUX018;BOLSA VACIO 40x60 LORE140 MICRAS ENVASADO PLANCHAS;10696594;COMPONENTE;MATERIAL AUXILIAR;1,02;188,23;1,06;195,00;0,30;58,46
19/01/2024;FV-8841;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);160124;9.595,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2023/134304;COMPONENTE;MATERIAL AUXILIAR;1,02;9.744,49;1,03;9.860,00;0,07;731,61
19/01/2024;FV-8845;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);180124;12.972,00;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;P1810569;COMPONENTE;MATERIAL AUXILIAR;0,08;1.079,75;0,08;1.081,00;0,23;251,66
19/01/2024;FV-8840;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);150124;936,00;MAT391;ACEITE DE ORUJO DE OLIVA IBC 1.000 LITROS;30112305;COMPONENTE;MATERIA PRIMA;1,00;935,78;0,30;282,26;3,50;987,91
19/01/2024;FV-8841;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);160124;9.595,00;MAUX042;ETIQUETA EN C MERCADONA ARROZ DE SECRETO;72952;COMPONENTE;MATERIAL AUXILIAR;1,09;10.434,79;1,11;10.662,00;0,02;265,48
19/01/2024;FV-8840;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);150124;936,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;ALB-2232913;COMPONENTE;MATERIAL AUXILIAR;0,51;481,22;0,42;396,40;0,24;94,38
19/01/2024;FV-8846;FTAR001;TARTAR DE SALMON (CAJA 32 uds);170124;111,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;ALB-2232913;COMPONENTE;MATERIAL AUXILIAR;1,83;202,96;1,51;167,15;0,24;39,80
19/01/2024;FV-8845;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);180124;12.972,00;MAT104;PAPEL SULFURIZADO;1052662111;COMPONENTE;MATERIAL AUXILIAR;0,03;356,13;0,03;371,00;0,05;18,18
19/01/2024;FV-8846;FTAR001;TARTAR DE SALMON (CAJA 32 uds);170124;111,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;230905;COMPONENTE;MATERIAL AUXILIAR;1,02;113,26;1,01;112,00;0,02;1,79
19/01/2024;FV-8847;SEM105;SEMIELABORADO CORDERO DESHUESADO;180124;184,50;SEM122;SEMIELABORADO DE SAL Y PIMIENTA;191223;foodVAC;SEMIELABORADOS;0,06;11,90;0,07;12,24;0,46;5,62
19/01/2024;FV-8846;FTAR001;TARTAR DE SALMON (CAJA 32 uds);170124;111,00;MAT229;TECNOMIC CL20;152953;COMPONENTE;MATERIA PRIMA;0,02;2,10;0,02;2,18;18,67;40,61
19/01/2024;FV-8841;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);160124;9.595,00;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;P1810569;COMPONENTE;MATERIAL AUXILIAR;0,08;797,31;0,08;799,00;0,23;186,01
19/01/2024;FV-8845;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);180124;12.972,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2023/134304;COMPONENTE;MATERIAL AUXILIAR;1,02;13.173,75;1,02;13.189,00;0,07;978,62
19/01/2024;FV-8840;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);150124;936,00;MAT183;ETIQUETA P.P 110*110 IMPRESA;0130315-1;COMPONENTE;MATERIAL AUXILIAR;1,00;935,27;1,00;940,00;0,02;19,27
19/01/2024;FV-8840;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);150124;936,00;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;040124;SC;SEMIELABORADOS;0,01;8,05;0,01;8,00;242,21;1.937,68
19/01/2024;FV-8846;FTAR001;TARTAR DE SALMON (CAJA 32 uds);170124;111,00;MAT323;ACEITE DE SESAMO;BDF60-89437;COMPONENTE;MATERIA PRIMA;1,00;111,00;0,03;2,90;12,24;35,48
19/01/2024;FV-8850;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);240124;504,00;MAUX016;ETIQUETA IMPRESA 1426 FECHA DE CADUCIDAD;10879;COMPONENTE;MATERIAL AUXILIAR;1,02;514,11;1,01;508,00;0,00;0,61
19/01/2024;FV-8845;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);180124;12.972,00;MAUX042;ETIQUETA EN C MERCADONA ARROZ DE SECRETO;72952;COMPONENTE;MATERIAL AUXILIAR;1,08;14.023,38;1,11;14.414,00;0,02;358,91
19/01/2024;FV-8847;SEM105;SEMIELABORADO CORDERO DESHUESADO;180124;184,50;MAT104;PAPEL SULFURIZADO;103407903;COMPONENTE;MATERIAL AUXILIAR;2,04;376,48;2,01;370,00;0,05;18,35
19/01/2024;FV-8845;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);180124;12.972,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);ALB-82803748;COMPONENTE;MATERIAL AUXILIAR;0,23;3.015,99;0,19;2.500,00;0,09;230,50
19/01/2024;FV-8847;SEM105;SEMIELABORADO CORDERO DESHUESADO;180124;184,50;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;ALB-2232913;COMPONENTE;MATERIAL AUXILIAR;1,11;203,99;0,91;168,01;0,47;79,77
19/01/2024;FV-8846;FTAR001;TARTAR DE SALMON (CAJA 32 uds);170124;111,00;MAT183;ETIQUETA P.P 110*110 IMPRESA;0130315-1;COMPONENTE;MATERIAL AUXILIAR;16,33;1.812,12;16,40;1.820,00;0,02;37,31
19/01/2024;FV-8846;FTAR001;TARTAR DE SALMON (CAJA 32 uds);170124;111,00;VAR118;CAJAS CARTON B1 MEDIANA;202300657;COMPONENTE;MATERIAL AUXILIAR;1,02;113,25;1,00;111,00;0,33;36,41
19/01/2024;FV-8841;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);160124;9.595,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1070040942;COMPONENTE;MATERIAL AUXILIAR;3,97;38.114,51;3,60;34.542,00;0,00;127,81
19/01/2024;FV-8842;SEM111;SEMIELABORADO PAELLA MIXTA VAP. (BOLSA);170124;30,00;MAT060;TOMATE FRITO BOTE  2.55  KG;2335;COMPONENTE;MATERIA PRIMA;1,00;30,00;0,59;17,56;1,26;22,20
19/01/2024;FV-8846;FTAR001;TARTAR DE SALMON (CAJA 32 uds);170124;111,00;SEM015;BALLOTINE TARTAR;301023;foodVAC;SEMIELABORADOS;1,00;111,00;1,07;119,00;4,41;525,36
19/01/2024;FV-8846;FTAR001;TARTAR DE SALMON (CAJA 32 uds);170124;111,00;MAT268;TROZOS DE SALMON ATLANTICO CONGELADO;029154;COMPONENTE;MATERIA PRIMA;2,63;291,45;2,79;310,00;10,19;3.158,90
19/01/2024;FV-8842;SEM111;SEMIELABORADO PAELLA MIXTA VAP. (BOLSA);170124;30,00;MAT388;COLORANTE NATURAL TABERNER;152415/153161;COMPONENTE;MATERIA PRIMA;0,02;0,46;0,02;0,47;11,34;5,31
19/01/2024;FV-8845;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);180124;12.972,00;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);150124;SC;SEMIELABORADOS;0,03;355,17;0,03;370,00;19,99;7.394,71
19/01/2024;FV-8842;SEM111;SEMIELABORADO PAELLA MIXTA VAP. (BOLSA);170124;30,00;MAT287;PIMIENTO ROJO CONGELADO A DADOS;3338;COMPONENTE;MATERIA PRIMA;0,34;10,26;0,34;10,29;1,77;18,24
19/01/2024;FV-8842;SEM111;SEMIELABORADO PAELLA MIXTA VAP. (BOLSA);170124;30,00;MAT301;OBSOLETO: GUISANTES CONGELADOS;43668548-1;COMPONENTE;MATERIA PRIMA;1,00;30,00;0,46;13,69;1,16;15,88
19/01/2024;FV-8841;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);160124;9.595,00;MAT296;AJO TIERNO CONGELADO;22/09/23;COMPONENTE;MATERIA PRIMA;0,02;146,66;0,02;149,85;3,59;538,26
