;Almacén;Artículo;Descripción;Stock Unidades;Ubicación;Lote/Nº Serie;Lote Interno;Fecha Entrada;Proveedor;Caducidad;Entradas Previstas;Salidas Previstas;Fecha Salida Prevista
False;GENERAL;SCRE060;PAELLA VALENCIANA VAP LIDL (10 X 280 gr);0,00;PPAA REF;220623;220623;;;22/07/2023;;;
False;GENERAL;SCRE059;ARROZ NEGRO VAP (10 X 280 gr);0,00;PPAA REF;220623;220623;;;22/07/2023;;;
False;GENERAL;SEM118;BARQUETA FIDEUA MARINERA LIDL (1 x 280);0,00;PPAA REF;220623;220623;;;22/07/2023;;;
False;GENERAL;SCRE047;ARROZ VERDURAS (1 X 280 gr);0,00;;220623;220623;;;22/07/2023;;1.080,00;09/04/2025
False;GENERAL;SEM116;BARQUETA ARROZ NEGRO VAP (1 x 280);0,00;PPAA REF;220623;220623;;;22/07/2023;;;
False;GENERAL;MAT028;OBSOLETO: VINO DE OPORTO;0,00;SECOS;L.20972B;2207-001;01/07/2022;MAKRO AUTOSERVICIO MAYORISTA, S.A.;01/07/2024;;;
False;NAVE 5;MAT028;OBSOLETO: VINO DE OPORTO;0,00;;L.20972B;2207-001;01/07/2022;MAKRO AUTOSERVICIO MAYORISTA, S.A.;01/07/2024;;;
False;GENERAL;MAUX034;VITOLA ARROZ A BANDA (280gr);0,00;EXPEDICIÓN;49275/1/1;2207-002;01/07/2022;CARTONAJES MORA,S.A.;31/01/2099;;;
False;NAVE 5;MAUX034;VITOLA ARROZ A BANDA (280gr);0,00;EXPEDICIÓN;49275/1/1;2207-002;01/07/2022;CARTONAJES MORA,S.A.;31/01/2099;;;
False;GENERAL;MAT334;CEBOLLA JULIANA;0,00;MMPP REF;25;2207-003;01/07/2022;PATATAS PELADAS GILFA S.L.;08/07/2022;;;
False;GENERAL;MAT039;OBSOLETO: COCHINILLO DE CERDO;0,00;mmpp cong;016/22-240/22;2207-004;02/07/2022;EL COCHINILLO SEGOVIANO;14/01/2024;;;
False;GENERAL;MAT039;OBSOLETO: COCHINILLO DE CERDO;0,00;MMPP CONG;14822;2207-005;02/07/2022;BOPEPOR S.L.;22/05/2024;;;
False;GENERAL;MAT197;OBSOLETO: PIEL DE COCHINILLO;0,00;MMPP CONG;2121/2621/3321/5021;2207-006;02/07/2022;BOPEPOR S.L.;18/02/2023;;;
False;CONSUMO INTERNO I+D;MAT325;ACEITE DE OLIVA SUAVE EN BOX 1.000 LITROS (935 KG);0,00;;30062202;2207-007;02/07/2022;ACEITES DE LAS HERAS SLU;31/07/2023;;;
False;GENERAL / 2;MAT325;ACEITE DE OLIVA SUAVE EN BOX 1.000 LITROS (935 KG);0,00;SECOS;30062202;2207-007;02/07/2022;ACEITES DE LAS HERAS SLU;31/07/2023;;;
False;GENERAL;MAT325;ACEITE DE OLIVA SUAVE EN BOX 1.000 LITROS (935 KG);0,00;SECOS;30062202;2207-007;02/07/2022;ACEITES DE LAS HERAS SLU;31/07/2023;;;
False;GENERAL;MAT339;MIX DE SETAS CULTIVADAS;0,00;MMPP CONG;11/05/22;2207-008;02/07/2022;CONGELADOS DE NAVARRA SAU;30/11/2024;;;
False;GENERAL;MAT286;ALAS DE POLLO;0,00;MMPP CONG;ALB-369166;2207-009;04/07/2022;HIJOS DE JUAN PUJANTE SA;14/12/2023;;;
False;GENERAL;MAT158;PALETA CERDO 4D;0,00;MMPP CONG;2212;2207-010;06/07/2022;FRISELVA, S.A.;23/05/2024;;;
False;GENERAL;MAT149;CARRILLERA CERDO INTERNA;0,00;MMPP CONG;2252/2253;2207-011;06/07/2022;FRISELVA, S.A.;20/06/2024;;;
False;NAVE 5;MAUX017;VITOLA ARROZ DE SECRETO CON SETAS MERCADONA;0,00;EXPEDICIÓN;49274/1/1;2207-012;06/07/2022;CARTONAJES MORA,S.A.;;;;
False;GENERAL;MAUX017;VITOLA ARROZ DE SECRETO CON SETAS MERCADONA;0,00;EXPEDICIÓN;49274/1/1;2207-012;06/07/2022;CARTONAJES MORA,S.A.;;;;
False;NAVE 5;MAUX035;VITOLA PAELLA VALENCIANA (300gr);0,00;EXPEDICIÓN;49275/2/1;2207-013;06/07/2022;CARTONAJES MORA,S.A.;31/01/2099;;;
False;GENERAL;MAUX035;VITOLA PAELLA VALENCIANA (300gr);0,00;EXPEDICIÓN;49275/2/1;2207-013;06/07/2022;CARTONAJES MORA,S.A.;31/01/2099;;;
False;GENERAL;MAUX038;VITOLA ARROZ NEGRO LIDL (280gr);0,00;EXPEDICIÓN;49884/1/1;2207-014;06/07/2022;CARTONAJES MORA,S.A.;31/01/2099;;;
False;NAVE 5;MAUX038;VITOLA ARROZ NEGRO LIDL (280gr);0,00;EXPEDICIÓN;49884/1/1;2207-014;06/07/2022;CARTONAJES MORA,S.A.;31/01/2099;;;
False;GENERAL;MAUX037;VITOLA FIDEUA LIDL (280gr);0,00;EXPEDICIÓN;49884/2/1;2207-015;06/07/2022;CARTONAJES MORA,S.A.;31/01/2099;;;
False;NAVE 5;MAUX037;VITOLA FIDEUA LIDL (280gr);0,00;EXPEDICIÓN;49884/2/1;2207-015;06/07/2022;CARTONAJES MORA,S.A.;31/01/2099;;;
False;GENERAL;MAUX036;VITOLA ARROZ DE VERDURAS (280gr);0,00;EXPEDICIÓN;49276/1/1;2207-016;06/07/2022;CARTONAJES MORA,S.A.;31/01/2099;;;
False;NAVE 5;MAUX036;VITOLA ARROZ DE VERDURAS (280gr);0,00;EXPEDICIÓN;49276/1/1;2207-016;06/07/2022;CARTONAJES MORA,S.A.;31/01/2099;;;
False;GENERAL;MAUX032;VITOLA ARROZ DE SECRETO V2 CONSUM (280gr);0,00;EXPEDICIÓN;49882/1/1;2207-017;06/07/2022;CARTONAJES MORA,S.A.;;;;
False;NAVE 5;MAUX032;VITOLA ARROZ DE SECRETO V2 CONSUM (280gr);0,00;EXPEDICIÓN;49882/1/1;2207-017;06/07/2022;CARTONAJES MORA,S.A.;;;;
False;GENERAL;MAUX039;VITOLA PAELLA VALENCIANA LIDL (300gr);0,00;EXPEDICIÓN;49883/1/1;2207-018;06/07/2022;CARTONAJES MORA,S.A.;31/01/2099;;;
False;NAVE 5;MAUX039;VITOLA PAELLA VALENCIANA LIDL (300gr);0,00;EXPEDICIÓN;49883/1/1;2207-018;06/07/2022;CARTONAJES MORA,S.A.;31/01/2099;;;
False;GENERAL / 2;MAT278;ARROZ REDONDO CAT. EXTRA 25Kg;0,00;;26221;2207-019;06/07/2022;ARROCERIAS ANTONIO TOMAS SL;01/06/2023;;;
False;GENERAL;MAT278;ARROZ REDONDO CAT. EXTRA 25Kg;0,00;SECOS;26221;2207-019;06/07/2022;ARROCERIAS ANTONIO TOMAS SL;01/06/2023;;;
False;NAVE 5;MAT278;ARROZ REDONDO CAT. EXTRA 25Kg;0,00;;26221;2207-019;06/07/2022;ARROCERIAS ANTONIO TOMAS SL;01/06/2023;;;
False;NAVE 5 / 2;MAT278;ARROZ REDONDO CAT. EXTRA 25Kg;0,00;SECOS;26221;2207-019;06/07/2022;ARROCERIAS ANTONIO TOMAS SL;01/06/2023;;;
False;GENERAL;MAT322;PREPARADO FONDO DE CARNE DE VACUNO;0,00;SECOS;146026;2207-020;06/07/2022;MANUFACTURAS TABERNER SA;10/11/2023;;;
False;NAVE 5;MAT322;PREPARADO FONDO DE CARNE DE VACUNO;0,00;SECOS;146026;2207-020;06/07/2022;MANUFACTURAS TABERNER SA;10/11/2023;;;
False;GENERAL;MAT319;AROMA GOLD;0,00;SECOS;146335;2207-021;06/07/2022;MANUFACTURAS TABERNER SA;30/05/2023;;;
False;NAVE 5;MAT319;AROMA GOLD;0,00;SECOS;146335;2207-021;06/07/2022;MANUFACTURAS TABERNER SA;30/05/2023;;;
False;GENERAL;MAT340;HARINA DE BOLETUS;0,00;SECOS;49263/44515;2207-022;06/07/2022;HONGOS DE ZAMORA SL;31/12/2024;;;
False;NAVE 5;MAT340;HARINA DE BOLETUS;0,00;SECOS;49263/44515;2207-022;06/07/2022;HONGOS DE ZAMORA SL;31/12/2024;;;
False;NAVE 5;MAT137;COBERTURA DE CHOCOLATE BLANCO W2NV-01B GOTAS 10K;0,00;SECOS;221581001;2207-023;06/07/2022;BARRY CALLEBAUT BELGIUM NV;07/06/2023;;;
False;CONSUMO INTERNO I+D;MAT137;COBERTURA DE CHOCOLATE BLANCO W2NV-01B GOTAS 10K;0,00;;221581001;2207-023;06/07/2022;BARRY CALLEBAUT BELGIUM NV;07/06/2023;;;
False;GENERAL;MAT137;COBERTURA DE CHOCOLATE BLANCO W2NV-01B GOTAS 10K;0,00;SECOS;221581001;2207-023;06/07/2022;BARRY CALLEBAUT BELGIUM NV;07/06/2023;;;
False;GENERAL;MAT039;OBSOLETO: COCHINILLO DE CERDO;0,00;MMPP CONG;ALB-BOP2207AV0012;2207-024;06/07/2022;BOPEPOR S.L.;30/06/2024;;;
False;NAVE 5;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-15480RIB22;2207-025;06/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;;ALB-15480RIB22;2207-025;06/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-15480RIB22;2207-026;06/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX021;PALET LOGIFRUIT 81;0,00;;ALB-15480RIB22;2207-026;06/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX026;ESTUCHE RABO DE VACUNO;0,00;EXPEDICIÓN;220622;2207-027;06/07/2022;GALERIA GRAFICA SL;;;;
False;NAVE 5;MAUX026;ESTUCHE RABO DE VACUNO;0,00;EXPEDICIÓN;220622;2207-027;06/07/2022;GALERIA GRAFICA SL;;;;
False;CARBÓ;MAT339;MIX DE SETAS CULTIVADAS;0,00;MMPP CONG;010722;2207-028;07/07/2022;CONGELADOS DE NAVARRA SAU;31/12/2024;;;
False;GENERAL;MAT339;MIX DE SETAS CULTIVADAS;0,00;MMPP CONG;010722;2207-028;07/07/2022;CONGELADOS DE NAVARRA SAU;31/12/2024;;;
False;CARBÓ;MAT355;MIX DE SETAS CULTIVADAS Y AJO TIERNO;0,00;MMPP CONG;120622;2207-029;07/07/2022;CONGELADOS DE NAVARRA SAU;31/12/2024;;;
False;GENERAL;MAT355;MIX DE SETAS CULTIVADAS Y AJO TIERNO;0,00;MMPP CONG;120622;2207-029;07/07/2022;CONGELADOS DE NAVARRA SAU;31/12/2024;;;
False;GENERAL;MAT287;PIMIENTO ROJO CONGELADO A DADOS;0,00;MMPP CONG;2138;2207-030;07/07/2022;DISTRIBUIDORA LEVANTINA DE ALIMENTACIÓN, S.L.;18/05/2024;;;
False;GENERAL;MAT327;PIMIENTO ROJO EN TIRAS;0,00;MMPP CONG;2164/2138;2207-031;07/07/2022;DISTRIBUIDORA LEVANTINA DE ALIMENTACIÓN, S.L.;13/06/2024;;;
False;GENERAL;MAT257;CALAMAR POTON DADOS 1X1 0%;0,00;MMPP CONG;011022-1;2207-032;07/07/2022;DISTRIBUIDORA LEVANTINA DE ALIMENTACIÓN, S.L.;01/05/2023;;;
False;NAVE 5;MAT033;AZUCAR;0,00;SECOS;39E005204;2207-033;07/07/2022;BROCAL OBRADOR Y RESTAURACION SL;06/07/2024;;;
False;CONSUMO INTERNO I+D;MAT033;AZUCAR;0,00;;39E005204;2207-033;07/07/2022;BROCAL OBRADOR Y RESTAURACION SL;06/07/2024;;;
False;GENERAL;MAT033;AZUCAR;0,00;SECOS;39E005204;2207-033;07/07/2022;BROCAL OBRADOR Y RESTAURACION SL;06/07/2024;;;
False;GENERAL;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);0,00;EXPEDICIÓN;1072325551;2207-034;07/07/2022;LINDE GAS ESPAÑA SAU;;;;
False;GENERAL;MAT330;VINAGRE DE VINO BLANCO;0,00;SECOS;40-21-1;2207-037;07/07/2022;VALLE ALIMENTACION PROFESIONAL SL;01/07/2024;;;
False;NAVE 5;MAT330;VINAGRE DE VINO BLANCO;0,00;SECOS;40-21-1;2207-037;07/07/2022;VALLE ALIMENTACION PROFESIONAL SL;01/07/2024;;;
False;NAVE 5;MAT315;SALSA TABASCO;0,00;SECOS;120821-1;2207-038;07/07/2022;VALLE ALIMENTACION PROFESIONAL SL;31/12/2026;;;
False;GENERAL;MAT315;SALSA TABASCO;0,00;SECOS;120821-1;2207-038;07/07/2022;VALLE ALIMENTACION PROFESIONAL SL;31/12/2026;;;
False;NAVE 5;VAR420;PALET ALQUILADO IPP;0,00;EXPEDICIÓN;ALB-S220265983;2207-039;07/07/2022;IPP LOGIPAL IBERIA SLU;;;;
False;GENERAL;VAR420;PALET ALQUILADO IPP;0,00;EXPEDICIÓN;ALB-S220265983;2207-039;07/07/2022;IPP LOGIPAL IBERIA SLU;;;1,00;20/01/2023
False;GENERAL;MAT334;CEBOLLA JULIANA;0,00;MMPP REF;26;2207-040;08/07/2022;PATATAS PELADAS GILFA S.L.;14/07/2022;;;
False;GENERAL;MAT056;PATATA PANADERA;0,00;MMPP REF;37;2207-041;08/07/2022;PATATAS PELADAS GILFA S.L.;15/07/2022;;;
False;GENERAL;MAT228;PATA DE VACUNO;0,00;MMPP CONG;040722;2207-042;08/07/2022;INICIATIVAS COMERCIALES DADYMA,S.L.;04/01/2024;;;
False;GENERAL;MAT013;NATA LIQUIDA;0,00;MMPP REF;217100452;2207-043;08/07/2022;KAIKU Km0, S.L.;20/11/2022;;;
False;GENERAL;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);0,00;EXPEDICIÓN;1072422873/1072325561;2207-044;08/07/2022;LINDE GAS ESPAÑA SAU;;;;
False;NAVE 5;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-15983RIB22;2207-046;11/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;;ALB-15983RIB22;2207-046;11/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX021;PALET LOGIFRUIT 81;0,00;;ALB-15983RIB22;2207-047;11/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-15983RIB22;2207-047;11/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAT048;RABO DE VACUNO;0,00;MMPP CONG;ALB-580295;2207-048;12/07/2022;SOCOPA VIANDES - BP;21/06/2024;;;
False;CONSUMO INTERNO GENERAL;MAT026;FUNDAS PARA CARROS SOC CHEF;0,00;SECOS;71620;2207-049;12/07/2022;SOC CHEF SLU;31/01/2099;;;
False;GENERAL;MAT026;FUNDAS PARA CARROS SOC CHEF;0,00;SALAS;71620;2207-049;12/07/2022;SOC CHEF SLU;31/01/2099;;;
False;GENERAL / 2;MAT026;FUNDAS PARA CARROS SOC CHEF;0,00;;71620;2207-049;12/07/2022;SOC CHEF SLU;31/01/2099;;;
False;NAVE 5;MAT026;FUNDAS PARA CARROS SOC CHEF;0,00;SALAS;71620;2207-049;12/07/2022;SOC CHEF SLU;31/01/2099;;;
False;GENERAL;MAT334;CEBOLLA JULIANA;0,00;MMPP REF;26-;2207-050;12/07/2022;PATATAS PELADAS GILFA S.L.;20/07/2022;;;
False;GENERAL;MAT166;QUESO CREMETTE;0,00;MMPP CONG;43216200;2207-051;12/07/2022;FORMATGES DE VALENCIA S.A.;09/10/2023;;;
False;GENERAL;MAT039;OBSOLETO: COCHINILLO DE CERDO;0,00;MMPP CONG;18822;2207-052;12/07/2022;BOPEPOR S.L.;06/07/2024;;;
False;GENERAL;MAT027;VINO TINTO;0,00;SECOS;21357/21370;2207-053;12/07/2022;ANECOOP S.COOP;12/07/2025;;;
False;NAVE 5;MAT027;VINO TINTO;0,00;SECOS;21357/21370;2207-053;12/07/2022;ANECOOP S.COOP;12/07/2025;;;
False;CARBÓ;MAT355;MIX DE SETAS CULTIVADAS Y AJO TIERNO;0,00;MMPP CONG;070722;2207-054;12/07/2022;CONGELADOS DE NAVARRA SAU;31/01/2025;;;
False;GENERAL;MAT355;MIX DE SETAS CULTIVADAS Y AJO TIERNO;0,00;MMPP CONG;070722;2207-054;12/07/2022;CONGELADOS DE NAVARRA SAU;31/01/2025;;;
False;GENERAL;MAT345;FONDO DE CARNE INTERAL;0,00;SECOS;1711U2/2617U2;2207-055;12/07/2022;INTERAL SA;31/05/2024;;;
False;NAVE 5;MAT345;FONDO DE CARNE INTERAL;0,00;SECOS;1711U2/2617U2;2207-055;12/07/2022;INTERAL SA;31/05/2024;;;
False;NAVE 5 / 2;MAT021;HUEVO PASTEURIZADO ARTEOVO;0,00;;218022;2207-056;13/07/2022;CALIDAD PASCUAL SA;17/08/2022;;;
False;GENERAL;MAT021;HUEVO PASTEURIZADO ARTEOVO;0,00;MMPP REF;218022;2207-056;13/07/2022;CALIDAD PASCUAL SA;17/08/2022;;;
False;CONSUMO INTERNO I+D;MAT021;HUEVO PASTEURIZADO ARTEOVO;0,00;;218022;2207-056;13/07/2022;CALIDAD PASCUAL SA;17/08/2022;;;
False;GENERAL;MAT333;ZANAHORIA BASTONES;0,00;MMPP CONG;2135;2207-057;13/07/2022;DISTRIBUIDORA LEVANTINA DE ALIMENTACIÓN, S.L.;15/05/2024;;;
False;GENERAL;MAT348;GAMBA PELADA CHINA 70/100;0,00;MMPP CONG;GB12048-20-1;2207-058;13/07/2022;DISTRIBUIDORA LEVANTINA DE ALIMENTACIÓN, S.L.;30/11/2023;;;
False;NAVE 5;MAT073;ALMIDON DE MAIZ (MAIZENA);0,00;SECOS;0021942256;2207-059;13/07/2022;PROMOLAC ESPAÑA SA;12/02/2024;;;
False;CONSUMO INTERNO I+D;MAT073;ALMIDON DE MAIZ (MAIZENA);0,00;;0021942256;2207-059;13/07/2022;PROMOLAC ESPAÑA SA;12/02/2024;;;
False;GENERAL;MAT073;ALMIDON DE MAIZ (MAIZENA);0,00;SECOS;0021942256;2207-059;13/07/2022;PROMOLAC ESPAÑA SA;12/02/2024;;;
False;NAVE 5;MAT033;AZUCAR;0,00;SECOS;28B2306202;2207-060;13/07/2022;BROCAL OBRADOR Y RESTAURACION SL;31/01/2026;;;
False;GENERAL;MAT033;AZUCAR;0,00;;28B2306202;2207-060;13/07/2022;BROCAL OBRADOR Y RESTAURACION SL;31/01/2026;;;
False;GENERAL / 2;MAT033;AZUCAR;0,00;;28B2306202;2207-060;13/07/2022;BROCAL OBRADOR Y RESTAURACION SL;31/01/2026;;;
False;GENERAL;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);0,00;;72431112207;2207-062;13/07/2022;LINDE GAS ESPAÑA SAU;;;;
False;GENERAL;MAT326;CORDERO LECHAL (CUELLO);0,00;MMPP CONG;22129/22101/22124/22115;2207-064;15/07/2022;MORALEJO SELECCION SLU;03/10/2023;;;
False;CARBÓ;MAT326;CORDERO LECHAL (CUELLO);0,00;mmpp cong;22129/22101/22124/22115;2207-064;15/07/2022;MORALEJO SELECCION SLU;03/10/2023;;;
False;GENERAL;MAT230;CORVINA;0,00;mmpp ref;22185;2207-065;15/07/2022;INLET SEAFISH SL;04/07/2024;;;
False;GENERAL;MAT302;COLORANTE NATURAL SCAIII;0,00;SECOS;050722;2207-066;15/07/2022;INCOLTEC INNOVATION COLOUR TECHNOLOGY SL;05/07/2024;;;
False;CONSUMO INTERNO I+D;MAT302;COLORANTE NATURAL SCAIII;0,00;;050722;2207-066;15/07/2022;INCOLTEC INNOVATION COLOUR TECHNOLOGY SL;05/07/2024;;;
False;NAVE 5;MAT302;COLORANTE NATURAL SCAIII;0,00;SECOS;050722;2207-066;15/07/2022;INCOLTEC INNOVATION COLOUR TECHNOLOGY SL;05/07/2024;;;
False;GENERAL;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0,00;SALAS;312723;2207-067;15/07/2022;LINPAC PRAVIA SA;;;;
False;GENERAL;MAT286;ALAS DE POLLO;0,00;MMPP CONG;ALB-375086;2207-068;15/07/2022;HIJOS DE JUAN PUJANTE SA;03/01/2024;;;
False;CONSUMO INTERNO I+D;MAT286;ALAS DE POLLO;0,00;;ALB-375086;2207-068;15/07/2022;HIJOS DE JUAN PUJANTE SA;03/01/2024;;;
False;GENERAL;MAT329;RECORTES DE PECHUGA DE POLLO;0,00;MMPP CONG;ALB-375286;2207-069;15/07/2022;HIJOS DE JUAN PUJANTE SA;03/01/2024;;;
False;GENERAL;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);0,00;EXPEDICIÓN;1072428146;2207-070;15/07/2022;LINDE GAS ESPAÑA SAU;;;;
False;GENERAL;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-16617RIB22;2207-071;18/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-16617RIB22;2207-071;18/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-16617RIB22;2207-072;18/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-16617RIB22;2207-072;18/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-16635RIB22;2207-073;18/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-16635RIB22;2207-073;18/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-16635RIB22;2207-074;18/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-16635RIB22;2207-074;18/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-16651RIB22;2207-075;18/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-16651RIB22;2207-075;18/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-16651RIB22;2207-076;18/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-16651RIB22;2207-076;18/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAT132;ATUN LOMO;0,00;MMPP CONG;1201222;2207-077;19/07/2022;COMERCIAL DIALVA,S.A.;27/08/2024;;;
False;GENERAL;MAT344;ARROZ VAPORIZADO S.25 KG;0,00;SECOS;130722;2207-078;19/07/2022;MAICERIAS ESPAÑOLAS SA (DACSA);18/07/2024;;;
False;GENERAL / 2;MAT344;ARROZ VAPORIZADO S.25 KG;0,00;SECOS;130722;2207-078;19/07/2022;MAICERIAS ESPAÑOLAS SA (DACSA);18/07/2024;;;
False;GENERAL;VAR119;ENVASE FLOR 6 HUECO (GRATENES Y POSTRES);0,00;SECOS;2704/2072/M-4;2207-079;19/07/2022;NATURAL PACK FOODS SL;31/01/2099;;;
False;NAVE 5;VAR119;ENVASE FLOR 6 HUECO (GRATENES Y POSTRES);0,00;SECOS;2704/2072/M-4;2207-079;19/07/2022;NATURAL PACK FOODS SL;31/01/2099;;;
False;GENERAL;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0,00;SALAS;313615;2207-080;19/07/2022;LINPAC PRAVIA SA;;;;
False;NAVE 5;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0,00;SALAS;313615;2207-080;19/07/2022;LINPAC PRAVIA SA;;;;
False;NAVE 5;MAT146;FILM AZUL EMBUTIR BALLOTINE PESCADO (750 M X BOBINA ANCHO 58 MM);0,00;SALAS;120722-41;2207-081;19/07/2022;MANUFACTURAS CEYLAN SL;31/01/2099;;;
False;GENERAL;MAT146;FILM AZUL EMBUTIR BALLOTINE PESCADO (750 M X BOBINA ANCHO 58 MM);0,00;SECOS;120722-41;2207-081;19/07/2022;MANUFACTURAS CEYLAN SL;31/01/2099;;;
False;GENERAL;MAT334;CEBOLLA JULIANA;0,00;MMPP REF;27;2207-082;19/07/2022;PATATAS PELADAS GILFA S.L.;26/07/2022;;;
False;GENERAL;MAT039;OBSOLETO: COCHINILLO DE CERDO;0,00;MMPP CONG;ALB-BOP2207AV0104;2207-083;19/07/2022;BOPEPOR S.L.;05/07/2024;;;
False;GENERAL;MAT067;BACALAO;0,00;MMPP CONG;M-SA392;2207-084;19/07/2022;EDERPESCA Y DERIVADOS SL;05/06/2024;;;
False;GENERAL / 2;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;0,00;SALAS;ALB-2221553;2207-085;19/07/2022;FELIU PACKAGING, S.L.;;;;
False;GENERAL;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;0,00;SALAS;ALB-2221553;2207-085;19/07/2022;FELIU PACKAGING, S.L.;;;;
False;NAVE 5;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;0,00;;ALB-2221553;2207-085;19/07/2022;FELIU PACKAGING, S.L.;;;;
False;GENERAL / 2;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;0,00;SALAS;ALB-2221553;2207-086;19/07/2022;FELIU PACKAGING, S.L.;;;;
False;NAVE 5;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;0,00;SALAS;ALB-2221553;2207-086;19/07/2022;FELIU PACKAGING, S.L.;;;;
False;GENERAL;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;0,00;SALAS;ALB-2221553;2207-086;19/07/2022;FELIU PACKAGING, S.L.;;;;
False;NAVE 5;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-16723RIB22;2207-087;19/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;0,00;EXPEDICIÓN;ALB-16723RIB22;2207-087;19/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;MAUX021;PALET LOGIFRUIT 81;0,00;;ALB-16723RIB22;2207-088;19/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;NAVE 5;MAUX021;PALET LOGIFRUIT 81;0,00;EXPEDICIÓN;ALB-16723RIB22;2207-088;19/07/2022;LOGIFRUIT IBERIA SLU;;;;
False;GENERAL;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);0,00;EXPEDICIÓN;1072525244;2207-089;19/07/2022;LINDE GAS ESPAÑA SAU;;;;
